record_id,timestamp,plant,production_line,machine_id,electricity_kWh,gas_m3,compressed_air_m3,water_liters,steam_kg,peak_demand_kW,power_factor,reactive_power_kVAR,carbon_kg_CO2e,energy_intensity_kWh_unit,tariff_rate_USD_kWh,energy_cost_USD,shift,operating_mode
ENG-008990,2025-01-09 13:00:17,Plant-C,LINE-4,MCH-029,131.128,26.135,70.41,503.0,186.83,221.56,0.9746,28.89,81.895,1.1185,0.1,17.07,Afternoon,Production
ENG-008991,2025-01-09 14:00:21,Plant-C,LINE-7,MCH-042,133.85,17.357,100.66,514.2,216.27,127.2,0.8954,24.2,45.449,1.0245,0.1,10.52,Night,Production
ENG-008992,2025-01-09 15:00:23,Plant-B,LINE-3,MCH-014,159.201,8.565,69.23,661.6,103.33,139.94,0.8604,48.17,95.839,0.8048,0.1,16.47,Morning,Idle
ENG-008993,2025-01-09 16:00:04,Plant-C,LINE-5,MCH-041,101.243,20.005,90.2,883.9,171.48,183.47,0.8866,20.12,71.835,0.4739,0.1,15.87,Morning,Production
ENG-008994,2025-01-09 17:00:11,Plant-A,LINE-2,MCH-006,148.34,9.428,42.02,589.6,214.46,219.22,0.9759,45.44,64.531,1.1934,0.08,12.69,Afternoon,Production
ENG-008995,2025-01-09 18:00:17,Plant-B,LINE-1,MCH-049,92.63,16.3,80.3,712.2,194.23,170.95,0.9106,43.58,62.325,0.8448,0.1,19.52,Morning,Production
ENG-008996,2025-01-09 19:00:06,Plant-B,LINE-7,MCH-011,124.233,13.911,94.92,335.9,163.46,175.23,0.9378,35.61,76.624,0.8906,0.13,20.31,Night,Production
ENG-008997,2025-01-09 20:00:05,Plant-A,LINE-7,MCH-011,119.343,17.008,90.91,446.0,141.74,206.51,0.9067,35.45,76.596,0.803,0.1,15.91,Morning,Production
ENG-008998,2025-01-09 21:00:01,Plant-A,LINE-9,MCH-043,150.024,10.144,112.93,386.7,141.9,213.55,0.7851,45.57,78.477,0.8245,0.16,12.68,Morning,Production
ENG-008999,2025-01-09 22:00:02,Plant-C,LINE-6,MCH-024,104.724,19.076,84.43,487.4,133.74,165.49,1.0,14.83,42.153,0.857,0.13,11.22,Morning,Production
ENG-009000,2025-01-09 23:00:28,Plant-A,LINE-3,MCH-040,120.379,13.136,63.14,364.7,252.91,185.13,0.998,34.99,86.278,0.3702,0.13,21.48,Morning,Production
ENG-009001,2025-01-10 00:00:08,Plant-B,LINE-2,MCH-037,166.021,13.169,68.13,352.5,310.29,204.03,0.915,16.83,46.451,1.0415,0.08,17.29,Night,Production
ENG-009002,2025-01-10 01:00:25,Plant-B,LINE-1,MCH-016,105.888,18.763,84.74,654.5,215.89,260.37,0.8679,11.58,42.766,0.75,0.1,12.55,Morning,Standby
ENG-009003,2025-01-10 02:00:29,Plant-C,LINE-3,MCH-020,165.975,20.615,129.24,582.8,189.84,232.41,0.9662,41.46,57.413,0.807,0.1,9.7,Afternoon,Production
ENG-009004,2025-01-10 03:00:06,Plant-C,LINE-4,MCH-027,99.212,8.981,91.79,436.5,223.24,249.1,0.9625,23.85,59.139,0.8794,0.08,10.12,Afternoon,Production
ENG-009005,2025-01-10 04:00:10,Plant-A,LINE-2,MCH-002,109.111,12.651,83.56,502.7,227.71,164.72,0.8814,48.59,69.974,0.8809,0.16,20.24,Night,Production
ENG-009006,2025-01-10 05:00:09,Plant-B,LINE-1,MCH-047,75.593,14.01,79.73,713.2,240.28,178.86,1.0,23.21,73.348,0.7514,0.08,15.27,Night,Production
ENG-009007,2025-01-10 06:00:11,Plant-B,LINE-8,MCH-014,117.013,21.121,87.87,561.0,200.58,196.0,0.9104,34.09,61.898,0.8945,0.16,9.67,Morning,Production
ENG-009008,2025-01-10 07:00:12,Plant-B,LINE-9,MCH-002,128.77,16.665,75.88,603.0,252.67,191.36,0.9343,28.08,56.29,0.8388,0.1,16.15,Night,Production
ENG-009009,2025-01-10 08:00:25,Plant-B,LINE-10,MCH-036,126.463,11.846,39.33,679.4,235.74,205.1,0.9317,25.94,39.815,0.8502,0.08,9.76,Morning,Standby
ENG-009010,2025-01-10 09:00:29,Plant-B,LINE-1,MCH-027,106.332,8.68,77.63,397.5,259.42,127.41,0.8315,22.56,56.181,0.7063,0.1,14.15,Afternoon,Production
ENG-009011,2025-01-10 10:00:27,Plant-B,LINE-2,MCH-001,102.863,13.67,88.29,543.4,232.19,191.63,0.925,34.35,90.277,0.8876,0.16,25.91,Morning,Idle
ENG-009012,2025-01-10 11:00:06,Plant-A,LINE-9,MCH-045,78.214,19.394,49.69,709.0,243.04,197.12,0.951,46.51,68.302,1.073,0.08,8.53,Night,Production
ENG-009013,2025-01-10 12:00:25,Plant-C,LINE-2,MCH-030,135.02,18.505,98.54,429.5,254.87,233.2,0.9442,33.39,65.019,0.7092,0.08,12.96,Afternoon,Production
ENG-009014,2025-01-10 13:00:12,Plant-B,LINE-10,MCH-005,173.78,1.779,60.1,359.9,200.44,230.16,0.9154,6.62,58.679,1.1324,0.16,15.89,Night,Production
ENG-009015,2025-01-10 14:00:27,Plant-A,LINE-9,MCH-043,131.787,4.91,67.26,360.3,88.68,223.1,0.8945,33.2,63.596,0.7892,0.16,16.02,Afternoon,Production
ENG-009016,2025-01-10 15:00:15,Plant-C,LINE-8,MCH-034,155.376,19.856,58.84,475.8,218.04,156.82,0.8764,31.82,51.579,0.6814,0.13,8.22,Night,Production
ENG-009017,2025-01-10 16:00:19,Plant-C,LINE-6,MCH-046,156.239,4.543,107.39,453.9,276.2,154.5,0.9462,30.53,35.351,0.9018,0.1,10.88,Night,Standby
ENG-009018,2025-01-10 17:00:16,Plant-A,LINE-5,MCH-036,160.044,18.711,106.44,553.8,100.3,174.81,0.9007,36.69,60.304,0.487,0.1,16.3,Night,Production
ENG-009019,2025-01-10 18:00:16,Plant-C,LINE-5,MCH-014,98.786,11.999,66.14,563.9,177.47,180.04,0.8605,32.91,78.17,0.9653,0.08,18.73,Night,Production
ENG-009020,2025-01-10 19:00:21,Plant-C,LINE-8,MCH-050,94.447,17.894,31.05,554.8,160.59,169.96,0.842,21.4,53.042,0.928,0.08,13.02,Morning,Production
ENG-009021,2025-01-10 20:00:25,Plant-C,LINE-4,MCH-014,135.598,25.236,50.07,433.6,237.26,230.65,0.9928,21.3,73.984,1.0708,0.13,22.83,Morning,Maintenance
ENG-009022,2025-01-10 21:00:07,Plant-B,LINE-9,MCH-021,130.244,16.646,76.54,485.8,115.51,239.62,0.8691,32.55,61.004,0.5869,0.16,16.69,Afternoon,Idle
ENG-009023,2025-01-10 22:00:13,Plant-C,LINE-2,MCH-029,81.282,9.288,37.84,567.3,205.06,192.74,0.9229,35.14,69.221,0.9429,0.13,19.99,Night,Production
ENG-009024,2025-01-10 23:00:16,Plant-A,LINE-10,MCH-049,137.619,17.439,57.52,618.5,282.06,190.31,0.9143,29.94,70.238,0.7939,0.13,12.13,Afternoon,Idle
ENG-009025,2025-01-11 00:00:13,Plant-A,LINE-2,MCH-042,125.02,16.325,96.19,390.2,149.89,137.07,1.0,15.95,54.965,0.7721,0.16,10.33,Night,Idle
ENG-009026,2025-01-11 01:00:07,Plant-C,LINE-6,MCH-029,96.182,18.672,115.73,384.0,178.14,256.05,0.9118,18.26,34.506,0.5675,0.1,24.96,Afternoon,Production
ENG-009027,2025-01-11 02:00:13,Plant-A,LINE-3,MCH-020,118.393,10.391,75.16,451.0,198.58,116.22,0.9251,12.95,38.402,0.9136,0.16,22.34,Night,Maintenance
ENG-009028,2025-01-11 03:00:20,Plant-B,LINE-9,MCH-023,165.932,9.28,51.95,584.5,233.94,227.01,0.9089,35.39,30.767,0.6057,0.08,6.51,Night,Maintenance
ENG-009029,2025-01-11 04:00:27,Plant-C,LINE-2,MCH-007,128.971,13.514,103.45,263.6,272.67,161.9,0.8834,35.7,27.49,0.7729,0.08,12.36,Night,Production
ENG-009030,2025-01-11 05:00:26,Plant-B,LINE-8,MCH-041,132.176,19.972,86.02,558.0,249.48,73.06,0.8918,28.29,60.08,1.0954,0.13,10.66,Morning,Production
ENG-009031,2025-01-11 06:00:09,Plant-B,LINE-3,MCH-050,140.121,9.992,82.8,493.7,244.37,210.81,0.9422,30.51,43.909,0.6907,0.1,18.14,Afternoon,Standby
ENG-009032,2025-01-11 07:00:21,Plant-C,LINE-2,MCH-044,135.595,26.807,69.42,612.1,222.43,94.82,0.8827,30.91,69.805,0.7617,0.1,10.21,Night,Production
ENG-009033,2025-01-11 08:00:09,Plant-A,LINE-8,MCH-014,139.062,8.29,106.26,346.7,335.22,156.74,0.9361,41.09,82.775,0.9874,0.13,20.37,Morning,Production
ENG-009034,2025-01-11 09:00:23,Plant-A,LINE-8,MCH-038,68.087,11.171,61.71,329.4,153.57,190.64,0.9107,37.11,76.418,0.8067,0.13,15.99,Night,Production
ENG-009035,2025-01-11 10:00:09,Plant-B,LINE-7,MCH-036,70.14,12.915,67.73,643.1,206.56,118.63,0.8608,36.95,59.472,0.8493,0.1,13.34,Afternoon,Idle
ENG-009036,2025-01-11 11:00:28,Plant-A,LINE-1,MCH-005,144.916,11.485,87.72,527.5,196.43,209.59,0.9075,33.77,44.22,0.93,0.16,11.57,Night,Idle
ENG-009037,2025-01-11 12:00:18,Plant-C,LINE-10,MCH-037,104.176,22.019,66.35,619.4,283.73,250.11,0.9573,27.26,61.983,1.1878,0.08,16.07,Morning,Production
ENG-009038,2025-01-11 13:00:16,Plant-B,LINE-6,MCH-009,92.27,6.604,50.21,747.7,159.03,205.16,0.9574,17.57,35.623,0.9247,0.13,13.06,Night,Production
ENG-009039,2025-01-11 14:00:28,Plant-B,LINE-5,MCH-016,102.884,11.073,88.52,603.9,123.13,197.1,0.9034,30.1,74.383,0.676,0.1,14.92,Morning,Maintenance
ENG-009040,2025-01-11 15:00:03,Plant-C,LINE-3,MCH-011,94.573,17.294,79.66,486.1,198.6,109.88,0.8952,26.02,90.898,0.7761,0.13,21.47,Night,Idle
ENG-009041,2025-01-11 16:00:00,Plant-B,LINE-9,MCH-005,102.389,12.901,88.8,253.3,193.97,180.79,0.9374,25.26,70.751,0.9637,0.08,8.01,Afternoon,Production
ENG-009042,2025-01-11 17:00:21,Plant-B,LINE-7,MCH-023,126.333,18.726,67.41,405.0,188.67,200.48,0.8993,28.7,66.069,0.6623,0.1,18.64,Night,Production
ENG-009043,2025-01-11 18:00:12,Plant-B,LINE-6,MCH-020,89.354,10.538,121.21,531.2,126.33,170.11,0.9745,19.86,58.081,0.7292,0.13,15.03,Afternoon,Production
ENG-009044,2025-01-11 19:00:29,Plant-A,LINE-8,MCH-017,116.24,13.971,119.4,414.1,109.48,198.95,0.8738,42.44,41.808,0.5211,0.13,9.83,Morning,Production
ENG-009045,2025-01-11 20:00:30,Plant-A,LINE-7,MCH-012,108.825,17.177,62.57,662.8,62.71,231.14,0.9325,34.39,67.836,0.6561,0.08,21.81,Night,Production
ENG-009046,2025-01-11 21:00:06,Plant-C,LINE-7,MCH-034,111.803,10.847,73.7,560.3,268.26,103.47,0.9384,57.05,29.527,1.2259,0.16,9.38,Afternoon,Production
ENG-009047,2025-01-11 22:00:24,Plant-A,LINE-5,MCH-002,57.454,24.192,78.15,338.8,120.22,182.86,0.9349,29.78,68.821,0.9228,0.13,25.58,Night,Maintenance
ENG-009048,2025-01-11 23:00:04,Plant-B,LINE-10,MCH-041,140.17,6.951,45.54,523.9,234.21,192.07,0.9164,36.03,60.356,0.5445,0.13,5.1,Afternoon,Production
ENG-009049,2025-01-12 00:00:25,Plant-B,LINE-10,MCH-014,100.401,16.761,67.96,453.2,233.32,164.42,0.9887,27.69,57.303,0.6474,0.08,6.73,Morning,Maintenance
ENG-009050,2025-01-12 01:00:13,Plant-B,LINE-4,MCH-024,159.642,19.383,83.46,469.0,130.02,194.23,0.9411,35.34,51.72,0.6548,0.08,13.45,Afternoon,Standby
ENG-009051,2025-01-12 02:00:27,Plant-A,LINE-4,MCH-037,116.356,17.197,53.95,360.9,28.88,208.32,0.8746,20.79,80.278,0.9216,0.16,11.29,Night,Production
ENG-009052,2025-01-12 03:00:14,Plant-B,LINE-6,MCH-005,115.233,9.697,62.52,651.1,118.66,201.03,0.8869,43.55,34.381,0.7163,0.1,13.11,Morning,Production
ENG-009053,2025-01-12 04:00:24,Plant-C,LINE-3,MCH-019,141.43,9.34,112.08,323.1,90.15,191.82,0.9036,27.41,57.741,0.6787,0.08,11.19,Morning,Production
ENG-009054,2025-01-12 05:00:06,Plant-C,LINE-1,MCH-047,115.501,24.913,99.09,551.3,174.66,203.71,0.8956,32.43,29.906,0.6607,0.16,10.79,Afternoon,Production
ENG-009055,2025-01-12 06:00:18,Plant-C,LINE-3,MCH-038,137.179,9.891,53.09,541.3,249.03,130.84,0.9315,30.09,37.081,0.7898,0.08,12.93,Night,Idle
ENG-009056,2025-01-12 07:00:04,Plant-A,LINE-2,MCH-025,140.144,20.345,56.82,372.0,184.17,174.65,0.9598,15.82,81.482,1.0671,0.16,20.76,Afternoon,Idle
ENG-009057,2025-01-12 08:00:20,Plant-B,LINE-9,MCH-006,58.645,12.396,94.34,628.0,267.95,188.74,0.9018,45.82,65.179,1.1018,0.08,11.75,Morning,Production
ENG-009058,2025-01-12 09:00:00,Plant-C,LINE-9,MCH-007,124.52,15.166,108.98,589.7,269.79,182.3,0.9244,29.99,64.849,0.5459,0.13,23.82,Afternoon,Production
ENG-009059,2025-01-12 10:00:12,Plant-C,LINE-1,MCH-023,93.839,13.02,77.09,542.6,105.48,182.97,0.9336,35.29,75.927,1.1135,0.1,12.7,Morning,Idle
ENG-009060,2025-01-12 11:00:26,Plant-C,LINE-4,MCH-030,116.637,12.094,74.47,384.7,281.72,183.28,0.9798,22.21,73.137,0.9896,0.13,13.3,Night,Production
ENG-009061,2025-01-12 12:00:22,Plant-A,LINE-2,MCH-032,140.222,18.684,60.89,776.3,212.11,209.38,0.9808,30.53,61.873,0.947,0.1,11.68,Afternoon,Production
ENG-009062,2025-01-12 13:00:25,Plant-B,LINE-4,MCH-012,109.997,14.276,75.3,755.4,175.96,172.9,0.8903,43.94,79.25,0.785,0.16,13.71,Afternoon,Production
ENG-009063,2025-01-12 14:00:00,Plant-A,LINE-5,MCH-008,143.901,22.763,68.34,492.0,251.43,171.04,1.0,19.53,52.83,0.637,0.13,11.29,Night,Production
ENG-009064,2025-01-12 15:00:08,Plant-C,LINE-6,MCH-003,129.829,22.611,105.1,507.0,155.95,168.94,0.9541,44.22,47.794,1.0382,0.13,15.68,Afternoon,Production
ENG-009065,2025-01-12 16:00:04,Plant-B,LINE-7,MCH-008,178.728,19.314,118.62,585.8,186.79,160.71,0.8562,31.86,62.875,0.9748,0.16,13.99,Morning,Production
ENG-009066,2025-01-12 17:00:27,Plant-C,LINE-2,MCH-015,87.382,11.469,85.3,539.4,196.96,128.86,0.9539,29.52,62.427,0.6946,0.08,17.04,Afternoon,Production
ENG-009067,2025-01-12 18:00:18,Plant-C,LINE-10,MCH-045,107.051,22.874,80.59,409.1,228.53,138.12,0.9394,24.85,62.32,0.9542,0.13,17.58,Afternoon,Production
ENG-009068,2025-01-12 19:00:09,Plant-A,LINE-10,MCH-046,77.577,21.752,56.97,572.0,138.81,110.86,0.8622,35.21,78.973,0.7902,0.1,12.75,Night,Production
ENG-009069,2025-01-12 20:00:04,Plant-C,LINE-7,MCH-022,117.219,18.578,86.1,383.6,230.17,169.51,0.9089,35.89,59.322,0.8748,0.13,23.92,Morning,Production
ENG-009070,2025-01-12 21:00:19,Plant-A,LINE-4,MCH-043,167.755,17.398,107.7,510.0,218.87,177.9,0.9537,39.91,64.883,1.1338,0.13,16.25,Afternoon,Production
ENG-009071,2025-01-12 22:00:19,Plant-B,LINE-7,MCH-031,164.395,28.143,52.23,623.2,185.23,194.64,0.9534,30.0,74.17,0.6995,0.1,11.4,Night,Idle
ENG-009072,2025-01-12 23:00:27,Plant-B,LINE-9,MCH-030,119.005,16.755,75.93,301.4,234.69,231.35,0.8205,35.51,56.182,1.0557,0.08,11.33,Night,Standby
ENG-009073,2025-01-13 00:00:04,Plant-A,LINE-9,MCH-025,150.237,9.121,79.48,386.9,199.2,177.13,0.9528,35.31,52.21,0.6815,0.13,10.88,Morning,Production
ENG-009074,2025-01-13 01:00:24,Plant-C,LINE-1,MCH-034,72.303,12.836,124.73,509.9,211.01,111.08,0.955,20.67,57.31,0.6936,0.13,19.5,Night,Production
ENG-009075,2025-01-13 02:00:02,Plant-A,LINE-1,MCH-030,93.219,23.578,78.71,792.3,320.63,214.27,0.9191,6.73,65.699,0.8389,0.1,13.83,Afternoon,Production
ENG-009076,2025-01-13 03:00:02,Plant-C,LINE-3,MCH-001,150.232,25.599,36.98,339.3,73.04,198.31,0.8744,40.87,40.046,1.2264,0.08,17.31,Night,Idle
ENG-009077,2025-01-13 04:00:19,Plant-A,LINE-6,MCH-040,137.799,17.944,82.42,74.4,181.64,126.46,0.8752,28.74,33.644,0.8269,0.16,8.25,Morning,Production
ENG-009078,2025-01-13 05:00:26,Plant-B,LINE-7,MCH-044,139.975,2.7,115.38,307.6,161.72,178.5,0.8528,30.06,82.665,0.8923,0.13,16.33,Afternoon,Idle
ENG-009079,2025-01-13 06:00:05,Plant-C,LINE-6,MCH-018,113.143,15.229,72.95,329.5,231.94,174.71,0.8723,43.72,73.393,1.0671,0.16,7.36,Morning,Production
ENG-009080,2025-01-13 07:00:08,Plant-A,LINE-2,MCH-006,99.782,8.771,108.27,637.7,89.19,196.52,1.0,34.39,57.085,0.8101,0.13,11.05,Night,Maintenance
ENG-009081,2025-01-13 08:00:14,Plant-C,LINE-8,MCH-016,90.761,12.941,81.93,521.4,164.94,164.21,0.9435,36.19,70.783,0.5844,0.08,10.93,Morning,Production
ENG-009082,2025-01-13 09:00:08,Plant-C,LINE-3,MCH-010,108.267,16.003,87.74,573.1,238.54,166.47,0.9091,26.9,47.973,0.9384,0.13,15.08,Afternoon,Production
ENG-009083,2025-01-13 10:00:30,Plant-A,LINE-8,MCH-039,83.326,20.128,115.42,356.7,171.41,169.08,0.9726,21.97,79.648,0.7958,0.08,28.28,Night,Standby
ENG-009084,2025-01-13 11:00:06,Plant-C,LINE-8,MCH-001,106.25,16.816,52.81,403.7,233.87,189.13,1.0,30.04,60.992,0.6043,0.13,15.63,Night,Idle
ENG-009085,2025-01-13 12:00:20,Plant-C,LINE-6,MCH-035,121.065,17.126,68.84,500.6,192.26,231.22,0.917,27.73,68.227,0.5424,0.16,10.95,Morning,Production
ENG-009086,2025-01-13 13:00:24,Plant-B,LINE-6,MCH-011,138.748,16.563,42.88,374.2,240.17,251.01,0.9891,25.14,50.185,1.3403,0.13,10.76,Morning,Production
ENG-009087,2025-01-13 14:00:25,Plant-A,LINE-2,MCH-015,87.329,11.949,73.39,465.3,137.4,202.69,0.9349,20.69,47.212,0.8496,0.16,15.69,Night,Production
ENG-009088,2025-01-13 15:00:20,Plant-C,LINE-2,MCH-034,162.657,16.564,71.52,589.1,189.59,206.74,0.9201,40.04,72.217,1.0281,0.1,15.15,Night,Idle
ENG-009089,2025-01-13 16:00:10,Plant-B,LINE-4,MCH-032,88.315,16.486,80.03,670.4,136.14,134.9,0.898,34.81,36.49,1.0736,0.1,18.45,Morning,Idle
ENG-009090,2025-01-13 17:00:01,Plant-B,LINE-1,MCH-012,97.761,19.801,107.38,565.2,106.58,198.5,0.8604,18.2,72.761,0.7098,0.13,10.62,Afternoon,Production
ENG-009091,2025-01-13 18:00:13,Plant-B,LINE-3,MCH-017,129.812,17.35,76.39,423.0,213.17,130.92,0.8777,32.59,45.392,0.8626,0.16,21.67,Night,Production
ENG-009092,2025-01-13 19:00:19,Plant-C,LINE-1,MCH-042,53.989,16.297,94.96,721.7,186.82,145.06,0.924,54.64,72.059,0.8947,0.1,20.33,Afternoon,Production
ENG-009093,2025-01-13 20:00:21,Plant-C,LINE-1,MCH-037,157.869,9.648,47.46,888.2,101.1,118.55,1.0,20.11,78.139,0.9448,0.13,9.85,Afternoon,Production
ENG-009094,2025-01-13 21:00:15,Plant-C,LINE-8,MCH-039,123.111,14.597,94.97,514.3,320.1,177.06,0.9683,28.45,92.057,0.969,0.13,15.96,Afternoon,Production
ENG-009095,2025-01-13 22:00:17,Plant-A,LINE-2,MCH-042,143.638,11.804,81.71,663.7,158.52,173.22,0.8541,30.86,43.477,0.8186,0.1,20.74,Morning,Production
ENG-009096,2025-01-13 23:00:28,Plant-A,LINE-2,MCH-039,150.637,9.371,106.88,246.1,285.36,247.86,0.8903,42.11,64.41,0.9268,0.16,13.38,Night,Production
ENG-009097,2025-01-14 00:00:05,Plant-A,LINE-9,MCH-030,133.425,18.051,73.42,503.0,316.57,190.0,0.9322,28.92,73.557,0.8584,0.08,14.77,Afternoon,Idle
ENG-009098,2025-01-14 01:00:01,Plant-C,LINE-10,MCH-032,150.734,7.853,51.02,445.2,241.55,143.07,0.9056,39.9,64.774,0.7878,0.13,21.3,Afternoon,Production
ENG-009099,2025-01-14 02:00:18,Plant-C,LINE-10,MCH-044,136.474,20.884,82.74,241.7,197.99,131.51,0.9115,37.72,69.417,1.0969,0.08,21.51,Afternoon,Idle
ENG-009100,2025-01-14 03:00:18,Plant-B,LINE-8,MCH-029,92.706,9.045,78.4,758.1,288.36,220.96,0.9804,20.47,49.887,1.2749,0.1,13.37,Morning,Production
ENG-009101,2025-01-14 04:00:23,Plant-A,LINE-10,MCH-007,126.633,12.493,73.57,380.6,271.34,154.84,0.9901,53.35,46.74,0.8151,0.13,16.17,Morning,Production
ENG-009102,2025-01-14 05:00:06,Plant-B,LINE-3,MCH-013,143.852,18.186,80.66,434.6,157.93,206.72,0.9484,30.06,64.017,0.81,0.1,18.76,Afternoon,Production
ENG-009103,2025-01-14 06:00:16,Plant-C,LINE-3,MCH-032,110.971,18.985,109.98,533.5,199.34,162.12,0.9109,18.5,77.987,0.7656,0.08,15.75,Night,Standby
ENG-009104,2025-01-14 07:00:15,Plant-A,LINE-1,MCH-020,82.673,10.854,58.05,545.7,241.87,206.6,0.9067,20.79,68.43,0.7613,0.13,7.57,Morning,Standby
ENG-009105,2025-01-14 08:00:04,Plant-C,LINE-1,MCH-035,112.199,17.693,73.19,558.9,130.16,267.44,0.8925,35.54,50.619,1.1553,0.1,17.53,Morning,Maintenance
ENG-009106,2025-01-14 09:00:27,Plant-B,LINE-3,MCH-012,141.191,12.142,64.98,291.1,226.19,198.4,0.9451,20.28,54.778,0.8338,0.16,10.55,Afternoon,Maintenance
ENG-009107,2025-01-14 10:00:03,Plant-C,LINE-10,MCH-004,69.721,15.036,45.36,437.9,195.38,162.1,0.8732,16.75,67.891,0.6654,0.16,13.33,Morning,Production
ENG-009108,2025-01-14 11:00:03,Plant-B,LINE-8,MCH-030,76.031,24.128,92.44,377.8,230.54,198.41,0.8513,15.3,46.807,0.7871,0.13,9.23,Morning,Idle
ENG-009109,2025-01-14 12:00:04,Plant-C,LINE-8,MCH-020,120.647,18.524,44.35,246.8,208.55,163.29,0.8988,36.27,62.708,1.1305,0.1,20.66,Morning,Production
ENG-009110,2025-01-14 13:00:29,Plant-A,LINE-3,MCH-032,126.376,5.053,105.19,503.8,222.04,204.26,0.946,31.98,61.049,0.923,0.16,19.29,Morning,Idle
ENG-009111,2025-01-14 14:00:00,Plant-A,LINE-6,MCH-029,162.413,21.337,77.37,944.6,220.13,204.29,0.9306,35.55,78.117,0.6757,0.13,21.46,Morning,Production
ENG-009112,2025-01-14 15:00:06,Plant-A,LINE-9,MCH-017,159.81,11.739,90.91,503.7,287.61,170.22,0.9485,19.85,47.031,0.8287,0.1,13.08,Morning,Production
ENG-009113,2025-01-14 16:00:16,Plant-B,LINE-1,MCH-008,89.915,17.536,56.77,672.3,235.67,251.52,0.8459,37.69,53.552,1.0135,0.1,16.94,Morning,Production
ENG-009114,2025-01-14 17:00:04,Plant-A,LINE-7,MCH-023,144.807,16.256,125.41,311.3,209.19,177.0,0.8798,27.6,53.31,1.0396,0.13,17.28,Afternoon,Production
ENG-009115,2025-01-14 18:00:23,Plant-C,LINE-10,MCH-012,111.485,12.117,107.13,483.5,229.11,230.09,0.8717,3.82,43.558,0.9094,0.16,14.87,Morning,Production
ENG-009116,2025-01-14 19:00:18,Plant-B,LINE-4,MCH-021,151.099,10.17,83.66,426.3,199.37,171.0,0.8691,36.61,57.797,0.8893,0.1,20.17,Morning,Production
ENG-009117,2025-01-14 20:00:19,Plant-B,LINE-1,MCH-038,124.645,17.122,70.96,718.9,169.22,233.02,0.9174,7.74,21.897,1.0815,0.16,3.55,Night,Production
ENG-009118,2025-01-14 21:00:16,Plant-B,LINE-8,MCH-026,138.338,7.967,31.26,358.9,264.87,227.16,0.871,40.04,76.562,0.6947,0.16,22.8,Afternoon,Production
ENG-009119,2025-01-14 22:00:06,Plant-C,LINE-9,MCH-006,149.508,12.619,58.25,549.5,109.84,252.77,0.9834,44.33,53.601,0.8414,0.13,10.96,Morning,Production
ENG-009120,2025-01-14 23:00:18,Plant-A,LINE-9,MCH-036,155.865,8.399,65.37,547.3,282.38,160.79,0.9347,17.9,45.595,1.0127,0.16,9.77,Afternoon,Production
ENG-009121,2025-01-15 00:00:24,Plant-B,LINE-1,MCH-043,142.955,19.698,80.27,426.4,201.37,168.84,0.9059,28.83,47.47,0.7749,0.13,11.83,Afternoon,Production
ENG-009122,2025-01-15 01:00:26,Plant-B,LINE-9,MCH-008,101.275,11.062,66.16,578.5,166.3,181.54,0.8963,34.51,57.308,0.8573,0.1,22.11,Afternoon,Standby
ENG-009123,2025-01-15 02:00:19,Plant-A,LINE-10,MCH-044,127.67,4.093,42.26,355.5,223.9,199.33,1.0,32.34,55.271,1.0807,0.16,14.68,Afternoon,Idle
ENG-009124,2025-01-15 03:00:28,Plant-A,LINE-2,MCH-040,123.738,15.614,112.03,633.8,261.96,215.68,0.9327,23.97,41.769,0.8389,0.1,13.96,Night,Idle
ENG-009125,2025-01-15 04:00:26,Plant-A,LINE-8,MCH-003,150.314,7.526,83.91,448.2,138.57,104.18,0.9229,32.24,66.699,0.9249,0.08,19.62,Night,Idle
ENG-009126,2025-01-15 05:00:29,Plant-C,LINE-9,MCH-035,129.724,10.815,106.81,633.3,239.43,163.19,0.9553,26.0,69.603,0.8557,0.1,22.84,Morning,Standby
ENG-009127,2025-01-15 06:00:01,Plant-C,LINE-3,MCH-002,164.011,17.399,66.77,627.8,151.75,216.65,0.947,34.6,75.953,0.7261,0.08,12.13,Afternoon,Idle
ENG-009128,2025-01-15 07:00:03,Plant-B,LINE-9,MCH-018,82.415,12.338,44.82,430.3,168.45,247.31,0.8374,31.36,65.675,0.9435,0.13,12.01,Morning,Standby
ENG-009129,2025-01-15 08:00:11,Plant-C,LINE-8,MCH-029,113.709,18.716,80.86,838.1,257.31,114.75,0.927,44.12,49.905,0.607,0.13,18.16,Afternoon,Standby
ENG-009130,2025-01-15 09:00:28,Plant-A,LINE-8,MCH-014,104.6,15.092,87.39,464.4,239.92,79.64,0.8978,31.94,77.568,0.8267,0.08,9.53,Morning,Production
ENG-009131,2025-01-15 10:00:00,Plant-B,LINE-7,MCH-041,90.967,5.322,46.73,583.2,162.87,214.0,0.9074,49.82,68.074,0.8271,0.08,9.8,Morning,Idle
ENG-009132,2025-01-15 11:00:24,Plant-C,LINE-9,MCH-036,124.658,13.4,91.92,330.9,249.07,238.35,0.8409,53.67,82.474,1.018,0.13,17.88,Afternoon,Production
ENG-009133,2025-01-15 12:00:21,Plant-C,LINE-8,MCH-028,160.198,24.781,83.73,404.4,265.23,256.46,0.8974,29.47,75.769,0.8226,0.13,18.87,Morning,Production
ENG-009134,2025-01-15 13:00:30,Plant-C,LINE-3,MCH-031,97.771,12.952,108.54,375.2,270.81,179.14,0.8558,18.5,69.366,0.7728,0.1,9.35,Morning,Production
