record_id,date,shift,plant,department,worker_id,worker_experience_years,incident_type,hazard_type,severity,lost_days,ppe_worn,training_completed,noise_level_dB,heat_stress_index,air_quality_AQI,ergonomic_risk_score,near_miss_count,corrective_action,root_cause
SAF-008719,2024-03-11,Morning,Plant-A,Machining,W-0165,0.7,No Incident,Noise,High,0,Full,Yes,94.5,41.4,166,9.5,0,Training,Procedural
SAF-008720,2024-09-08,Night,Plant-B,Packaging,W-0189,3.5,No Incident,Fall,None,17,Partial,Yes,74.5,25.8,164,4.2,3,None,N/A
SAF-008721,2024-12-11,Morning,Plant-A,Machining,W-0156,0.4,No Incident,Fall,None,2,Full,Yes,82.9,25.0,152,4.5,2,None,N/A
SAF-008722,2024-04-16,Night,Plant-A,Packaging,W-0160,2.0,No Incident,None,None,0,Full,Yes,80.0,30.4,20,9.7,4,None,N/A
SAF-008723,2024-02-04,Morning,Plant-C,Packaging,W-0029,1.9,No Incident,Fall,None,14,Partial,Yes,92.5,31.1,185,6.8,0,None,N/A
SAF-008724,2024-09-25,Afternoon,Plant-B,Painting,W-0185,4.1,No Incident,Struck By,None,0,Full,Yes,60.0,23.9,55,7.1,3,Procedure Update,N/A
SAF-008725,2024-10-11,Night,Plant-A,Packaging,W-0095,0.4,No Incident,Caught In,None,0,None,Yes,65.1,40.7,143,3.4,1,Procedure Update,N/A
SAF-008726,2024-10-18,Morning,Plant-C,Assembly,W-0133,2.1,No Incident,Chemical,None,0,None,Yes,86.3,31.2,180,4.0,1,None,Human Error
SAF-008727,2024-09-08,Morning,Plant-C,Painting,W-0020,3.7,No Incident,Thermal,None,18,None,Yes,58.3,20.8,116,9.2,4,Equipment Fix,N/A
SAF-008728,2024-01-19,Morning,Plant-C,Quality,W-0099,18.8,Near Miss,Noise,None,0,Full,No,80.1,23.9,63,2.3,2,Equipment Fix,Equipment Failure
SAF-008729,2024-08-10,Afternoon,Plant-B,Welding,W-0142,0.5,No Incident,None,None,0,Full,Yes,57.2,32.2,85,9.7,4,Procedure Update,N/A
SAF-008730,2024-01-25,Night,Plant-C,Maintenance,W-0019,1.4,No Incident,Fall,None,0,Full,Yes,85.8,31.3,156,4.4,3,None,N/A
SAF-008731,2024-06-07,Night,Plant-B,Welding,W-0192,2.0,No Incident,Fall,None,0,Full,Yes,73.3,47.1,167,7.4,3,Training,Procedural
SAF-008732,2024-05-16,Afternoon,Plant-A,Welding,W-0054,4.7,No Incident,None,Low,0,Full,Yes,80.3,31.5,97,2.9,3,Procedure Update,Unknown
SAF-008733,2024-07-18,Afternoon,Plant-B,Packaging,W-0190,7.7,No Incident,Ergonomic,None,0,Full,No,81.5,14.8,198,1.8,0,None,N/A
SAF-008734,2024-03-13,Afternoon,Plant-A,Logistics,W-0149,14.5,Near Miss,None,None,0,Full,Yes,52.4,26.0,141,4.5,0,None,N/A
SAF-008735,2024-01-09,Night,Plant-B,Logistics,W-0181,2.1,Near Miss,Struck By,None,0,Full,Yes,91.2,37.5,68,4.2,4,None,N/A
SAF-008736,2024-04-17,Afternoon,Plant-C,Assembly,W-0066,2.3,No Incident,Electrical,None,0,Full,Yes,86.7,15.1,171,2.3,1,None,N/A
SAF-008737,2024-08-14,Night,Plant-B,Painting,W-0122,5.7,No Incident,None,None,0,Full,Yes,94.6,44.3,77,7.8,3,Equipment Fix,N/A
SAF-008738,2024-05-24,Night,Plant-B,Quality,W-0010,2.6,No Incident,None,Medium,0,Partial,No,72.8,21.1,166,7.9,1,Equipment Fix,N/A
SAF-008739,2024-05-27,Night,Plant-C,Machining,W-0189,3.5,No Incident,None,None,4,Full,Yes,77.0,24.6,183,3.0,2,None,N/A
SAF-008740,2024-06-30,Night,Plant-A,Quality,W-0064,11.0,No Incident,Struck By,None,5,Full,Yes,64.6,26.3,189,4.5,2,Training,N/A
SAF-008741,2024-08-31,Night,Plant-A,Packaging,W-0132,0.3,No Incident,Caught In,None,0,Full,Yes,99.4,15.4,123,7.2,3,Training,N/A
SAF-008742,2024-02-07,Afternoon,Plant-A,Welding,W-0144,8.5,No Incident,Struck By,None,14,Full,Yes,94.9,39.3,76,6.6,3,None,N/A
SAF-008743,2024-10-22,Afternoon,Plant-A,Packaging,W-0025,5.7,Property Damage,None,None,0,Full,Yes,92.2,30.1,90,4.5,3,Training,Environmental
SAF-008744,2024-11-15,Morning,Plant-C,Quality,W-0162,0.3,No Incident,None,None,0,Full,Yes,68.6,31.8,125,1.0,0,None,N/A
SAF-008745,2024-02-09,Morning,Plant-C,Assembly,W-0033,1.4,No Incident,None,None,0,Partial,Yes,88.0,19.3,76,6.2,4,Procedure Update,N/A
SAF-008746,2024-12-07,Afternoon,Plant-A,Welding,W-0157,4.7,No Incident,None,None,0,Full,Yes,81.6,23.0,129,9.0,0,Procedure Update,N/A
SAF-008747,2024-08-11,Night,Plant-B,Welding,W-0075,9.8,No Incident,None,None,4,Full,Yes,61.5,38.9,185,2.1,3,Procedure Update,N/A
SAF-008748,2024-12-14,Night,Plant-B,Machining,W-0151,4.0,No Incident,None,None,25,Full,Yes,66.5,35.1,35,3.5,0,None,N/A
SAF-008749,2024-09-01,Afternoon,Plant-C,Packaging,W-0162,0.5,No Incident,None,None,27,Full,Yes,56.8,32.1,28,8.9,2,None,N/A
SAF-008750,2024-04-12,Morning,Plant-A,Machining,W-0101,5.6,No Incident,None,None,7,Partial,Yes,75.8,28.2,139,2.2,3,None,N/A
SAF-008751,2024-05-24,Night,Plant-B,Logistics,W-0097,5.2,No Incident,Noise,None,0,Full,No,82.2,30.7,112,1.6,1,Procedure Update,N/A
SAF-008752,2024-12-23,Afternoon,Plant-B,Welding,W-0169,1.6,No Incident,None,Medium,0,Full,Yes,71.9,38.2,97,9.2,4,Training,Procedural
SAF-008753,2024-03-16,Night,Plant-C,Maintenance,W-0066,3.4,No Incident,Fall,None,2,Full,Yes,66.8,42.7,167,8.4,4,None,Human Error
SAF-008754,2024-11-16,Night,Plant-A,Welding,W-0012,0.7,No Incident,None,None,0,Partial,Yes,82.7,23.8,54,5.4,4,Equipment Fix,Procedural
SAF-008755,2024-02-07,Night,Plant-A,Welding,W-0107,1.1,No Incident,None,None,0,Full,Yes,69.8,32.4,119,5.4,0,Training,N/A
SAF-008756,2024-05-10,Morning,Plant-A,Welding,W-0042,4.6,No Incident,Electrical,None,0,Full,Yes,71.6,22.7,166,4.2,1,PPE Upgrade,N/A
SAF-008757,2024-03-15,Night,Plant-B,Painting,W-0121,2.8,First Aid,None,None,0,Full,Yes,79.6,25.8,32,1.6,1,PPE Upgrade,Human Error
SAF-008758,2024-02-16,Afternoon,Plant-C,Logistics,W-0147,0.8,No Incident,None,None,0,Full,Yes,50.9,23.2,133,3.2,4,PPE Upgrade,N/A
SAF-008759,2024-02-20,Morning,Plant-C,Logistics,W-0084,3.3,No Incident,Chemical,Medium,0,Full,Yes,79.2,25.3,60,8.8,3,PPE Upgrade,N/A
SAF-008760,2024-05-22,Morning,Plant-B,Welding,W-0200,5.8,No Incident,None,None,0,Full,Yes,69.7,22.8,137,9.9,0,PPE Upgrade,N/A
SAF-008761,2024-01-13,Night,Plant-A,Packaging,W-0100,2.4,No Incident,Ergonomic,None,0,Full,Yes,68.2,10.1,74,4.0,0,Procedure Update,N/A
SAF-008762,2024-08-25,Night,Plant-C,Quality,W-0188,0.7,Lost Time,Ergonomic,None,0,Full,Yes,74.7,30.9,146,1.6,1,PPE Upgrade,N/A
SAF-008763,2024-12-01,Morning,Plant-C,Quality,W-0022,10.7,No Incident,None,None,15,Full,Yes,75.1,38.0,82,1.5,3,Equipment Fix,N/A
SAF-008764,2024-10-12,Afternoon,Plant-A,Painting,W-0147,7.2,No Incident,None,None,0,Full,Yes,86.0,14.1,124,9.3,1,None,N/A
SAF-008765,2024-02-09,Afternoon,Plant-A,Machining,W-0158,1.3,Medical Treatment,None,None,0,Full,Yes,84.6,23.0,149,2.7,3,None,N/A
SAF-008766,2024-04-28,Night,Plant-C,Packaging,W-0052,7.1,No Incident,None,None,13,Full,Yes,78.1,29.1,29,8.4,1,Training,Procedural
SAF-008767,2024-08-11,Afternoon,Plant-A,Maintenance,W-0119,0.4,Property Damage,Caught In,None,0,Full,Yes,67.1,27.9,110,5.5,4,Training,N/A
SAF-008768,2024-12-05,Afternoon,Plant-B,Painting,W-0003,4.6,No Incident,None,None,0,Full,Yes,77.2,37.9,116,3.3,0,Procedure Update,N/A
SAF-008769,2024-07-13,Afternoon,Plant-B,Welding,W-0200,10.7,No Incident,Struck By,Low,0,Full,No,65.1,31.5,80,6.0,4,None,N/A
SAF-008770,2024-06-08,Morning,Plant-C,Packaging,W-0125,1.9,No Incident,Fall,None,0,None,Yes,73.1,22.1,105,9.5,3,Equipment Fix,Unknown
SAF-008771,2024-11-01,Afternoon,Plant-A,Welding,W-0023,14.4,Property Damage,None,None,0,Full,Yes,94.4,19.5,24,1.3,3,None,N/A
SAF-008772,2024-03-08,Night,Plant-A,Maintenance,W-0135,7.8,First Aid,None,None,0,Partial,Yes,68.8,34.0,107,3.0,4,None,N/A
SAF-008773,2024-10-30,Afternoon,Plant-B,Logistics,W-0073,3.6,No Incident,Ergonomic,None,13,Partial,Yes,64.9,22.1,94,6.3,2,None,N/A
SAF-008774,2024-01-06,Morning,Plant-C,Assembly,W-0001,0.5,No Incident,None,None,30,Full,Yes,79.9,36.0,79,5.2,3,Procedure Update,N/A
SAF-008775,2024-09-10,Afternoon,Plant-B,Machining,W-0072,5.1,No Incident,Chemical,Medium,0,Full,Yes,81.2,32.9,175,1.8,1,Training,Human Error
SAF-008776,2024-01-30,Morning,Plant-B,Quality,W-0177,5.9,No Incident,None,None,19,Full,Yes,57.2,37.1,29,1.8,3,PPE Upgrade,Equipment Failure
SAF-008777,2024-04-08,Night,Plant-C,Assembly,W-0064,2.3,No Incident,None,None,20,Full,Yes,80.4,27.9,24,9.3,0,Equipment Fix,N/A
SAF-008778,2024-09-22,Night,Plant-B,Maintenance,W-0105,1.5,No Incident,Fall,None,0,Full,Yes,58.6,37.8,60,9.9,4,Equipment Fix,N/A
SAF-008779,2024-04-23,Morning,Plant-B,Welding,W-0066,4.0,No Incident,Noise,None,0,Full,Yes,78.5,36.5,192,8.4,0,Procedure Update,Procedural
SAF-008780,2024-10-15,Morning,Plant-C,Welding,W-0107,0.9,No Incident,None,None,0,Full,Yes,72.5,27.2,49,8.7,4,PPE Upgrade,Human Error
SAF-008781,2024-05-29,Morning,Plant-B,Welding,W-0029,1.0,No Incident,None,None,17,Partial,No,85.2,33.6,170,4.2,0,None,Human Error
SAF-008782,2024-03-29,Night,Plant-C,Packaging,W-0142,2.8,No Incident,Noise,Low,0,None,Yes,56.6,15.0,45,3.4,0,Equipment Fix,N/A
SAF-008783,2024-08-24,Morning,Plant-C,Assembly,W-0160,2.3,No Incident,Ergonomic,High,0,Full,Yes,97.1,28.5,37,1.1,4,None,Environmental
SAF-008784,2024-02-28,Afternoon,Plant-A,Packaging,W-0127,0.5,No Incident,None,None,25,Partial,Yes,67.5,17.9,44,9.6,4,Equipment Fix,N/A
SAF-008785,2024-04-22,Afternoon,Plant-C,Machining,W-0066,2.7,No Incident,Noise,None,0,Full,Yes,55.6,37.9,42,2.6,4,None,N/A
SAF-008786,2024-05-15,Morning,Plant-C,Assembly,W-0078,0.2,No Incident,None,None,0,Full,Yes,81.3,23.3,182,6.5,0,Equipment Fix,N/A
SAF-008787,2024-03-14,Night,Plant-A,Machining,W-0155,2.3,No Incident,None,None,0,Partial,Yes,85.0,28.2,36,1.3,0,None,N/A
SAF-008788,2024-06-01,Night,Plant-C,Painting,W-0119,8.0,No Incident,Thermal,None,0,Full,Yes,78.8,20.5,138,3.0,2,None,N/A
SAF-008789,2024-09-07,Night,Plant-C,Maintenance,W-0022,1.7,No Incident,None,None,0,Full,Yes,71.4,21.5,145,5.4,0,None,Unknown
SAF-008790,2024-01-30,Afternoon,Plant-A,Logistics,W-0104,8.6,No Incident,Ergonomic,None,0,Full,Yes,73.6,34.2,53,4.6,4,None,Environmental
SAF-008791,2024-08-01,Morning,Plant-B,Packaging,W-0062,10.2,No Incident,Struck By,None,0,Full,Yes,67.7,20.0,34,5.5,4,None,N/A
SAF-008792,2024-12-07,Night,Plant-C,Assembly,W-0084,1.8,No Incident,None,Low,0,Full,Yes,72.8,17.9,130,9.6,1,Equipment Fix,N/A
SAF-008793,2024-06-01,Morning,Plant-B,Packaging,W-0109,0.4,No Incident,Ergonomic,None,0,Full,No,63.6,39.5,51,7.5,3,None,N/A
SAF-008794,2024-12-06,Night,Plant-A,Assembly,W-0099,4.8,Medical Treatment,None,None,0,Full,Yes,96.7,34.0,126,8.1,4,Training,N/A
SAF-008795,2024-12-08,Afternoon,Plant-C,Maintenance,W-0059,1.0,Property Damage,Fall,None,0,Full,Yes,83.8,31.9,85,4.8,1,None,N/A
SAF-008796,2024-10-18,Afternoon,Plant-B,Logistics,W-0015,8.0,No Incident,None,None,13,Full,Yes,68.8,19.1,34,1.8,1,None,N/A
SAF-008797,2024-03-09,Night,Plant-C,Quality,W-0075,8.6,No Incident,None,None,0,Full,No,75.9,24.8,84,10.0,3,None,Human Error
SAF-008798,2024-03-06,Afternoon,Plant-B,Welding,W-0014,1.4,Near Miss,None,Low,6,Partial,Yes,75.7,29.9,68,7.9,2,PPE Upgrade,N/A
SAF-008799,2024-03-06,Afternoon,Plant-A,Maintenance,W-0040,6.0,No Incident,Fall,None,6,Full,Yes,84.3,24.8,50,6.2,2,None,N/A
SAF-008800,2024-06-10,Morning,Plant-B,Painting,W-0162,0.7,No Incident,None,None,0,Full,Yes,83.5,31.9,163,6.8,4,PPE Upgrade,Procedural
SAF-008801,2024-12-21,Afternoon,Plant-A,Packaging,W-0017,5.5,No Incident,Struck By,None,7,Full,Yes,55.8,30.5,55,5.8,2,Procedure Update,N/A
SAF-008802,2024-08-15,Morning,Plant-C,Painting,W-0132,2.1,No Incident,Noise,None,0,Full,Yes,65.1,29.0,50,2.6,0,Training,N/A
SAF-008803,2024-02-19,Afternoon,Plant-C,Painting,W-0135,3.6,Medical Treatment,Noise,None,0,Full,No,70.3,36.2,88,3.0,2,None,N/A
SAF-008804,2024-08-03,Afternoon,Plant-B,Maintenance,W-0159,22.3,First Aid,None,None,0,Partial,Yes,78.9,36.7,116,9.2,1,None,N/A
SAF-008805,2024-05-28,Night,Plant-C,Maintenance,W-0019,2.4,No Incident,Ergonomic,None,16,Full,Yes,100.9,33.9,155,5.9,4,Equipment Fix,Equipment Failure
SAF-008806,2024-01-26,Afternoon,Plant-C,Quality,W-0175,27.3,No Incident,Noise,None,0,Full,Yes,65.9,28.2,133,3.0,0,Training,Procedural
SAF-008807,2024-01-15,Morning,Plant-B,Logistics,W-0160,10.4,Near Miss,None,None,30,Full,Yes,90.6,29.5,152,2.8,1,Equipment Fix,N/A
SAF-008808,2024-05-23,Morning,Plant-B,Painting,W-0047,1.2,Medical Treatment,Fall,High,20,Full,Yes,68.4,25.5,184,1.3,1,Equipment Fix,N/A
SAF-008809,2024-09-13,Night,Plant-B,Packaging,W-0152,2.9,No Incident,None,None,0,Full,No,76.6,41.5,148,1.9,0,PPE Upgrade,Equipment Failure
SAF-008810,2024-12-27,Afternoon,Plant-B,Machining,W-0103,3.9,No Incident,None,None,0,Full,Yes,57.8,28.1,41,6.3,2,None,Human Error
SAF-008811,2024-10-19,Afternoon,Plant-C,Maintenance,W-0062,6.4,No Incident,None,None,0,Full,Yes,89.6,25.5,66,4.6,3,Procedure Update,Environmental
SAF-008812,2024-07-03,Night,Plant-B,Painting,W-0079,1.3,No Incident,Caught In,None,0,Partial,Yes,88.0,18.5,149,1.0,2,Equipment Fix,Unknown
SAF-008813,2024-03-24,Night,Plant-C,Machining,W-0189,1.4,Near Miss,None,None,19,Full,Yes,82.8,32.6,32,8.6,2,None,N/A
SAF-008814,2024-05-14,Afternoon,Plant-B,Maintenance,W-0017,10.9,No Incident,None,Medium,0,Full,No,77.8,16.9,177,2.5,4,Training,N/A
SAF-008815,2024-03-01,Night,Plant-C,Welding,W-0062,2.5,No Incident,None,None,0,Full,Yes,85.9,24.4,158,3.6,2,None,Procedural
SAF-008816,2024-05-16,Afternoon,Plant-A,Painting,W-0151,0.8,Near Miss,Struck By,None,0,Full,Yes,58.6,26.5,45,3.0,4,None,N/A
SAF-008817,2024-04-23,Afternoon,Plant-C,Assembly,W-0191,15.9,Medical Treatment,None,None,20,Full,Yes,79.7,38.8,117,9.4,1,None,N/A
SAF-008818,2024-11-22,Afternoon,Plant-A,Maintenance,W-0037,4.0,No Incident,None,None,0,Full,Yes,67.6,17.3,144,3.9,4,None,N/A
SAF-008819,2024-05-23,Night,Plant-B,Packaging,W-0048,0.3,No Incident,Chemical,None,0,Full,Yes,98.3,22.9,156,4.8,1,PPE Upgrade,N/A
SAF-008820,2024-12-26,Morning,Plant-A,Welding,W-0058,0.1,No Incident,None,None,0,Full,Yes,72.7,26.6,140,4.5,1,Procedure Update,N/A
SAF-008821,2024-12-21,Afternoon,Plant-B,Painting,W-0160,3.7,No Incident,Chemical,High,0,Full,No,79.8,23.7,44,2.6,4,Equipment Fix,N/A
SAF-008822,2024-07-05,Morning,Plant-C,Maintenance,W-0151,1.6,No Incident,Thermal,None,5,Full,No,84.8,24.7,155,6.0,1,None,N/A
SAF-008823,2024-08-07,Afternoon,Plant-A,Assembly,W-0183,4.6,No Incident,Ergonomic,Medium,0,Full,Yes,63.5,13.5,85,8.1,3,None,Equipment Failure
SAF-008824,2024-06-06,Morning,Plant-B,Painting,W-0169,12.9,No Incident,Struck By,None,0,Full,Yes,56.2,10.0,197,7.2,2,Training,Procedural
SAF-008825,2024-07-28,Morning,Plant-C,Packaging,W-0165,4.0,No Incident,None,None,0,Partial,Yes,97.7,30.3,128,8.1,1,Equipment Fix,N/A
SAF-008826,2024-07-21,Afternoon,Plant-A,Assembly,W-0156,0.1,Near Miss,Fall,None,0,Full,Yes,69.5,28.1,109,8.1,3,None,Human Error
SAF-008827,2024-04-21,Morning,Plant-C,Quality,W-0190,2.9,Environmental,Caught In,None,10,Full,Yes,84.5,18.7,46,3.8,4,Training,Procedural
SAF-008828,2024-11-05,Afternoon,Plant-C,Painting,W-0110,5.5,No Incident,None,Low,7,Full,Yes,58.1,40.4,108,5.0,0,None,N/A
SAF-008829,2024-09-03,Night,Plant-B,Machining,W-0047,1.9,No Incident,None,None,0,Partial,No,72.2,29.2,168,6.6,3,None,N/A
SAF-008830,2024-02-10,Morning,Plant-C,Assembly,W-0059,4.3,No Incident,None,None,0,Full,Yes,78.9,20.7,93,3.9,1,None,Procedural
SAF-008831,2024-09-13,Afternoon,Plant-A,Packaging,W-0067,4.5,No Incident,Struck By,None,1,Full,Yes,72.1,37.1,53,4.9,0,Equipment Fix,Procedural
SAF-008832,2024-01-22,Morning,Plant-B,Logistics,W-0045,8.1,No Incident,Struck By,None,0,Full,Yes,75.4,21.1,36,1.1,1,Training,N/A
SAF-008833,2024-02-16,Afternoon,Plant-C,Machining,W-0026,3.2,No Incident,Noise,None,0,Full,Yes,50.0,39.9,148,4.4,3,None,N/A
SAF-008834,2024-03-12,Morning,Plant-A,Welding,W-0060,2.9,No Incident,None,None,0,None,Yes,76.8,32.4,167,8.7,4,Equipment Fix,N/A
SAF-008835,2024-01-23,Morning,Plant-B,Machining,W-0126,2.1,No Incident,None,None,0,Full,Yes,50.0,31.7,193,5.5,2,None,Environmental
SAF-008836,2024-07-16,Afternoon,Plant-C,Packaging,W-0038,4.8,No Incident,None,None,23,Partial,Yes,69.3,44.0,132,6.8,2,Equipment Fix,Equipment Failure
SAF-008837,2024-04-16,Afternoon,Plant-B,Painting,W-0002,0.6,No Incident,None,None,0,Partial,No,69.7,44.8,185,9.1,0,None,N/A
SAF-008838,2024-05-03,Night,Plant-C,Quality,W-0151,2.0,No Incident,Fall,None,0,Full,Yes,73.8,30.0,156,6.6,4,Equipment Fix,N/A
SAF-008839,2024-06-30,Morning,Plant-B,Assembly,W-0063,10.9,No Incident,None,None,0,Full,Yes,57.2,30.0,80,9.8,3,None,N/A
SAF-008840,2024-09-09,Night,Plant-A,Logistics,W-0031,4.3,No Incident,None,None,16,Full,Yes,74.8,17.4,152,7.3,2,Equipment Fix,Equipment Failure
SAF-008841,2024-07-01,Morning,Plant-C,Assembly,W-0006,1.3,No Incident,Fall,None,22,Full,Yes,69.5,43.3,142,8.2,1,None,Human Error
SAF-008842,2024-11-21,Night,Plant-A,Logistics,W-0081,3.5,No Incident,Fall,None,29,Partial,No,94.9,19.8,81,2.9,0,None,N/A
SAF-008843,2024-10-23,Afternoon,Plant-A,Logistics,W-0199,9.0,No Incident,Fall,None,12,Full,Yes,92.0,33.1,162,3.9,4,Equipment Fix,N/A
SAF-008844,2024-11-09,Night,Plant-C,Machining,W-0048,15.2,No Incident,None,None,0,Partial,Yes,79.1,28.3,107,6.0,3,None,Environmental
SAF-008845,2024-12-30,Night,Plant-A,Quality,W-0145,2.5,No Incident,Thermal,None,7,Full,Yes,64.6,24.6,93,3.3,3,None,N/A
SAF-008846,2024-09-01,Morning,Plant-B,Welding,W-0156,0.4,No Incident,None,None,0,Full,Yes,54.4,20.1,108,2.4,1,Training,Equipment Failure
SAF-008847,2024-11-13,Afternoon,Plant-C,Quality,W-0135,4.3,No Incident,None,Low,0,Full,Yes,53.7,41.6,106,5.3,3,Equipment Fix,N/A
SAF-008848,2024-05-19,Afternoon,Plant-B,Maintenance,W-0150,5.1,No Incident,None,None,0,Partial,Yes,70.1,19.8,71,9.2,1,Equipment Fix,N/A
SAF-008849,2024-11-01,Afternoon,Plant-C,Machining,W-0040,2.8,No Incident,None,None,0,Full,Yes,59.3,10.0,167,4.0,0,Training,Unknown
SAF-008850,2024-08-27,Morning,Plant-A,Painting,W-0067,3.5,Medical Treatment,Noise,None,0,Full,No,71.5,22.5,45,7.8,2,PPE Upgrade,N/A
SAF-008851,2024-06-10,Morning,Plant-C,Quality,W-0118,1.0,No Incident,Chemical,None,16,Full,Yes,89.2,29.2,189,1.1,4,Training,Unknown
SAF-008852,2024-07-26,Night,Plant-C,Assembly,W-0049,10.9,Lost Time,Fall,None,0,Full,Yes,95.7,38.4,184,5.4,1,Training,Environmental
SAF-008853,2024-08-23,Afternoon,Plant-A,Welding,W-0097,5.3,No Incident,None,None,0,Full,Yes,76.4,35.9,172,6.3,0,Training,N/A
SAF-008854,2024-07-01,Night,Plant-B,Assembly,W-0066,1.3,No Incident,Fall,None,0,Full,Yes,69.7,31.8,21,8.4,3,Training,Environmental
SAF-008855,2024-08-02,Afternoon,Plant-A,Logistics,W-0039,2.1,No Incident,Caught In,None,9,Full,Yes,55.1,42.5,190,1.5,3,None,Human Error
SAF-008856,2024-05-23,Morning,Plant-B,Maintenance,W-0066,2.5,No Incident,None,Low,0,Full,Yes,74.3,25.4,136,9.1,2,Equipment Fix,N/A
SAF-008857,2024-07-12,Morning,Plant-C,Maintenance,W-0176,0.2,No Incident,Ergonomic,None,0,Full,Yes,66.8,29.2,194,5.7,0,Training,Procedural
SAF-008858,2024-12-03,Afternoon,Plant-A,Logistics,W-0057,15.6,No Incident,None,None,0,Full,Yes,84.9,14.3,52,1.3,4,PPE Upgrade,Environmental
SAF-008859,2024-08-04,Night,Plant-C,Assembly,W-0114,3.7,No Incident,None,None,25,Partial,Yes,70.4,37.9,30,9.9,4,None,Equipment Failure
SAF-008860,2024-09-10,Afternoon,Plant-A,Packaging,W-0063,2.1,No Incident,None,None,0,Partial,Yes,81.3,31.2,119,4.2,4,Equipment Fix,Procedural
SAF-008861,2024-07-12,Morning,Plant-C,Assembly,W-0058,6.3,No Incident,None,None,0,Full,Yes,56.4,26.3,157,5.5,4,Procedure Update,Equipment Failure
SAF-008862,2024-07-22,Night,Plant-C,Machining,W-0097,5.5,No Incident,Struck By,None,0,Full,Yes,97.4,14.1,83,4.3,4,Training,Equipment Failure
SAF-008863,2024-08-13,Night,Plant-A,Quality,W-0006,8.0,No Incident,None,None,0,Full,No,82.0,21.6,35,6.6,0,Equipment Fix,Environmental
SAF-008864,2024-05-10,Morning,Plant-A,Quality,W-0126,0.4,No Incident,None,None,23,None,No,84.3,24.1,123,5.5,3,None,Environmental
SAF-008865,2024-10-21,Morning,Plant-A,Assembly,W-0174,2.9,No Incident,Thermal,None,18,Full,Yes,79.6,17.1,140,5.1,2,Equipment Fix,Procedural
SAF-008866,2024-02-17,Afternoon,Plant-C,Maintenance,W-0173,5.6,No Incident,None,None,0,Full,Yes,82.1,36.5,168,1.6,4,Equipment Fix,N/A
SAF-008867,2024-04-22,Morning,Plant-C,Assembly,W-0184,2.2,No Incident,Chemical,High,0,Full,No,94.3,31.0,97,8.0,3,Training,N/A
SAF-008868,2024-06-03,Morning,Plant-B,Welding,W-0012,1.7,No Incident,Fall,None,0,Full,No,74.0,24.4,159,8.8,1,None,N/A
SAF-008869,2024-12-25,Night,Plant-C,Assembly,W-0165,2.9,No Incident,Ergonomic,None,12,Full,Yes,71.9,29.5,47,8.8,0,Procedure Update,N/A
SAF-008870,2024-09-18,Morning,Plant-C,Maintenance,W-0081,3.0,No Incident,Caught In,None,0,None,Yes,75.0,22.6,194,4.0,4,Equipment Fix,N/A
SAF-008871,2024-02-22,Afternoon,Plant-A,Maintenance,W-0109,11.2,Near Miss,Electrical,None,0,Full,Yes,76.0,26.6,171,5.4,0,PPE Upgrade,N/A
SAF-008872,2024-07-20,Morning,Plant-B,Maintenance,W-0198,6.0,No Incident,None,High,29,Full,Yes,86.2,31.1,104,4.4,1,Training,N/A
SAF-008873,2024-10-26,Night,Plant-C,Painting,W-0185,7.9,No Incident,Caught In,Critical,2,Full,Yes,90.5,25.3,196,2.0,0,Training,N/A
SAF-008874,2024-05-22,Night,Plant-B,Maintenance,W-0167,1.4,No Incident,Chemical,None,14,Full,Yes,67.0,14.3,198,9.1,0,Training,N/A
SAF-008875,2024-01-07,Afternoon,Plant-B,Assembly,W-0046,0.9,No Incident,None,None,0,None,Yes,62.3,39.7,149,6.5,1,None,N/A
SAF-008876,2024-04-18,Night,Plant-C,Logistics,W-0081,1.9,Environmental,Ergonomic,None,0,Full,Yes,75.0,17.4,149,9.8,1,Equipment Fix,Equipment Failure
SAF-008877,2024-03-26,Afternoon,Plant-B,Quality,W-0018,6.3,No Incident,None,None,0,Full,Yes,71.6,43.9,198,6.5,0,Equipment Fix,N/A
SAF-008878,2024-06-03,Morning,Plant-A,Welding,W-0101,3.5,No Incident,Ergonomic,None,0,Full,Yes,67.1,27.2,189,9.9,2,PPE Upgrade,N/A
SAF-008879,2024-03-13,Afternoon,Plant-B,Quality,W-0059,1.4,No Incident,None,Low,4,Full,Yes,68.3,31.2,29,2.7,0,Training,N/A
SAF-008880,2024-03-23,Night,Plant-C,Quality,W-0103,2.6,No Incident,None,None,0,Full,Yes,74.0,20.1,40,6.8,4,Training,N/A
SAF-008881,2024-02-26,Night,Plant-A,Assembly,W-0189,6.3,No Incident,None,None,0,Full,Yes,79.7,24.2,122,4.5,4,Procedure Update,N/A
SAF-008882,2024-08-04,Night,Plant-A,Maintenance,W-0157,2.7,Near Miss,Thermal,Medium,0,Full,Yes,50.0,30.2,86,6.0,1,None,N/A
SAF-008883,2024-12-25,Afternoon,Plant-B,Painting,W-0090,2.0,No Incident,None,High,0,Full,Yes,66.3,32.2,170,5.2,4,None,N/A
SAF-008884,2024-05-10,Morning,Plant-C,Logistics,W-0107,5.3,No Incident,None,Low,0,Full,Yes,80.1,25.4,83,7.6,4,Procedure Update,Procedural
SAF-008885,2024-06-29,Morning,Plant-B,Logistics,W-0075,6.9,No Incident,None,High,26,Full,No,75.5,38.5,141,4.8,2,None,N/A
