inspection_id,timestamp,batch_id,product_id,production_line,inspector_id,inspection_method,sample_size,defects_found,defect_type,dimension_mm,tolerance_upper_mm,tolerance_lower_mm,hardness_HRC,surface_roughness_Ra,weight_g,pass_fail,disposition,cpk,notes
QI-007213,2024-01-11 00:24:10,BATCH-0006048,PROD-023,LINE-4,QI-020,Manual Gauge,19,6,NONE,50.2621,50.5,49.5,59.0,0.389,242.49,Pass,Rework,1.445,OK
QI-007214,2024-01-11 00:26:19,BATCH-0004210,PROD-003,LINE-6,QI-016,CMM,99,1,Burr,50.1433,50.5,49.5,58.8,0.2,248.26,Pass,Accept,1.478,Within spec
QI-007215,2024-01-11 00:28:13,BATCH-0001415,PROD-014,LINE-10,QI-020,Visual,6,14,NONE,49.7157,50.5,49.5,62.6,1.282,254.44,Pass,Accept,1.332,Within spec
QI-007216,2024-01-11 00:30:17,BATCH-0009394,PROD-014,LINE-5,QI-001,X-Ray,34,12,NONE,49.956,50.5,49.5,59.7,1.81,245.58,Pass,Accept,1.354,Critical failure
QI-007217,2024-01-11 00:32:21,BATCH-0001877,PROD-003,LINE-1,QI-014,Laser Scan,72,10,Crack,49.7606,50.5,49.5,57.7,0.2,254.95,Pass,Accept,0.939,Minor deviation
QI-007218,2024-01-11 00:34:22,BATCH-0003592,PROD-010,LINE-5,QI-006,Laser Scan,94,8,Contamination,50.1736,50.5,49.5,57.8,0.236,253.71,Pass,Accept,1.156,OK
QI-007219,2024-01-11 00:36:16,BATCH-0007585,PROD-009,LINE-6,QI-012,CMM,84,3,Contamination,49.8162,50.5,49.5,57.3,0.724,241.18,Pass,Accept,1.355,Needs rework
QI-007220,2024-01-11 00:38:22,BATCH-0009138,PROD-010,LINE-5,QI-015,Laser Scan,28,9,Burr,49.7658,50.5,49.5,60.1,0.9,250.78,Pass,Accept,1.511,Within spec
QI-007221,2024-01-11 00:40:19,BATCH-0000730,PROD-011,LINE-10,QI-010,Visual,18,4,NONE,50.6325,50.5,49.5,63.6,0.958,247.37,Pass,Accept,2.034,Critical failure
QI-007222,2024-01-11 00:42:27,BATCH-0004167,PROD-007,LINE-4,QI-007,Ultrasonic,66,8,NONE,49.621,50.5,49.5,55.2,1.115,255.95,Pass,Accept,1.652,Needs rework
QI-007223,2024-01-11 00:44:26,BATCH-0009748,PROD-016,LINE-3,QI-019,Manual Gauge,69,8,Crack,49.309,50.5,49.5,56.5,1.138,251.25,Pass,Accept,1.418,OK
QI-007224,2024-01-11 00:46:03,BATCH-0008291,PROD-012,LINE-6,QI-004,CMM,12,5,NONE,49.6636,50.5,49.5,57.4,0.2,256.17,Pass,Accept,1.499,Critical failure
QI-007225,2024-01-11 00:48:27,BATCH-0007948,PROD-002,LINE-5,QI-007,X-Ray,82,4,Contamination,51.1048,50.5,49.5,58.4,0.2,251.85,Pass,Accept,1.085,OK
QI-007226,2024-01-11 00:50:00,BATCH-0007022,PROD-008,LINE-1,QI-001,X-Ray,94,12,Missing Feature,50.8212,50.5,49.5,64.9,2.714,241.44,Pass,Accept,1.37,Minor deviation
QI-007227,2024-01-11 00:52:28,BATCH-0002213,PROD-014,LINE-10,QI-019,Visual,29,5,NONE,48.8055,50.5,49.5,57.6,5.89,249.94,Pass,Accept,1.055,Needs rework
QI-007228,2024-01-11 00:54:18,BATCH-0000343,PROD-023,LINE-5,QI-013,Visual,93,4,Dimensional,49.7833,50.5,49.5,60.5,0.422,252.3,Pass,Accept,2.04,Minor deviation
QI-007229,2024-01-11 00:56:22,BATCH-0009879,PROD-007,LINE-9,QI-018,X-Ray,7,2,Porosity,50.2573,50.5,49.5,54.8,0.525,252.19,Pass,Accept,1.06,Within spec
QI-007230,2024-01-11 00:58:12,BATCH-0003103,PROD-021,LINE-9,QI-017,Ultrasonic,71,5,NONE,50.1814,50.5,49.5,54.3,2.101,251.5,Fail,Rework,1.72,Within spec
QI-007231,2024-01-11 01:00:20,BATCH-0008972,PROD-002,LINE-1,QI-020,X-Ray,47,14,NONE,50.2512,50.5,49.5,60.1,0.883,247.56,Pass,Accept,0.992,Within spec
QI-007232,2024-01-11 01:02:03,BATCH-0003152,PROD-007,LINE-8,QI-005,Manual Gauge,50,0,Missing Feature,49.7541,50.5,49.5,61.1,0.323,246.32,Pass,Accept,1.388,Needs rework
QI-007233,2024-01-11 01:04:18,BATCH-0007279,PROD-012,LINE-6,QI-010,CMM,37,9,Crack,50.7963,50.5,49.5,59.4,3.132,241.08,Pass,Accept,1.166,Critical failure
QI-007234,2024-01-11 01:06:24,BATCH-0004040,PROD-007,LINE-4,QI-008,Laser Scan,88,13,NONE,49.6926,50.5,49.5,59.3,1.79,252.29,Pass,Accept,1.774,Minor deviation
QI-007235,2024-01-11 01:08:12,BATCH-0009736,PROD-021,LINE-10,QI-014,Manual Gauge,17,13,Burr,50.2946,50.5,49.5,59.5,0.401,248.93,Pass,Accept,1.206,Critical failure
QI-007236,2024-01-11 01:10:27,BATCH-0006426,PROD-001,LINE-9,QI-002,X-Ray,97,14,Burr,48.9136,50.5,49.5,61.9,0.207,251.11,Pass,Accept,1.477,Needs rework
QI-007237,2024-01-11 01:12:17,BATCH-0005330,PROD-005,LINE-4,QI-012,CMM,7,9,Surface Finish,49.9055,50.5,49.5,57.1,0.2,248.33,Pass,Accept,1.821,Critical failure
QI-007238,2024-01-11 01:14:01,BATCH-0002700,PROD-019,LINE-9,QI-002,X-Ray,78,7,NONE,50.13,50.5,49.5,56.7,0.751,256.25,Pass,Accept,1.659,OK
QI-007239,2024-01-11 01:16:30,BATCH-0005120,PROD-017,LINE-7,QI-007,Ultrasonic,73,11,Surface Finish,49.5326,50.5,49.5,58.1,0.298,253.93,Pass,Accept,1.606,Within spec
QI-007240,2024-01-11 01:18:09,BATCH-0002845,PROD-009,LINE-1,QI-019,Visual,73,1,Missing Feature,49.4563,50.5,49.5,56.9,1.584,249.64,Pass,Accept,1.214,Needs rework
QI-007241,2024-01-11 01:20:11,BATCH-0007787,PROD-003,LINE-5,QI-001,Ultrasonic,8,7,NONE,50.3431,50.5,49.5,60.1,0.764,245.47,Pass,Scrap,1.425,Needs rework
QI-007242,2024-01-11 01:22:00,BATCH-0006831,PROD-003,LINE-2,QI-016,X-Ray,86,9,Missing Feature,49.2802,50.5,49.5,62.0,2.21,257.64,Pass,Accept,1.733,OK
QI-007243,2024-01-11 01:24:11,BATCH-0000040,PROD-022,LINE-6,QI-004,X-Ray,11,11,Porosity,49.7826,50.5,49.5,58.3,3.689,249.38,Pass,Scrap,1.304,Within spec
QI-007244,2024-01-11 01:26:05,BATCH-0007961,PROD-012,LINE-1,QI-002,Manual Gauge,59,13,Scratch,49.9899,50.5,49.5,56.4,1.16,257.73,Pass,Accept,1.316,Within spec
QI-007245,2024-01-11 01:28:02,BATCH-0004610,PROD-014,LINE-7,QI-005,Laser Scan,68,11,Porosity,50.0421,50.5,49.5,54.5,0.2,256.21,Pass,Accept,1.771,Critical failure
QI-007246,2024-01-11 01:30:02,BATCH-0001984,PROD-019,LINE-1,QI-002,CMM,38,0,Scratch,50.1868,50.5,49.5,55.0,2.102,254.84,Pass,Accept,1.652,Needs rework
QI-007247,2024-01-11 01:32:04,BATCH-0005096,PROD-013,LINE-3,QI-014,Ultrasonic,52,5,Missing Feature,50.2293,50.5,49.5,59.1,2.047,250.78,Pass,Accept,1.778,Critical failure
QI-007248,2024-01-11 01:34:24,BATCH-0007153,PROD-010,LINE-9,QI-020,Manual Gauge,41,12,Crack,49.9863,50.5,49.5,62.2,0.974,242.39,Fail,Accept,1.201,Needs rework
QI-007249,2024-01-11 01:36:01,BATCH-0004285,PROD-005,LINE-9,QI-011,Manual Gauge,95,12,NONE,50.1808,50.5,49.5,58.5,0.2,254.23,Pass,Accept,1.754,Critical failure
QI-007250,2024-01-11 01:38:26,BATCH-0004428,PROD-004,LINE-5,QI-011,Visual,33,5,NONE,50.1483,50.5,49.5,59.4,1.633,248.49,Pass,Accept,1.721,Within spec
QI-007251,2024-01-11 01:40:06,BATCH-0000056,PROD-004,LINE-6,QI-001,Visual,12,6,NONE,50.515,50.5,49.5,56.2,3.285,245.85,Pass,Rework,1.696,OK
QI-007252,2024-01-11 01:42:25,BATCH-0002792,PROD-007,LINE-6,QI-006,X-Ray,73,5,NONE,50.2678,50.5,49.5,58.3,0.443,248.75,Pass,Accept,1.83,Critical failure
QI-007253,2024-01-11 01:44:13,BATCH-0007133,PROD-023,LINE-8,QI-009,CMM,46,2,Porosity,50.1047,50.5,49.5,56.0,1.583,252.64,Pass,Accept,1.865,OK
QI-007254,2024-01-11 01:46:00,BATCH-0002032,PROD-017,LINE-9,QI-015,Manual Gauge,34,11,NONE,49.7171,50.5,49.5,62.4,0.2,252.65,Pass,Accept,1.471,Minor deviation
QI-007255,2024-01-11 01:48:16,BATCH-0003119,PROD-022,LINE-8,QI-015,CMM,34,5,NONE,49.8663,50.5,49.5,56.4,0.2,252.08,Pass,Rework,1.375,Minor deviation
QI-007256,2024-01-11 01:50:03,BATCH-0005773,PROD-006,LINE-6,QI-016,X-Ray,11,13,NONE,50.4349,50.5,49.5,56.3,3.227,258.19,Pass,Accept,1.16,OK
QI-007257,2024-01-11 01:52:12,BATCH-0003134,PROD-012,LINE-4,QI-006,CMM,27,14,NONE,50.2232,50.5,49.5,58.5,0.863,247.95,Pass,Rework,2.068,Needs rework
QI-007258,2024-01-11 01:54:25,BATCH-0004628,PROD-001,LINE-6,QI-019,CMM,45,12,Contamination,48.8772,50.5,49.5,59.6,0.692,254.59,Pass,Rework,1.522,Needs rework
QI-007259,2024-01-11 01:56:08,BATCH-0002539,PROD-001,LINE-4,QI-016,Visual,12,3,NONE,50.0035,50.5,49.5,59.7,0.962,250.93,Pass,Accept,1.491,Within spec
QI-007260,2024-01-11 01:58:24,BATCH-0005334,PROD-020,LINE-9,QI-002,Laser Scan,45,14,Scratch,49.575,50.5,49.5,59.0,0.284,245.22,Pass,Accept,1.249,Critical failure
QI-007261,2024-01-11 02:00:03,BATCH-0005788,PROD-014,LINE-7,QI-014,Manual Gauge,63,4,Burr,49.5549,50.5,49.5,59.6,1.814,254.36,Pass,Accept,1.754,OK
QI-007262,2024-01-11 02:02:30,BATCH-0005595,PROD-001,LINE-2,QI-014,Visual,63,8,Dimensional,49.3092,50.5,49.5,54.8,2.486,248.11,Pass,Accept,1.392,OK
QI-007263,2024-01-11 02:04:22,BATCH-0006315,PROD-023,LINE-1,QI-004,Manual Gauge,59,4,Contamination,51.2768,50.5,49.5,59.1,0.815,257.21,Pass,Accept,1.653,Minor deviation
QI-007264,2024-01-11 02:06:28,BATCH-0001415,PROD-005,LINE-4,QI-018,Manual Gauge,83,5,Burr,49.7727,50.5,49.5,53.4,2.113,247.52,Pass,Accept,1.695,Minor deviation
QI-007265,2024-01-11 02:08:17,BATCH-0009126,PROD-010,LINE-7,QI-008,Visual,30,9,NONE,49.7819,50.5,49.5,58.4,1.663,252.93,Pass,Accept,1.876,OK
QI-007266,2024-01-11 02:10:24,BATCH-0003236,PROD-003,LINE-4,QI-018,CMM,17,5,Dimensional,51.0246,50.5,49.5,55.8,0.2,251.83,Pass,Accept,1.559,Minor deviation
QI-007267,2024-01-11 02:12:00,BATCH-0002350,PROD-001,LINE-8,QI-017,Laser Scan,22,14,NONE,50.4102,50.5,49.5,60.6,1.726,249.22,Pass,Accept,1.634,Minor deviation
QI-007268,2024-01-11 02:14:08,BATCH-0007050,PROD-019,LINE-10,QI-003,Ultrasonic,25,12,Dimensional,50.0248,50.5,49.5,58.6,1.097,257.1,Pass,Accept,2.037,Minor deviation
QI-007269,2024-01-11 02:16:08,BATCH-0002498,PROD-009,LINE-3,QI-009,CMM,98,4,NONE,50.0446,50.5,49.5,62.3,4.642,253.4,Pass,Accept,2.054,Minor deviation
QI-007270,2024-01-11 02:18:23,BATCH-0001447,PROD-004,LINE-10,QI-009,Visual,94,7,NONE,49.7798,50.5,49.5,55.2,1.109,257.7,Fail,Accept,1.194,Needs rework
QI-007271,2024-01-11 02:20:25,BATCH-0003405,PROD-005,LINE-6,QI-019,Visual,11,9,NONE,49.681,50.5,49.5,61.6,0.912,251.1,Pass,Accept,1.356,Needs rework
QI-007272,2024-01-11 02:22:25,BATCH-0008739,PROD-013,LINE-5,QI-006,Laser Scan,46,12,Contamination,49.61,50.5,49.5,59.2,0.2,249.13,Pass,Accept,1.954,Critical failure
QI-007273,2024-01-11 02:24:13,BATCH-0004192,PROD-002,LINE-1,QI-013,CMM,97,11,Dimensional,49.2424,50.5,49.5,56.8,2.795,238.38,Fail,Accept,1.805,Minor deviation
QI-007274,2024-01-11 02:26:26,BATCH-0002014,PROD-003,LINE-5,QI-013,Ultrasonic,10,11,Missing Feature,49.5465,50.5,49.5,55.2,3.094,249.32,Pass,Accept,2.042,OK
QI-007275,2024-01-11 02:28:01,BATCH-0005900,PROD-007,LINE-2,QI-015,X-Ray,66,2,NONE,50.9934,50.5,49.5,55.3,0.975,251.13,Pass,Accept,1.239,Minor deviation
QI-007276,2024-01-11 02:30:28,BATCH-0005648,PROD-020,LINE-8,QI-002,Manual Gauge,60,9,NONE,49.4854,50.5,49.5,57.8,1.38,248.08,Pass,Accept,1.769,Within spec
QI-007277,2024-01-11 02:32:17,BATCH-0001187,PROD-001,LINE-3,QI-011,Visual,23,10,Crack,50.4192,50.5,49.5,60.6,3.664,249.87,Pass,Accept,1.784,Critical failure
QI-007278,2024-01-11 02:34:22,BATCH-0000146,PROD-015,LINE-9,QI-005,Manual Gauge,53,12,Porosity,49.8695,50.5,49.5,58.7,0.2,246.01,Fail,Accept,1.767,Minor deviation
QI-007279,2024-01-11 02:36:02,BATCH-0009432,PROD-016,LINE-2,QI-011,CMM,21,3,Scratch,50.4301,50.5,49.5,59.8,1.638,248.53,Pass,Accept,1.503,Critical failure
QI-007280,2024-01-11 02:38:22,BATCH-0005761,PROD-013,LINE-5,QI-020,Manual Gauge,27,2,Porosity,50.5518,50.5,49.5,57.8,1.804,252.32,Pass,Accept,1.793,Minor deviation
QI-007281,2024-01-11 02:40:19,BATCH-0004476,PROD-024,LINE-1,QI-012,CMM,8,3,NONE,49.5117,50.5,49.5,55.6,1.849,255.12,Pass,Accept,1.557,Minor deviation
QI-007282,2024-01-11 02:42:15,BATCH-0002172,PROD-023,LINE-10,QI-009,X-Ray,25,2,Dimensional,50.2966,50.5,49.5,61.6,0.974,246.27,Pass,Accept,1.605,OK
QI-007283,2024-01-11 02:44:29,BATCH-0005932,PROD-010,LINE-3,QI-001,CMM,46,0,Surface Finish,50.185,50.5,49.5,58.0,2.166,250.28,Pass,Scrap,1.508,OK
QI-007284,2024-01-11 02:46:03,BATCH-0002317,PROD-013,LINE-3,QI-018,Visual,9,8,NONE,48.7542,50.5,49.5,56.8,2.712,241.91,Pass,Accept,1.027,Within spec
QI-007285,2024-01-11 02:48:08,BATCH-0007885,PROD-013,LINE-7,QI-011,CMM,13,12,NONE,49.4458,50.5,49.5,52.2,0.399,250.81,Pass,Accept,1.312,Within spec
QI-007286,2024-01-11 02:50:01,BATCH-0005559,PROD-019,LINE-8,QI-020,X-Ray,92,1,Scratch,49.5821,50.5,49.5,58.6,0.2,244.55,Pass,Accept,1.633,Minor deviation
QI-007287,2024-01-11 02:52:25,BATCH-0000109,PROD-010,LINE-7,QI-007,Visual,52,3,NONE,50.5316,50.5,49.5,58.8,2.778,250.0,Pass,Accept,0.933,Within spec
QI-007288,2024-01-11 02:54:24,BATCH-0006026,PROD-013,LINE-3,QI-017,Ultrasonic,33,6,Crack,49.2504,50.5,49.5,60.5,0.614,252.76,Pass,Scrap,1.759,Critical failure
QI-007289,2024-01-11 02:56:17,BATCH-0006586,PROD-006,LINE-7,QI-014,CMM,63,14,Missing Feature,50.8548,50.5,49.5,55.4,0.2,237.93,Pass,Accept,1.811,OK
QI-007290,2024-01-11 02:58:26,BATCH-0008867,PROD-003,LINE-8,QI-019,Visual,39,2,Missing Feature,49.8879,50.5,49.5,62.0,3.896,248.23,Pass,Accept,1.745,Needs rework
QI-007291,2024-01-11 03:00:07,BATCH-0008247,PROD-024,LINE-9,QI-003,Laser Scan,97,11,Crack,49.0181,50.5,49.5,63.1,0.601,254.56,Fail,Accept,1.702,Within spec
QI-007292,2024-01-11 03:02:08,BATCH-0001012,PROD-002,LINE-10,QI-016,Manual Gauge,77,1,NONE,49.7552,50.5,49.5,51.7,0.2,250.15,Pass,Accept,1.233,Within spec
QI-007293,2024-01-11 03:04:13,BATCH-0008365,PROD-008,LINE-1,QI-014,X-Ray,11,8,Porosity,50.0081,50.5,49.5,58.3,3.873,246.36,Pass,Accept,1.453,Within spec
QI-007294,2024-01-11 03:06:18,BATCH-0004488,PROD-005,LINE-1,QI-013,Ultrasonic,75,12,Porosity,50.1312,50.5,49.5,60.8,0.2,255.47,Pass,Accept,1.132,Minor deviation
QI-007295,2024-01-11 03:08:10,BATCH-0008612,PROD-004,LINE-7,QI-005,X-Ray,61,14,Surface Finish,51.1521,50.5,49.5,58.8,0.566,250.16,Pass,Accept,1.911,Minor deviation
QI-007296,2024-01-11 03:10:08,BATCH-0002817,PROD-002,LINE-4,QI-008,Visual,74,11,Porosity,50.3573,50.5,49.5,56.0,0.49,251.36,Pass,Accept,1.486,Critical failure
QI-007297,2024-01-11 03:12:08,BATCH-0000217,PROD-018,LINE-2,QI-019,Visual,21,7,NONE,49.2388,50.5,49.5,60.6,0.2,247.13,Pass,Accept,1.615,Within spec
QI-007298,2024-01-11 03:14:18,BATCH-0007187,PROD-018,LINE-7,QI-004,CMM,98,13,Porosity,48.9155,50.5,49.5,52.5,0.417,245.02,Pass,Accept,1.743,Within spec
QI-007299,2024-01-11 03:16:28,BATCH-0002562,PROD-016,LINE-6,QI-019,Laser Scan,51,1,Burr,50.2441,50.5,49.5,58.5,1.988,253.64,Pass,Accept,0.975,Critical failure
QI-007300,2024-01-11 03:18:11,BATCH-0007714,PROD-016,LINE-10,QI-007,X-Ray,72,9,Surface Finish,49.3472,50.5,49.5,56.6,3.466,249.41,Pass,Accept,0.932,OK
QI-007301,2024-01-11 03:20:00,BATCH-0001177,PROD-011,LINE-4,QI-009,X-Ray,53,0,NONE,49.9308,50.5,49.5,60.9,1.136,247.34,Fail,Accept,1.492,Critical failure
QI-007302,2024-01-11 03:22:26,BATCH-0002479,PROD-006,LINE-5,QI-008,Laser Scan,72,11,NONE,49.9254,50.5,49.5,51.8,0.2,256.24,Pass,Accept,1.556,Needs rework
QI-007303,2024-01-11 03:24:12,BATCH-0006411,PROD-022,LINE-7,QI-017,Ultrasonic,17,2,NONE,50.3877,50.5,49.5,57.9,0.405,250.06,Pass,Accept,1.137,OK
QI-007304,2024-01-11 03:26:00,BATCH-0003083,PROD-001,LINE-5,QI-007,Visual,58,13,NONE,49.7421,50.5,49.5,58.5,0.296,250.18,Pass,Accept,1.456,Within spec
QI-007305,2024-01-11 03:28:18,BATCH-0003368,PROD-006,LINE-10,QI-020,Laser Scan,28,14,NONE,49.5376,50.5,49.5,56.2,0.2,250.78,Pass,Accept,1.748,OK
QI-007306,2024-01-11 03:30:21,BATCH-0005028,PROD-022,LINE-5,QI-008,X-Ray,44,13,Missing Feature,48.8867,50.5,49.5,57.8,1.671,248.43,Pass,Accept,0.99,Minor deviation
QI-007307,2024-01-11 03:32:25,BATCH-0000535,PROD-007,LINE-4,QI-002,X-Ray,31,14,NONE,50.565,50.5,49.5,53.5,1.88,243.45,Pass,Accept,1.516,Minor deviation
QI-007308,2024-01-11 03:34:27,BATCH-0003021,PROD-005,LINE-1,QI-003,Laser Scan,64,2,Contamination,49.5795,50.5,49.5,55.2,3.233,248.12,Pass,Accept,1.38,Within spec
QI-007309,2024-01-11 03:36:23,BATCH-0003472,PROD-023,LINE-7,QI-005,Visual,19,13,Dimensional,49.8642,50.5,49.5,61.4,0.88,252.07,Pass,Accept,1.516,Within spec
QI-007310,2024-01-11 03:38:10,BATCH-0008008,PROD-005,LINE-5,QI-020,Laser Scan,36,1,Surface Finish,50.2831,50.5,49.5,54.7,1.719,249.64,Pass,Accept,1.157,Needs rework
QI-007311,2024-01-11 03:40:26,BATCH-0008676,PROD-011,LINE-7,QI-019,Visual,12,4,Missing Feature,50.3568,50.5,49.5,58.6,0.928,243.74,Pass,Accept,1.305,Critical failure
QI-007312,2024-01-11 03:42:29,BATCH-0001726,PROD-017,LINE-9,QI-003,Manual Gauge,10,8,Crack,50.2693,50.5,49.5,53.2,1.04,255.18,Pass,Accept,1.194,OK
QI-007313,2024-01-11 03:44:29,BATCH-0004068,PROD-021,LINE-7,QI-007,CMM,10,3,Crack,50.5479,50.5,49.5,58.9,2.271,248.1,Pass,Accept,1.432,Needs rework
QI-007314,2024-01-11 03:46:16,BATCH-0002482,PROD-003,LINE-6,QI-014,CMM,53,6,Missing Feature,49.9107,50.5,49.5,55.0,1.931,258.08,Pass,Accept,1.576,Minor deviation
QI-007315,2024-01-11 03:48:01,BATCH-0006664,PROD-025,LINE-2,QI-019,CMM,17,1,NONE,50.0101,50.5,49.5,58.7,1.319,248.43,Pass,Accept,1.984,Within spec
QI-007316,2024-01-11 03:50:13,BATCH-0007699,PROD-022,LINE-7,QI-016,Ultrasonic,70,6,Surface Finish,50.4204,50.5,49.5,51.5,0.383,253.51,Pass,Accept,1.911,Needs rework
QI-007317,2024-01-11 03:52:26,BATCH-0002595,PROD-020,LINE-7,QI-019,Ultrasonic,6,3,Burr,50.5258,50.5,49.5,59.7,0.245,251.05,Pass,Accept,0.992,OK
QI-007318,2024-01-11 03:54:04,BATCH-0007395,PROD-020,LINE-5,QI-011,Ultrasonic,14,13,Contamination,49.7087,50.5,49.5,60.9,1.46,250.38,Pass,Accept,1.628,Needs rework
QI-007319,2024-01-11 03:56:22,BATCH-0004055,PROD-011,LINE-6,QI-008,CMM,47,5,NONE,49.6127,50.5,49.5,57.4,1.181,250.33,Pass,Accept,1.354,OK
QI-007320,2024-01-11 03:58:30,BATCH-0003996,PROD-018,LINE-7,QI-014,CMM,41,4,NONE,50.7753,50.5,49.5,54.6,0.319,255.38,Pass,Accept,1.527,Within spec
QI-007321,2024-01-11 04:00:14,BATCH-0002534,PROD-014,LINE-3,QI-002,Ultrasonic,86,5,Porosity,50.3013,50.5,49.5,58.1,0.225,253.12,Pass,Accept,1.125,Within spec
QI-007322,2024-01-11 04:02:08,BATCH-0006709,PROD-022,LINE-3,QI-012,X-Ray,39,8,Contamination,50.2471,50.5,49.5,52.8,0.2,252.82,Pass,Accept,0.961,OK
QI-007323,2024-01-11 04:04:10,BATCH-0002055,PROD-023,LINE-3,QI-020,Manual Gauge,85,14,NONE,50.2621,50.5,49.5,63.4,0.679,247.99,Pass,Accept,1.095,OK
QI-007324,2024-01-11 04:06:12,BATCH-0007354,PROD-012,LINE-2,QI-019,Laser Scan,86,13,Surface Finish,50.6902,50.5,49.5,53.3,0.2,250.55,Fail,Accept,1.871,OK
QI-007325,2024-01-11 04:08:13,BATCH-0007327,PROD-022,LINE-7,QI-008,Manual Gauge,9,13,Dimensional,50.0235,50.5,49.5,57.9,0.694,249.03,Pass,Accept,0.857,Within spec
QI-007326,2024-01-11 04:10:19,BATCH-0007038,PROD-020,LINE-8,QI-017,Laser Scan,42,0,NONE,50.1766,50.5,49.5,53.2,0.426,252.15,Pass,Accept,1.326,Needs rework
QI-007327,2024-01-11 04:12:17,BATCH-0007193,PROD-015,LINE-8,QI-012,X-Ray,84,6,Crack,50.0425,50.5,49.5,57.0,3.084,243.95,Pass,Rework,1.15,Critical failure
QI-007328,2024-01-11 04:14:07,BATCH-0004775,PROD-012,LINE-9,QI-012,Laser Scan,84,10,NONE,49.5154,50.5,49.5,60.0,3.235,241.52,Pass,Accept,1.554,Needs rework
QI-007329,2024-01-11 04:16:21,BATCH-0007118,PROD-011,LINE-1,QI-014,Laser Scan,78,13,Burr,50.3334,50.5,49.5,49.9,0.636,253.27,Pass,Accept,1.313,OK
QI-007330,2024-01-11 04:18:19,BATCH-0005501,PROD-005,LINE-3,QI-019,Ultrasonic,96,12,Dimensional,49.7651,50.5,49.5,54.0,0.2,244.37,Pass,Scrap,1.614,Minor deviation
QI-007331,2024-01-11 04:20:20,BATCH-0008301,PROD-005,LINE-2,QI-015,CMM,63,11,NONE,50.0378,50.5,49.5,56.5,0.2,242.97,Pass,Accept,1.61,Critical failure
QI-007332,2024-01-11 04:22:17,BATCH-0008335,PROD-019,LINE-1,QI-019,X-Ray,91,2,NONE,51.0412,50.5,49.5,61.1,0.81,246.98,Pass,Accept,1.267,Needs rework
QI-007333,2024-01-11 04:24:29,BATCH-0002026,PROD-003,LINE-10,QI-020,Manual Gauge,96,12,Porosity,50.8962,50.5,49.5,62.2,0.2,252.81,Pass,Accept,2.279,OK
QI-007334,2024-01-11 04:26:26,BATCH-0009514,PROD-018,LINE-4,QI-005,X-Ray,69,5,Dimensional,50.6757,50.5,49.5,57.4,0.721,244.15,Pass,Accept,1.772,OK
QI-007335,2024-01-11 04:28:11,BATCH-0004799,PROD-019,LINE-8,QI-001,X-Ray,10,2,Contamination,50.2126,50.5,49.5,54.1,1.384,257.3,Pass,Accept,1.239,Within spec
QI-007336,2024-01-11 04:30:18,BATCH-0006305,PROD-022,LINE-5,QI-010,X-Ray,95,6,Porosity,49.4434,50.5,49.5,61.3,3.184,248.97,Pass,Scrap,1.866,Minor deviation
QI-007337,2024-01-11 04:32:20,BATCH-0008806,PROD-021,LINE-7,QI-011,Laser Scan,92,10,Contamination,49.974,50.5,49.5,59.5,1.735,247.27,Pass,Accept,1.908,OK
QI-007338,2024-01-11 04:34:01,BATCH-0007313,PROD-020,LINE-3,QI-018,Laser Scan,27,5,Crack,50.5333,50.5,49.5,56.8,0.451,248.05,Pass,Rework,2.099,Needs rework
QI-007339,2024-01-11 04:36:15,BATCH-0007501,PROD-010,LINE-6,QI-020,Ultrasonic,83,13,NONE,50.4091,50.5,49.5,60.7,0.87,251.88,Pass,Accept,1.565,Needs rework
QI-007340,2024-01-11 04:38:08,BATCH-0004821,PROD-002,LINE-4,QI-017,Laser Scan,42,1,NONE,49.9896,50.5,49.5,61.8,0.2,248.62,Pass,Accept,1.317,OK
QI-007341,2024-01-11 04:40:04,BATCH-0009562,PROD-024,LINE-4,QI-007,X-Ray,58,0,Dimensional,49.7662,50.5,49.5,64.4,0.429,250.93,Pass,Accept,1.764,Within spec
QI-007342,2024-01-11 04:42:19,BATCH-0002475,PROD-019,LINE-9,QI-009,Laser Scan,76,6,Missing Feature,50.1072,50.5,49.5,61.3,1.765,255.33,Pass,Scrap,1.542,Minor deviation
QI-007343,2024-01-11 04:44:08,BATCH-0009424,PROD-013,LINE-2,QI-020,Ultrasonic,90,10,Dimensional,49.838,50.5,49.5,59.9,1.091,256.99,Pass,Rework,1.154,Minor deviation
QI-007344,2024-01-11 04:46:02,BATCH-0004744,PROD-003,LINE-4,QI-007,Laser Scan,79,9,Porosity,50.1727,50.5,49.5,57.6,1.974,249.33,Pass,Accept,1.655,OK
QI-007345,2024-01-11 04:48:09,BATCH-0004399,PROD-020,LINE-8,QI-014,CMM,22,13,Porosity,49.6808,50.5,49.5,58.7,0.2,248.14,Fail,Accept,1.609,Critical failure
QI-007346,2024-01-11 04:50:04,BATCH-0009947,PROD-011,LINE-7,QI-007,X-Ray,76,7,Burr,50.6757,50.5,49.5,54.9,0.496,252.99,Pass,Accept,1.205,Minor deviation
QI-007347,2024-01-11 04:52:21,BATCH-0003177,PROD-014,LINE-6,QI-012,X-Ray,15,9,Surface Finish,51.2565,50.5,49.5,56.4,0.947,252.28,Pass,Accept,1.625,Within spec
