order_id,order_date,supplier_id,material_id,material_category,plant,warehouse_id,ordered_qty,received_qty,unit_price_USD,total_cost_USD,lead_time_days,actual_delivery_days,on_time_delivery,quality_rating,stock_level_units,reorder_point,inventory_turnover,transport_mode,status
PO-0007239,2024-02-03,SUP-039,MAT-037,Consumable,Plant-B,WH-01,791,2603,50.25,34105.86,22,38,Yes,4.33,7234,561,9.23,Rail,Pending
PO-0007240,2024-12-30,SUP-022,MAT-034,Consumable,Plant-B,WH-06,4918,3456,97.63,72735.11,76,21,Yes,4.96,2219,534,10.01,Rail,Delivered
PO-0007241,2024-05-03,SUP-019,MAT-010,Spare Part,Plant-B,WH-07,4226,667,122.26,210525.75,42,25,Yes,4.34,8028,451,6.79,Truck,Delivered
PO-0007242,2024-04-22,SUP-027,MAT-015,Component,Plant-C,WH-07,160,3229,78.48,15205.88,1,16,Yes,4.71,4904,364,6.87,Air,Delivered
PO-0007243,2024-10-25,SUP-005,MAT-001,Component,Plant-B,WH-06,289,1906,86.11,2092.27,74,55,Yes,3.87,2859,473,8.27,Rail,Partial
PO-0007244,2024-10-05,SUP-020,MAT-028,Consumable,Plant-B,WH-03,2915,4840,49.71,82359.66,31,85,Yes,4.66,3264,172,7.84,Truck,Delivered
PO-0007245,2024-10-16,SUP-015,MAT-044,Spare Part,Plant-C,WH-07,1638,2545,28.83,122708.84,6,16,Yes,4.57,3124,174,8.19,Air,Pending
PO-0007246,2024-04-21,SUP-017,MAT-058,Component,Plant-C,WH-06,4324,4481,37.26,229509.6,33,78,Yes,4.25,7211,188,5.65,Truck,Cancelled
PO-0007247,2024-01-05,SUP-016,MAT-031,Raw Material,Plant-A,WH-08,1932,135,155.43,93266.7,52,31,Yes,4.57,1213,616,8.4,Rail,Delivered
PO-0007248,2024-10-16,SUP-024,MAT-023,Spare Part,Plant-C,WH-09,4154,52,115.96,403264.25,32,41,Yes,3.9,5079,122,5.69,Rail,In Transit
PO-0007249,2024-01-08,SUP-037,MAT-049,Component,Plant-C,WH-03,3263,1753,57.97,6515.57,82,43,Yes,3.5,8244,952,5.87,Ship,Pending
PO-0007250,2024-05-23,SUP-025,MAT-053,Packaging,Plant-B,WH-07,3342,1488,6.77,13488.26,16,80,No,4.65,1708,534,9.68,Air,Delivered
PO-0007251,2024-01-04,SUP-004,MAT-026,Component,Plant-C,WH-04,3033,737,15.17,157783.21,11,36,Yes,4.35,3139,243,4.05,Truck,Delivered
PO-0007252,2024-01-25,SUP-027,MAT-027,Packaging,Plant-A,WH-10,4776,405,3.53,40665.15,89,99,Yes,4.2,4115,686,7.52,Truck,Delivered
PO-0007253,2024-05-06,SUP-040,MAT-040,Component,Plant-A,WH-01,1773,435,22.37,679084.5,23,99,Yes,3.26,3097,837,8.12,Ship,Delivered
PO-0007254,2024-09-07,SUP-002,MAT-017,Spare Part,Plant-B,WH-04,4096,2713,185.71,41258.48,69,20,Yes,4.15,5666,821,9.35,Truck,In Transit
PO-0007255,2024-08-03,SUP-032,MAT-036,Component,Plant-B,WH-02,3409,1515,59.03,8823.34,76,72,Yes,5.0,2849,974,5.88,Truck,Delivered
PO-0007256,2024-06-25,SUP-024,MAT-009,Packaging,Plant-C,WH-05,1779,4231,78.55,7335.3,63,29,Yes,3.77,1667,732,8.23,Truck,Delivered
PO-0007257,2024-10-10,SUP-022,MAT-003,Spare Part,Plant-B,WH-05,546,4205,47.47,11159.16,21,89,Yes,3.69,5845,398,8.4,Rail,Delivered
PO-0007258,2024-06-07,SUP-014,MAT-019,Consumable,Plant-B,WH-08,343,3988,17.22,35794.55,15,83,No,3.6,5966,927,5.86,Truck,Delivered
PO-0007259,2024-12-02,SUP-037,MAT-014,Raw Material,Plant-A,WH-05,4371,3497,3.84,182204.51,47,69,Yes,3.8,9838,461,8.96,Truck,In Transit
PO-0007260,2024-10-17,SUP-023,MAT-023,Consumable,Plant-B,WH-04,3884,1290,103.33,10664.49,18,47,Yes,4.64,4097,597,9.5,Ship,In Transit
PO-0007261,2024-12-04,SUP-034,MAT-051,Packaging,Plant-C,WH-02,3153,3275,18.7,85334.71,9,11,Yes,4.02,2561,532,11.65,Truck,Partial
PO-0007262,2024-01-09,SUP-011,MAT-051,Raw Material,Plant-A,WH-05,4964,2882,14.74,484005.2,28,67,No,4.41,1930,361,5.95,Ship,Delivered
PO-0007263,2024-02-24,SUP-022,MAT-024,Component,Plant-A,WH-03,4403,1081,10.19,299456.9,23,63,Yes,3.05,6257,466,8.71,Ship,Delivered
PO-0007264,2024-06-04,SUP-037,MAT-014,Packaging,Plant-C,WH-03,1891,3308,6.79,204818.86,25,75,Yes,3.68,3708,756,7.69,Truck,Delivered
PO-0007265,2024-01-22,SUP-033,MAT-050,Consumable,Plant-C,WH-08,273,551,10.93,12991.63,75,63,Yes,4.87,8380,781,7.48,Truck,In Transit
PO-0007266,2024-06-22,SUP-013,MAT-045,Raw Material,Plant-B,WH-10,597,3136,40.28,8505.69,41,63,No,4.72,6149,445,3.92,Truck,Delivered
PO-0007267,2024-08-09,SUP-023,MAT-040,Component,Plant-C,WH-05,1957,2741,42.68,16554.51,6,20,No,4.24,5129,812,6.24,Truck,Pending
PO-0007268,2024-06-19,SUP-016,MAT-019,Raw Material,Plant-C,WH-04,3674,2143,42.98,57398.54,80,11,Yes,4.82,5707,867,9.28,Truck,Delivered
PO-0007269,2024-01-01,SUP-003,MAT-039,Raw Material,Plant-A,WH-04,1340,572,94.69,9006.79,48,93,Yes,4.58,3927,576,10.61,Ship,In Transit
PO-0007270,2024-03-16,SUP-001,MAT-055,Consumable,Plant-C,WH-01,4004,2552,87.73,74382.02,66,72,No,3.42,1844,719,5.31,Rail,Delivered
PO-0007271,2024-06-29,SUP-003,MAT-046,Packaging,Plant-B,WH-07,644,2012,78.72,41890.76,19,7,Yes,4.11,9057,601,5.55,Rail,Pending
PO-0007272,2024-08-18,SUP-005,MAT-030,Packaging,Plant-B,WH-08,1340,1601,12.36,33203.51,30,76,Yes,4.83,7006,743,2.33,Rail,In Transit
PO-0007273,2024-10-07,SUP-039,MAT-004,Consumable,Plant-A,WH-06,458,1532,144.38,67379.34,76,78,No,3.72,9630,218,5.36,Truck,Delivered
PO-0007274,2024-09-07,SUP-013,MAT-030,Spare Part,Plant-C,WH-08,1844,2014,58.22,580151.97,61,76,Yes,3.78,2160,529,8.6,Truck,Delivered
PO-0007275,2024-01-20,SUP-019,MAT-017,Raw Material,Plant-A,WH-03,3525,2720,152.5,1127060.39,7,27,Yes,3.37,2100,220,5.04,Truck,Pending
PO-0007276,2024-12-10,SUP-003,MAT-042,Component,Plant-A,WH-07,4795,918,46.43,8013.94,35,52,Yes,4.98,6871,590,11.12,Ship,In Transit
PO-0007277,2024-11-02,SUP-008,MAT-060,Packaging,Plant-A,WH-10,3627,1284,62.76,23376.43,59,38,Yes,3.88,1913,731,10.34,Ship,Delivered
PO-0007278,2024-01-24,SUP-024,MAT-041,Raw Material,Plant-B,WH-08,2195,3468,37.68,49639.8,57,1,Yes,4.42,2808,430,6.6,Truck,Delivered
PO-0007279,2024-11-08,SUP-006,MAT-005,Raw Material,Plant-C,WH-05,2281,1350,89.91,56537.44,15,96,Yes,4.51,7417,556,7.89,Truck,Delivered
PO-0007280,2024-06-15,SUP-039,MAT-044,Consumable,Plant-A,WH-10,4552,2523,55.72,317051.91,53,45,Yes,3.54,1181,992,6.94,Truck,Delivered
PO-0007281,2024-11-08,SUP-035,MAT-052,Consumable,Plant-C,WH-04,4915,3082,18.74,50340.33,34,10,Yes,3.81,9681,935,6.86,Rail,Pending
PO-0007282,2024-01-29,SUP-031,MAT-012,Raw Material,Plant-A,WH-05,3820,3851,31.95,356986.77,39,30,Yes,3.69,3210,346,10.07,Truck,Pending
PO-0007283,2024-03-14,SUP-037,MAT-038,Consumable,Plant-C,WH-08,4319,4622,22.18,256845.13,14,93,Yes,3.18,541,696,7.77,Ship,Delivered
PO-0007284,2024-12-15,SUP-031,MAT-010,Component,Plant-B,WH-05,3164,4022,35.15,104329.89,63,83,Yes,3.59,1641,611,5.67,Rail,In Transit
PO-0007285,2024-08-24,SUP-027,MAT-002,Component,Plant-B,WH-09,4627,2479,65.36,180102.63,42,17,Yes,4.6,9969,944,8.86,Ship,Delivered
PO-0007286,2024-11-04,SUP-036,MAT-052,Component,Plant-B,WH-10,164,4846,17.01,58337.07,53,30,Yes,4.89,7853,870,5.51,Truck,Cancelled
PO-0007287,2024-10-15,SUP-036,MAT-031,Component,Plant-B,WH-06,1428,2097,4.19,1265.0,83,92,No,4.78,5503,524,9.83,Ship,Delivered
PO-0007288,2024-01-04,SUP-014,MAT-041,Component,Plant-A,WH-01,4001,4347,7.36,29670.93,82,17,Yes,3.06,9208,472,7.31,Truck,In Transit
PO-0007289,2024-05-18,SUP-029,MAT-036,Consumable,Plant-C,WH-09,924,1456,175.62,63093.12,69,58,Yes,3.43,4148,889,8.14,Truck,Delivered
PO-0007290,2024-07-19,SUP-014,MAT-020,Raw Material,Plant-A,WH-02,3307,4476,3.37,136908.89,84,38,Yes,4.08,8849,888,6.67,Truck,Delivered
PO-0007291,2024-04-08,SUP-003,MAT-003,Consumable,Plant-A,WH-08,3873,67,37.34,62919.28,4,41,Yes,4.89,1986,127,7.32,Rail,Delivered
PO-0007292,2024-07-21,SUP-001,MAT-055,Component,Plant-B,WH-03,3248,2459,21.98,196408.67,26,27,Yes,4.17,7326,701,10.93,Truck,Delivered
PO-0007293,2024-11-05,SUP-017,MAT-056,Component,Plant-A,WH-06,316,1304,147.97,56769.68,8,39,Yes,4.79,7262,670,6.5,Ship,Delivered
PO-0007294,2024-02-04,SUP-008,MAT-042,Packaging,Plant-C,WH-01,3408,1229,154.44,18640.92,15,40,Yes,3.14,9843,263,10.52,Ship,In Transit
PO-0007295,2024-10-31,SUP-040,MAT-042,Spare Part,Plant-C,WH-10,3566,1889,75.01,235205.97,23,94,No,3.58,8986,953,5.4,Truck,Delivered
PO-0007296,2024-10-21,SUP-035,MAT-010,Packaging,Plant-A,WH-05,3392,3350,22.89,61909.35,39,90,Yes,3.11,226,182,8.42,Rail,Delivered
PO-0007297,2024-02-27,SUP-039,MAT-056,Spare Part,Plant-A,WH-10,1665,917,14.02,21130.77,48,54,Yes,3.99,7417,776,6.22,Truck,In Transit
PO-0007298,2024-09-21,SUP-012,MAT-044,Packaging,Plant-C,WH-09,1138,388,4.55,48863.52,63,36,Yes,4.65,3509,719,5.89,Rail,Delivered
PO-0007299,2024-04-08,SUP-021,MAT-043,Consumable,Plant-C,WH-01,972,4289,96.67,64607.64,9,61,Yes,3.05,1250,808,5.35,Truck,In Transit
PO-0007300,2024-09-24,SUP-015,MAT-042,Packaging,Plant-B,WH-05,1824,1666,178.29,52150.86,26,11,Yes,3.68,6199,678,10.29,Truck,Delivered
PO-0007301,2024-08-03,SUP-036,MAT-018,Component,Plant-C,WH-01,2555,800,5.89,106644.6,20,98,Yes,3.63,3058,431,8.78,Ship,Delivered
PO-0007302,2024-05-16,SUP-038,MAT-016,Consumable,Plant-B,WH-02,1250,1922,23.99,173239.65,7,60,No,4.07,1297,160,5.72,Truck,Delivered
PO-0007303,2024-09-28,SUP-015,MAT-043,Spare Part,Plant-B,WH-08,1307,558,4.54,257264.37,73,87,Yes,4.77,8399,564,9.78,Truck,In Transit
PO-0007304,2024-10-03,SUP-011,MAT-055,Packaging,Plant-A,WH-02,2916,1282,6.7,8426.31,56,41,Yes,3.52,3874,623,5.53,Truck,Pending
PO-0007305,2024-04-06,SUP-009,MAT-043,Component,Plant-A,WH-08,1569,2088,62.55,53207.63,66,65,Yes,4.96,7743,763,8.41,Ship,Delivered
PO-0007306,2024-07-13,SUP-012,MAT-022,Packaging,Plant-B,WH-04,3900,1612,69.72,69508.98,35,21,No,4.88,1641,611,7.95,Rail,Partial
PO-0007307,2024-03-09,SUP-026,MAT-032,Component,Plant-C,WH-03,3727,1990,29.78,39537.87,22,74,No,3.5,9204,475,4.19,Truck,In Transit
PO-0007308,2024-07-28,SUP-012,MAT-019,Component,Plant-A,WH-03,1300,280,42.47,115.31,49,84,Yes,3.09,8646,178,11.55,Truck,Delivered
PO-0007309,2024-10-27,SUP-019,MAT-013,Raw Material,Plant-C,WH-02,4718,3577,21.8,30320.72,42,45,Yes,3.57,8067,982,5.43,Truck,In Transit
PO-0007310,2024-07-31,SUP-029,MAT-025,Packaging,Plant-B,WH-05,4816,869,78.09,257235.05,63,37,No,3.81,2504,500,12.5,Truck,Pending
PO-0007311,2024-02-10,SUP-010,MAT-058,Raw Material,Plant-B,WH-08,3297,151,134.46,66293.24,70,89,Yes,4.07,6165,866,5.67,Truck,Cancelled
PO-0007312,2024-07-30,SUP-024,MAT-030,Consumable,Plant-B,WH-07,635,2511,23.35,101550.74,44,78,Yes,4.81,9423,940,8.13,Ship,Delivered
PO-0007313,2024-12-24,SUP-027,MAT-012,Packaging,Plant-A,WH-02,4578,3409,68.67,68433.36,60,75,Yes,3.88,5343,100,11.34,Truck,In Transit
PO-0007314,2024-04-09,SUP-013,MAT-031,Consumable,Plant-A,WH-04,2242,2083,33.68,47063.87,14,14,Yes,4.61,7090,327,9.99,Truck,Delivered
PO-0007315,2024-07-18,SUP-009,MAT-039,Raw Material,Plant-A,WH-10,2520,5034,26.32,30300.58,70,5,Yes,3.13,4298,574,8.09,Truck,Delivered
PO-0007316,2024-08-15,SUP-011,MAT-037,Component,Plant-A,WH-09,1556,2787,5.82,8816.83,80,84,Yes,3.07,5685,598,11.31,Rail,Delivered
PO-0007317,2024-12-09,SUP-028,MAT-053,Spare Part,Plant-B,WH-05,4588,2906,89.76,121451.03,25,5,Yes,3.66,4451,505,6.93,Truck,Delivered
PO-0007318,2024-08-31,SUP-040,MAT-042,Consumable,Plant-A,WH-02,4272,4437,21.23,77417.77,71,85,Yes,3.31,7885,435,11.48,Rail,Partial
PO-0007319,2024-02-04,SUP-040,MAT-046,Packaging,Plant-C,WH-09,4805,1665,165.78,5770.97,67,63,Yes,4.5,3337,874,8.15,Truck,Delivered
PO-0007320,2024-08-21,SUP-024,MAT-053,Component,Plant-B,WH-03,4709,1510,27.38,7742.63,52,15,Yes,3.72,6673,677,9.57,Truck,Delivered
PO-0007321,2024-12-29,SUP-005,MAT-014,Consumable,Plant-C,WH-10,536,4110,196.17,4015.13,61,75,Yes,3.24,3127,334,2.28,Air,In Transit
PO-0007322,2024-08-22,SUP-008,MAT-026,Packaging,Plant-C,WH-08,1205,4303,8.03,8600.0,87,11,Yes,4.22,7288,434,8.51,Ship,Delivered
PO-0007323,2024-06-11,SUP-001,MAT-040,Raw Material,Plant-C,WH-07,979,2943,67.26,208162.0,87,18,Yes,3.64,5077,989,9.66,Ship,Delivered
PO-0007324,2024-04-04,SUP-012,MAT-011,Spare Part,Plant-B,WH-01,305,867,27.37,53382.48,87,50,Yes,4.92,8833,647,9.19,Truck,Delivered
PO-0007325,2024-11-02,SUP-039,MAT-027,Packaging,Plant-A,WH-01,1545,3807,7.12,361610.7,34,99,Yes,4.94,9172,246,8.43,Rail,Delivered
PO-0007326,2024-07-29,SUP-028,MAT-043,Raw Material,Plant-C,WH-08,287,4437,14.33,92443.19,46,44,Yes,3.61,1050,386,8.76,Truck,Delivered
PO-0007327,2024-12-14,SUP-031,MAT-042,Spare Part,Plant-C,WH-01,3576,3223,29.33,241843.82,29,31,Yes,3.71,3865,305,7.21,Truck,Delivered
PO-0007328,2024-10-19,SUP-024,MAT-038,Spare Part,Plant-A,WH-02,4720,157,6.6,142328.67,46,66,Yes,4.66,3200,264,9.0,Truck,In Transit
PO-0007329,2024-12-27,SUP-014,MAT-008,Spare Part,Plant-A,WH-03,641,3127,14.32,18559.74,36,1,Yes,4.48,4373,371,7.08,Air,Delivered
PO-0007330,2024-06-02,SUP-033,MAT-056,Packaging,Plant-C,WH-06,4462,835,101.68,82348.81,78,23,Yes,4.58,2973,564,8.72,Air,Delivered
PO-0007331,2024-12-10,SUP-012,MAT-013,Packaging,Plant-A,WH-06,4657,332,9.59,60372.29,23,31,Yes,3.02,3246,989,5.53,Truck,Delivered
PO-0007332,2024-04-02,SUP-031,MAT-032,Packaging,Plant-A,WH-07,3570,1008,1.14,186332.53,39,63,Yes,4.39,858,838,7.78,Truck,Pending
PO-0007333,2024-12-18,SUP-040,MAT-048,Packaging,Plant-B,WH-03,1835,1683,8.63,68392.27,46,93,Yes,4.09,1208,891,9.6,Truck,In Transit
PO-0007334,2024-07-15,SUP-019,MAT-046,Raw Material,Plant-B,WH-07,1577,1016,25.86,9489.29,16,5,Yes,3.88,7850,446,7.49,Ship,Delivered
PO-0007335,2024-11-14,SUP-033,MAT-033,Spare Part,Plant-B,WH-09,4890,2840,65.02,131717.99,42,47,Yes,4.73,8357,635,6.12,Truck,In Transit
PO-0007336,2024-02-20,SUP-007,MAT-009,Spare Part,Plant-B,WH-10,2273,2504,41.4,53739.0,56,28,Yes,3.78,7958,916,9.94,Truck,Delivered
PO-0007337,2024-07-02,SUP-008,MAT-013,Consumable,Plant-B,WH-10,3291,4020,21.99,245841.7,42,50,Yes,3.32,2446,220,9.45,Rail,Delivered
PO-0007338,2024-05-19,SUP-012,MAT-024,Spare Part,Plant-B,WH-01,3190,2330,45.43,356547.11,81,64,Yes,4.68,8197,413,12.68,Rail,Delivered
PO-0007339,2024-12-28,SUP-033,MAT-047,Raw Material,Plant-B,WH-04,279,2496,18.38,13147.95,63,64,Yes,4.12,3718,493,6.34,Truck,In Transit
PO-0007340,2024-10-03,SUP-016,MAT-004,Consumable,Plant-C,WH-09,1170,4615,8.13,600791.23,17,42,Yes,3.66,3587,128,8.45,Truck,Delivered
PO-0007341,2024-11-19,SUP-002,MAT-051,Component,Plant-A,WH-01,707,4318,81.38,126656.36,17,30,No,4.89,2974,494,9.83,Rail,Delivered
PO-0007342,2024-11-10,SUP-023,MAT-030,Raw Material,Plant-C,WH-08,3513,2111,2.27,85026.42,86,6,Yes,3.22,5090,853,6.55,Truck,Pending
PO-0007343,2024-08-24,SUP-035,MAT-021,Component,Plant-B,WH-10,4442,4756,193.01,186956.47,7,80,No,4.67,8343,339,9.59,Ship,In Transit
PO-0007344,2024-10-03,SUP-031,MAT-006,Component,Plant-A,WH-01,2299,3811,108.35,13164.79,73,5,Yes,4.61,7107,560,7.26,Truck,Cancelled
PO-0007345,2024-10-05,SUP-027,MAT-014,Consumable,Plant-A,WH-08,3057,121,4.12,853.25,22,33,Yes,3.58,9468,844,9.18,Ship,In Transit
PO-0007346,2024-02-15,SUP-004,MAT-028,Component,Plant-A,WH-04,557,800,23.61,247811.2,11,11,Yes,4.41,7837,998,9.7,Ship,Delivered
PO-0007347,2024-12-09,SUP-026,MAT-023,Consumable,Plant-B,WH-04,4988,4830,150.2,94056.64,16,64,Yes,3.04,9438,818,10.76,Truck,Delivered
PO-0007348,2024-11-21,SUP-008,MAT-048,Component,Plant-C,WH-02,3092,4064,3.95,421789.73,24,44,Yes,3.82,948,964,9.84,Truck,Cancelled
PO-0007349,2024-05-15,SUP-039,MAT-053,Component,Plant-C,WH-07,3732,1493,73.22,343781.63,4,12,Yes,3.42,6098,119,9.7,Rail,Delivered
PO-0007350,2024-02-19,SUP-008,MAT-016,Packaging,Plant-B,WH-09,2306,659,30.11,158375.94,56,25,Yes,3.79,9629,761,4.12,Truck,Delivered
PO-0007351,2024-12-19,SUP-008,MAT-016,Spare Part,Plant-A,WH-03,2765,2802,87.86,35889.79,52,58,Yes,4.08,5772,425,5.8,Rail,Partial
PO-0007352,2024-03-11,SUP-004,MAT-029,Raw Material,Plant-A,WH-10,1542,2702,82.01,67314.86,44,26,No,4.4,8291,832,8.49,Truck,Delivered
PO-0007353,2024-05-12,SUP-027,MAT-048,Consumable,Plant-B,WH-03,1693,740,31.95,18116.52,13,66,Yes,3.38,5818,234,8.11,Truck,Delivered
PO-0007354,2024-06-16,SUP-010,MAT-012,Packaging,Plant-B,WH-05,1276,2087,15.0,43045.61,88,70,No,3.46,2292,125,8.73,Rail,In Transit
PO-0007355,2024-03-24,SUP-016,MAT-021,Raw Material,Plant-B,WH-04,4428,4256,64.37,6660.85,77,26,Yes,3.3,3784,819,7.34,Truck,In Transit
PO-0007356,2024-08-15,SUP-037,MAT-042,Packaging,Plant-B,WH-03,4414,3224,5.98,3725.01,26,43,No,4.87,1437,255,5.86,Ship,Delivered
PO-0007357,2024-08-29,SUP-001,MAT-016,Packaging,Plant-A,WH-01,4095,134,29.39,33291.32,74,45,Yes,3.39,6202,912,6.84,Rail,Delivered
PO-0007358,2024-01-19,SUP-011,MAT-010,Consumable,Plant-B,WH-05,2421,4790,75.91,132628.11,76,27,Yes,4.98,5056,297,6.25,Truck,In Transit
PO-0007359,2024-07-04,SUP-019,MAT-036,Packaging,Plant-C,WH-07,4645,3957,39.48,126190.71,42,69,Yes,3.11,576,635,7.74,Air,Delivered
PO-0007360,2024-01-20,SUP-004,MAT-060,Packaging,Plant-A,WH-05,2167,3209,109.12,58361.83,77,82,Yes,3.05,9509,215,6.12,Truck,Delivered
PO-0007361,2024-09-30,SUP-017,MAT-057,Spare Part,Plant-B,WH-07,3188,1665,21.73,1549423.3,38,74,Yes,3.28,3073,861,9.1,Rail,Pending
PO-0007362,2024-08-29,SUP-023,MAT-036,Consumable,Plant-A,WH-02,3743,4304,45.51,32439.74,42,50,No,4.7,5023,535,6.97,Truck,Pending
PO-0007363,2024-06-21,SUP-012,MAT-022,Consumable,Plant-C,WH-08,4942,2422,107.79,248960.23,78,71,Yes,3.07,6348,116,10.44,Air,Pending
PO-0007364,2024-06-22,SUP-001,MAT-027,Packaging,Plant-C,WH-01,177,3117,8.29,220696.36,9,89,Yes,3.16,508,841,8.23,Rail,Pending
PO-0007365,2024-01-21,SUP-007,MAT-017,Raw Material,Plant-C,WH-05,3812,1949,1.82,2900208.31,60,66,Yes,4.06,6402,469,9.34,Air,Delivered
PO-0007366,2024-06-13,SUP-028,MAT-056,Packaging,Plant-B,WH-07,2038,1143,54.44,77863.97,34,71,Yes,3.98,5790,363,7.98,Truck,Delivered
PO-0007367,2024-08-08,SUP-017,MAT-039,Spare Part,Plant-B,WH-06,1052,4671,90.89,142928.46,40,58,Yes,4.99,4180,483,6.54,Truck,Delivered
PO-0007368,2024-03-24,SUP-018,MAT-011,Raw Material,Plant-C,WH-02,4998,623,26.48,117201.96,52,72,Yes,3.15,7556,856,6.78,Truck,Delivered
PO-0007369,2024-05-15,SUP-011,MAT-031,Spare Part,Plant-A,WH-09,2112,3027,21.72,102100.48,28,37,Yes,3.09,2501,842,6.1,Truck,Delivered
PO-0007370,2024-05-31,SUP-037,MAT-011,Raw Material,Plant-B,WH-01,3030,3077,20.03,202229.89,58,5,Yes,4.49,995,501,3.76,Truck,Delivered
PO-0007371,2024-09-30,SUP-019,MAT-051,Packaging,Plant-A,WH-10,2170,2409,5.34,41548.89,63,16,Yes,3.76,3748,649,7.34,Rail,Partial
PO-0007372,2024-02-11,SUP-026,MAT-010,Spare Part,Plant-B,WH-09,2993,1116,31.28,41152.17,31,43,No,3.67,2453,348,7.87,Truck,Delivered
PO-0007373,2024-10-05,SUP-036,MAT-043,Packaging,Plant-C,WH-05,785,2588,11.48,88302.42,56,97,Yes,4.77,1493,963,9.77,Air,In Transit
PO-0007374,2024-10-01,SUP-001,MAT-013,Packaging,Plant-A,WH-07,2983,2042,14.15,71807.39,30,3,Yes,3.01,1846,408,5.2,Rail,Delivered
PO-0007375,2024-09-29,SUP-036,MAT-001,Consumable,Plant-C,WH-10,498,2152,24.13,156329.63,34,88,Yes,4.98,749,929,9.81,Air,Delivered
PO-0007376,2024-12-03,SUP-005,MAT-032,Raw Material,Plant-C,WH-08,2107,3038,54.86,112662.68,67,16,Yes,3.2,1486,664,6.43,Truck,In Transit
PO-0007377,2024-07-16,SUP-012,MAT-018,Spare Part,Plant-C,WH-08,1456,4168,78.91,72725.08,62,21,Yes,3.58,2658,786,6.25,Rail,Pending
PO-0007378,2024-08-14,SUP-040,MAT-019,Raw Material,Plant-A,WH-09,72,4311,4.66,208852.25,61,68,Yes,4.36,8404,410,11.11,Truck,In Transit
PO-0007379,2024-09-21,SUP-034,MAT-056,Packaging,Plant-B,WH-02,3498,718,98.45,351324.7,51,82,Yes,4.93,7170,422,6.29,Truck,Delivered
PO-0007380,2024-10-29,SUP-030,MAT-059,Spare Part,Plant-C,WH-02,2808,1585,8.32,635717.2,22,46,No,4.6,7490,119,9.37,Truck,In Transit
PO-0007381,2024-07-07,SUP-033,MAT-025,Packaging,Plant-C,WH-10,4603,2428,9.76,272846.76,47,50,Yes,4.85,6258,446,10.35,Ship,In Transit
PO-0007382,2024-01-13,SUP-038,MAT-059,Consumable,Plant-B,WH-06,4167,4570,14.69,33520.76,15,75,Yes,3.31,1795,435,9.22,Truck,Cancelled
PO-0007383,2024-02-21,SUP-031,MAT-057,Spare Part,Plant-B,WH-08,3836,4660,94.24,4783.48,26,57,Yes,3.69,4599,160,5.88,Ship,Delivered
PO-0007384,2024-04-25,SUP-033,MAT-011,Raw Material,Plant-C,WH-07,1422,3803,40.16,176992.6,64,11,Yes,4.1,957,835,7.76,Truck,Pending
PO-0007385,2024-10-20,SUP-014,MAT-015,Packaging,Plant-C,WH-01,1307,3712,43.84,208630.37,77,56,Yes,4.82,8110,516,10.45,Truck,Pending
PO-0007386,2024-02-27,SUP-017,MAT-021,Component,Plant-C,WH-03,1884,2054,41.61,216910.87,36,8,No,4.87,1093,658,7.49,Truck,Delivered
PO-0007387,2024-10-22,SUP-024,MAT-020,Packaging,Plant-C,WH-10,1614,574,41.15,382276.27,25,46,Yes,4.64,62,854,5.59,Truck,Delivered
PO-0007388,2024-04-12,SUP-033,MAT-053,Packaging,Plant-A,WH-04,2349,4862,128.95,13945.76,56,11,No,4.67,5930,473,7.74,Truck,Delivered
PO-0007389,2024-09-26,SUP-030,MAT-020,Packaging,Plant-B,WH-06,4449,2013,171.48,650289.41,21,68,Yes,4.44,6407,934,7.6,Truck,Delivered
PO-0007390,2024-08-24,SUP-016,MAT-060,Packaging,Plant-B,WH-03,978,3758,9.63,3177.0,58,81,Yes,3.86,9998,259,5.17,Truck,In Transit
PO-0007391,2024-02-01,SUP-039,MAT-028,Spare Part,Plant-C,WH-04,4633,3939,73.67,115794.75,72,30,Yes,4.09,3610,638,8.96,Air,Delivered
PO-0007392,2024-08-12,SUP-007,MAT-008,Raw Material,Plant-A,WH-01,4707,2306,18.13,38119.65,46,42,Yes,4.27,2363,538,8.17,Rail,Delivered
PO-0007393,2024-05-22,SUP-035,MAT-036,Component,Plant-B,WH-07,962,115,18.68,21143.23,30,6,Yes,4.67,4555,181,9.73,Truck,Pending
PO-0007394,2024-02-11,SUP-010,MAT-001,Consumable,Plant-C,WH-01,2840,533,94.24,18781.79,42,25,Yes,4.16,1252,399,8.49,Air,Delivered
PO-0007395,2024-06-01,SUP-003,MAT-020,Raw Material,Plant-A,WH-09,2839,2040,17.82,238776.09,24,41,Yes,3.56,9927,899,6.72,Rail,Delivered
PO-0007396,2024-03-27,SUP-005,MAT-021,Raw Material,Plant-A,WH-02,2127,4219,109.16,219602.97,82,68,Yes,4.41,4815,716,5.04,Truck,Delivered
PO-0007397,2024-01-12,SUP-038,MAT-047,Raw Material,Plant-B,WH-08,4420,3606,19.47,20354.9,78,78,Yes,4.35,5332,114,8.92,Truck,Pending
PO-0007398,2024-02-21,SUP-023,MAT-003,Component,Plant-A,WH-07,2488,4131,20.9,44556.23,75,39,Yes,4.07,6146,542,8.77,Truck,Delivered
PO-0007399,2024-05-03,SUP-003,MAT-006,Component,Plant-C,WH-10,346,4633,7.99,33907.78,17,53,Yes,3.28,2886,709,5.21,Ship,In Transit
