log_id,timestamp,machine_id,plant,production_line,event_type,event_category,severity_level,operator_id,shift,parameter_name,old_value,new_value,response_time_ms,duration_sec,alarm_code,acknowledged,system_component,session_id,message
LOG-0008631,2024-01-09 23:45:26,MCH-024,Plant-C,LINE-4,Parameter Change,Operational,WARNING,W-0075,Night,Pressure,116.6,802.2,1307.9,78.3,NONE,N/A,Sensor,SES-00155,Setpoint changed
LOG-0008632,2024-01-09 23:46:44,MCH-007,Plant-B,LINE-5,Machine Start,Process,INFO,W-0165,Afternoon,N/A,511.23,913.43,258.1,273.5,A002,N/A,Network,SES-00165,Calibration required
LOG-0008633,2024-01-09 23:48:18,MCH-004,Plant-B,LINE-9,Maintenance End,System,INFO,W-0071,Night,Voltage,824.98,912.48,449.7,101.9,A002,N/A,Database,SES-00096,Manual override
LOG-0008634,2024-01-09 23:49:49,MCH-003,Plant-A,LINE-9,Shift Change,Alert,INFO,W-0126,Afternoon,Speed,743.17,340.95,169.1,212.1,A003,Yes,Drive,SES-00478,Backup completed
LOG-0008635,2024-01-09 23:51:29,MCH-035,Plant-C,LINE-8,Job Start,Process,DEBUG,W-0075,Afternoon,Speed,947.69,325.38,20.6,184.0,A003,Yes,Database,SES-00124,Setpoint changed
LOG-0008636,2024-01-09 23:52:57,MCH-034,Plant-B,LINE-2,Error,Operational,ERROR,W-0065,Afternoon,Torque,929.13,430.95,5.0,575.8,W001,N/A,HMI,SES-00091,Setpoint changed
LOG-0008637,2024-01-09 23:54:02,MCH-016,Plant-C,LINE-4,Info,Process,ERROR,W-0047,Morning,N/A,644.08,387.12,83.5,56.1,A001,N/A,Network,SES-00126,Sync successful
LOG-0008638,2024-01-09 23:55:55,MCH-027,Plant-C,LINE-10,Warning,System,INFO,W-0190,Afternoon,Torque,103.14,623.37,533.7,339.8,A005,Yes,SCADA,SES-00068,Auto mode activated
LOG-0008639,2024-01-09 23:57:03,MCH-027,Plant-A,LINE-10,Alarm Triggered,System,WARNING,W-0106,Afternoon,Current,172.16,175.04,206.4,843.7,NONE,N/A,Sensor,SES-00390,Connection timeout
LOG-0008640,2024-01-09 23:58:55,MCH-018,Plant-C,LINE-3,Info,User,INFO,W-0006,Morning,Voltage,426.68,735.24,552.7,5.6,NONE,N/A,Actuator,SES-00320,Sync successful
LOG-0008641,2024-01-10 00:00:02,MCH-035,Plant-A,LINE-3,Login,Process,WARNING,W-0068,Morning,Torque,106.64,556.65,63.6,14.8,NONE,Yes,PLC,SES-00056,Auto mode activated
LOG-0008642,2024-01-10 00:01:36,MCH-033,Plant-A,LINE-3,Shift Change,Alert,INFO,W-0034,Afternoon,Speed,413.02,822.29,142.0,705.6,NONE,Yes,PLC,SES-00389,Auto mode activated
LOG-0008643,2024-01-10 00:03:00,MCH-009,Plant-A,LINE-7,Machine Stop,User,INFO,W-0116,Afternoon,Flow,784.96,178.33,192.0,49.4,E001,N/A,Sensor,SES-00148,Auto mode activated
LOG-0008644,2024-01-10 00:04:45,MCH-013,Plant-C,LINE-7,Machine Start,System,INFO,W-0159,Night,Flow,270.68,682.24,86.9,61.4,NONE,N/A,Network,SES-00069,Setpoint changed
LOG-0008645,2024-01-10 00:06:07,MCH-045,Plant-B,LINE-5,Machine Stop,Process,INFO,W-0025,Morning,Torque,824.42,520.68,123.8,296.3,NONE,Yes,Sensor,SES-00327,Sync successful
LOG-0008646,2024-01-10 00:07:43,MCH-036,Plant-C,LINE-1,Alarm Triggered,System,INFO,W-0152,Night,Voltage,43.92,1.5,62.3,41.5,A004,Yes,Database,SES-00464,Backup completed
LOG-0008647,2024-01-10 00:09:12,MCH-027,Plant-B,LINE-9,Machine Start,Process,ERROR,W-0023,Afternoon,Temperature,466.63,647.03,142.2,592.1,A004,Yes,Sensor,SES-00018,Sync successful
LOG-0008648,2024-01-10 00:10:32,MCH-044,Plant-C,LINE-3,Info,System,INFO,W-0009,Morning,Temperature,957.55,466.43,252.9,61.9,NONE,N/A,PLC,SES-00136,Auto mode activated
LOG-0008649,2024-01-10 00:12:25,MCH-019,Plant-A,LINE-8,Shift Change,Process,INFO,W-0199,Night,Flow,851.95,347.96,62.8,164.9,A002,No,HMI,SES-00386,Threshold exceeded
LOG-0008650,2024-01-10 00:13:54,MCH-038,Plant-C,LINE-4,Logout,Process,INFO,W-0155,Morning,Speed,14.48,380.09,148.4,39.3,NONE,N/A,Drive,SES-00052,Normal operation
LOG-0008651,2024-01-10 00:15:24,MCH-030,Plant-A,LINE-3,Shift Change,Alert,DEBUG,W-0195,Night,Temperature,500.31,574.1,220.0,46.3,NONE,N/A,Network,SES-00250,Threshold exceeded
LOG-0008652,2024-01-10 00:16:49,MCH-020,Plant-C,LINE-9,Warning,Operational,INFO,W-0093,Afternoon,Torque,3.83,184.69,90.9,513.5,E002,N/A,Actuator,SES-00302,Normal operation
LOG-0008653,2024-01-10 00:18:22,MCH-047,Plant-A,LINE-9,Shift Change,System,INFO,W-0146,Afternoon,Current,633.86,994.71,309.6,33.0,E002,N/A,SCADA,SES-00109,Firmware update
LOG-0008654,2024-01-10 00:19:42,MCH-007,Plant-A,LINE-1,Machine Start,Operational,INFO,W-0141,Morning,Temperature,962.23,81.34,262.1,576.2,W001,Yes,Drive,SES-00368,Normal operation
LOG-0008655,2024-01-10 00:21:14,MCH-009,Plant-C,LINE-7,Job Start,Process,INFO,W-0168,Afternoon,Torque,823.64,624.2,366.8,302.8,A001,Yes,Sensor,SES-00294,Calibration required
LOG-0008656,2024-01-10 00:22:58,MCH-016,Plant-C,LINE-2,Maintenance End,System,INFO,W-0022,Afternoon,N/A,556.73,484.93,114.5,129.5,E001,N/A,Sensor,SES-00168,Firmware update
LOG-0008657,2024-01-10 00:24:03,MCH-005,Plant-A,LINE-8,Job Start,System,WARNING,W-0075,Night,Voltage,952.47,51.38,64.1,784.9,A003,No,Drive,SES-00113,Sync successful
LOG-0008658,2024-01-10 00:25:48,MCH-008,Plant-A,LINE-5,Alarm Cleared,Operational,INFO,W-0013,Afternoon,N/A,402.75,643.93,460.1,450.2,E001,N/A,Network,SES-00262,Calibration required
LOG-0008659,2024-01-10 00:27:14,MCH-015,Plant-C,LINE-1,Login,System,DEBUG,W-0181,Night,Flow,736.24,85.49,34.0,91.6,NONE,N/A,Actuator,SES-00150,Auto mode activated
LOG-0008660,2024-01-10 00:28:48,MCH-044,Plant-C,LINE-3,Login,System,INFO,W-0167,Morning,Voltage,813.8,651.36,9.1,161.8,NONE,Yes,Actuator,SES-00099,Calibration required
LOG-0008661,2024-01-10 00:30:30,MCH-021,Plant-C,LINE-5,Job Start,Process,INFO,W-0042,Morning,Speed,104.23,909.02,28.3,356.6,NONE,N/A,SCADA,SES-00008,Setpoint changed
LOG-0008662,2024-01-10 00:32:00,MCH-049,Plant-A,LINE-4,Info,Process,WARNING,W-0036,Afternoon,N/A,513.93,258.94,25.4,35.1,NONE,N/A,SCADA,SES-00450,Threshold exceeded
LOG-0008663,2024-01-10 00:33:13,MCH-011,Plant-A,LINE-4,Error,System,WARNING,W-0130,Afternoon,Pressure,629.86,130.21,27.1,34.6,A002,Yes,Network,SES-00248,Manual override
LOG-0008664,2024-01-10 00:34:55,MCH-045,Plant-A,LINE-8,Alarm Triggered,Operational,ERROR,W-0045,Morning,Voltage,360.31,115.09,84.3,352.1,W001,Yes,Drive,SES-00037,Manual override
LOG-0008665,2024-01-10 00:36:19,MCH-043,Plant-B,LINE-4,Alarm Cleared,Process,INFO,W-0055,Night,Voltage,473.17,801.2,400.1,242.8,W002,Yes,Drive,SES-00354,Setpoint changed
LOG-0008666,2024-01-10 00:37:44,MCH-029,Plant-B,LINE-1,Warning,Operational,DEBUG,W-0112,Morning,Temperature,640.53,349.49,43.4,18.0,A002,N/A,Sensor,SES-00262,Manual override
LOG-0008667,2024-01-10 00:39:16,MCH-049,Plant-A,LINE-2,Alarm Triggered,Process,WARNING,W-0137,Afternoon,Current,767.82,105.9,105.5,483.8,NONE,N/A,PLC,SES-00156,Backup completed
LOG-0008668,2024-01-10 00:40:32,MCH-046,Plant-A,LINE-3,Login,User,INFO,W-0134,Night,Voltage,732.05,850.87,529.3,414.5,NONE,N/A,Actuator,SES-00211,Firmware update
LOG-0008669,2024-01-10 00:42:12,MCH-009,Plant-C,LINE-1,Machine Stop,User,WARNING,W-0093,Afternoon,Current,921.24,565.81,221.3,822.6,NONE,N/A,Actuator,SES-00221,Calibration required
LOG-0008670,2024-01-10 00:43:35,MCH-040,Plant-C,LINE-7,Job End,Operational,INFO,W-0126,Morning,Temperature,687.11,129.94,491.3,362.5,NONE,N/A,Sensor,SES-00006,Connection timeout
LOG-0008671,2024-01-10 00:45:12,MCH-005,Plant-A,LINE-8,Maintenance Start,Operational,CRITICAL,W-0084,Afternoon,Flow,349.15,626.73,119.7,918.0,NONE,No,SCADA,SES-00311,Normal operation
LOG-0008672,2024-01-10 00:46:42,MCH-019,Plant-A,LINE-3,Error,Operational,INFO,W-0144,Afternoon,Pressure,824.41,771.31,7.0,199.7,E001,N/A,Network,SES-00014,Calibration required
LOG-0008673,2024-01-10 00:48:15,MCH-045,Plant-C,LINE-5,Info,Process,INFO,W-0074,Night,N/A,520.24,446.63,98.8,289.3,A005,N/A,HMI,SES-00125,Manual override
LOG-0008674,2024-01-10 00:49:33,MCH-021,Plant-C,LINE-6,Parameter Change,User,WARNING,W-0167,Afternoon,Flow,660.59,132.62,59.2,681.7,NONE,Yes,SCADA,SES-00367,Manual override
LOG-0008675,2024-01-10 00:51:24,MCH-028,Plant-B,LINE-9,Machine Stop,System,WARNING,W-0027,Morning,Current,597.54,776.36,347.9,401.4,W001,N/A,Sensor,SES-00170,Calibration required
LOG-0008676,2024-01-10 00:52:38,MCH-038,Plant-A,LINE-3,Warning,Alert,WARNING,W-0115,Night,Pressure,482.54,532.38,83.4,280.8,NONE,Yes,Database,SES-00057,Manual override
LOG-0008677,2024-01-10 00:54:02,MCH-049,Plant-B,LINE-5,Error,System,WARNING,W-0102,Morning,Voltage,442.19,952.72,185.1,209.6,A004,N/A,Sensor,SES-00333,Manual override
LOG-0008678,2024-01-10 00:55:43,MCH-044,Plant-B,LINE-5,Info,System,INFO,W-0184,Morning,Torque,510.01,347.85,905.1,14.9,NONE,Yes,Actuator,SES-00138,Manual override
LOG-0008679,2024-01-10 00:57:25,MCH-025,Plant-B,LINE-1,Parameter Change,Process,INFO,W-0198,Night,Torque,140.79,990.95,632.5,446.2,NONE,Yes,Network,SES-00306,Sync successful
LOG-0008680,2024-01-10 00:58:47,MCH-026,Plant-B,LINE-8,Shift Change,System,INFO,W-0025,Night,Voltage,322.27,211.31,82.4,73.4,E001,N/A,Database,SES-00027,Sync successful
LOG-0008681,2024-01-10 01:00:05,MCH-033,Plant-A,LINE-1,Alarm Cleared,Alert,CRITICAL,W-0103,Night,Voltage,862.95,754.38,107.0,557.1,NONE,Yes,Database,SES-00335,Normal operation
LOG-0008682,2024-01-10 01:01:43,MCH-041,Plant-C,LINE-1,Warning,User,INFO,W-0081,Morning,Flow,274.81,927.88,70.4,155.5,NONE,Yes,Drive,SES-00107,Backup completed
LOG-0008683,2024-01-10 01:03:21,MCH-027,Plant-B,LINE-8,Parameter Change,Process,INFO,W-0066,Night,Temperature,319.43,210.48,51.9,172.3,NONE,Yes,Sensor,SES-00112,Connection timeout
LOG-0008684,2024-01-10 01:04:52,MCH-032,Plant-C,LINE-5,Alarm Triggered,System,INFO,W-0173,Afternoon,N/A,904.5,843.65,449.7,252.3,NONE,N/A,Database,SES-00473,Connection timeout
LOG-0008685,2024-01-10 01:06:11,MCH-030,Plant-A,LINE-2,Login,Alert,DEBUG,W-0017,Morning,Current,509.27,895.55,5.0,200.3,NONE,N/A,HMI,SES-00120,Backup completed
LOG-0008686,2024-01-10 01:07:48,MCH-031,Plant-A,LINE-6,Error,User,WARNING,W-0090,Morning,N/A,752.73,793.13,212.4,2197.7,A005,Yes,SCADA,SES-00050,Calibration required
LOG-0008687,2024-01-10 01:09:15,MCH-044,Plant-C,LINE-9,Error,Operational,INFO,W-0039,Morning,N/A,60.06,775.98,529.2,104.8,NONE,Yes,Sensor,SES-00127,Sync successful
LOG-0008688,2024-01-10 01:10:31,MCH-001,Plant-B,LINE-1,Maintenance Start,Process,CRITICAL,W-0172,Afternoon,Voltage,354.12,128.2,181.6,250.9,NONE,Yes,SCADA,SES-00292,Normal operation
LOG-0008689,2024-01-10 01:12:01,MCH-043,Plant-A,LINE-3,Alarm Triggered,Operational,ERROR,W-0047,Night,Voltage,621.93,506.46,48.8,68.2,E001,N/A,SCADA,SES-00100,Sync successful
LOG-0008690,2024-01-10 01:13:44,MCH-046,Plant-C,LINE-7,Login,Process,ERROR,W-0023,Afternoon,Flow,809.44,404.64,180.3,10.9,NONE,Yes,SCADA,SES-00454,Manual override
LOG-0008691,2024-01-10 01:15:06,MCH-045,Plant-C,LINE-5,Login,Alert,INFO,W-0056,Night,Pressure,654.21,661.42,203.8,20.3,E002,N/A,Actuator,SES-00196,Threshold exceeded
LOG-0008692,2024-01-10 01:16:59,MCH-003,Plant-C,LINE-6,Maintenance End,Operational,INFO,W-0002,Afternoon,Voltage,154.81,563.85,49.1,131.3,A005,N/A,PLC,SES-00379,Threshold exceeded
LOG-0008693,2024-01-10 01:18:05,MCH-015,Plant-B,LINE-10,Alarm Triggered,User,WARNING,W-0145,Morning,Pressure,389.45,926.69,60.9,172.9,A004,N/A,SCADA,SES-00019,Firmware update
LOG-0008694,2024-01-10 01:19:59,MCH-029,Plant-B,LINE-3,Job Start,System,DEBUG,W-0095,Afternoon,Pressure,706.65,653.17,195.8,163.2,NONE,N/A,HMI,SES-00465,Backup completed
LOG-0008695,2024-01-10 01:21:03,MCH-049,Plant-C,LINE-1,Alarm Cleared,Alert,WARNING,W-0082,Night,N/A,913.52,246.07,371.2,241.6,NONE,Yes,SCADA,SES-00412,Backup completed
LOG-0008696,2024-01-10 01:22:55,MCH-025,Plant-A,LINE-1,Login,User,INFO,W-0153,Afternoon,Torque,100.95,39.69,107.4,206.8,NONE,Yes,PLC,SES-00183,Setpoint changed
LOG-0008697,2024-01-10 01:24:04,MCH-023,Plant-B,LINE-7,Shift Change,System,INFO,W-0010,Night,Torque,10.85,626.9,248.5,39.0,A002,Yes,PLC,SES-00358,Threshold exceeded
LOG-0008698,2024-01-10 01:25:44,MCH-018,Plant-B,LINE-8,Warning,System,DEBUG,W-0074,Night,Flow,27.8,310.12,151.5,13.7,A003,Yes,SCADA,SES-00243,Calibration required
LOG-0008699,2024-01-10 01:27:02,MCH-029,Plant-B,LINE-2,Maintenance End,Operational,INFO,W-0119,Night,Voltage,740.28,226.1,575.4,332.7,NONE,N/A,Actuator,SES-00076,Manual override
LOG-0008700,2024-01-10 01:28:51,MCH-024,Plant-A,LINE-7,Login,Operational,INFO,W-0119,Afternoon,Torque,44.82,753.42,661.9,519.9,E002,Yes,SCADA,SES-00375,Calibration required
LOG-0008701,2024-01-10 01:30:23,MCH-001,Plant-A,LINE-7,Machine Start,Process,WARNING,W-0012,Night,N/A,698.69,110.1,157.4,222.2,A004,No,PLC,SES-00390,Normal operation
LOG-0008702,2024-01-10 01:31:59,MCH-039,Plant-A,LINE-5,Alarm Cleared,System,INFO,W-0072,Afternoon,Voltage,191.46,817.61,140.1,857.7,W001,Yes,PLC,SES-00027,Threshold exceeded
LOG-0008703,2024-01-10 01:33:04,MCH-007,Plant-C,LINE-3,Alarm Cleared,System,INFO,W-0055,Night,Current,469.63,802.71,121.4,531.6,NONE,N/A,Network,SES-00348,Backup completed
LOG-0008704,2024-01-10 01:34:32,MCH-024,Plant-B,LINE-9,Job Start,System,DEBUG,W-0098,Night,Current,55.62,173.73,152.5,76.1,NONE,Yes,Drive,SES-00231,Connection timeout
LOG-0008705,2024-01-10 01:36:25,MCH-048,Plant-C,LINE-4,Job End,Operational,INFO,W-0027,Morning,Torque,663.22,829.17,5.0,224.9,NONE,N/A,SCADA,SES-00104,Manual override
LOG-0008706,2024-01-10 01:37:41,MCH-046,Plant-A,LINE-2,Alarm Triggered,Alert,WARNING,W-0144,Night,Flow,651.82,31.93,197.4,480.4,A004,N/A,HMI,SES-00046,Connection timeout
LOG-0008707,2024-01-10 01:39:03,MCH-040,Plant-A,LINE-3,Machine Stop,Operational,INFO,W-0158,Morning,Current,837.29,266.44,113.3,469.6,E001,N/A,Drive,SES-00037,Setpoint changed
LOG-0008708,2024-01-10 01:40:54,MCH-049,Plant-C,LINE-2,Parameter Change,System,WARNING,W-0160,Night,Speed,62.39,156.89,67.8,37.9,A002,Yes,Actuator,SES-00185,Manual override
LOG-0008709,2024-01-10 01:42:19,MCH-013,Plant-B,LINE-1,Info,Operational,INFO,W-0037,Night,N/A,593.31,249.93,63.9,6.4,NONE,Yes,PLC,SES-00429,Setpoint changed
LOG-0008710,2024-01-10 01:43:55,MCH-047,Plant-A,LINE-2,Warning,Process,INFO,W-0043,Night,Speed,299.14,723.72,50.2,227.8,NONE,N/A,Network,SES-00345,Auto mode activated
LOG-0008711,2024-01-10 01:45:14,MCH-034,Plant-C,LINE-7,Alarm Cleared,System,WARNING,W-0007,Night,N/A,307.32,116.78,183.9,2.3,NONE,N/A,Database,SES-00391,Setpoint changed
LOG-0008712,2024-01-10 01:46:58,MCH-048,Plant-B,LINE-5,Job End,System,INFO,W-0086,Afternoon,Pressure,606.98,59.64,12.5,585.9,NONE,Yes,SCADA,SES-00368,Setpoint changed
LOG-0008713,2024-01-10 01:48:20,MCH-020,Plant-B,LINE-8,Machine Stop,Operational,INFO,W-0156,Morning,Speed,851.58,848.49,62.9,345.5,W001,N/A,HMI,SES-00212,Calibration required
LOG-0008714,2024-01-10 01:50:00,MCH-021,Plant-A,LINE-5,Warning,User,INFO,W-0033,Morning,Speed,255.55,720.8,151.2,236.8,NONE,Yes,HMI,SES-00251,Firmware update
LOG-0008715,2024-01-10 01:51:00,MCH-011,Plant-C,LINE-6,Alarm Triggered,Process,INFO,W-0157,Night,Temperature,260.55,757.81,11.8,76.9,A002,No,HMI,SES-00442,Auto mode activated
LOG-0008716,2024-01-10 01:52:49,MCH-027,Plant-C,LINE-4,Maintenance End,Process,INFO,W-0040,Afternoon,Voltage,240.19,232.32,24.6,182.2,NONE,N/A,Database,SES-00496,Manual override
LOG-0008717,2024-01-10 01:54:26,MCH-016,Plant-A,LINE-5,Parameter Change,Operational,INFO,W-0146,Morning,Torque,119.85,599.48,117.0,67.6,A002,Yes,PLC,SES-00212,Threshold exceeded
LOG-0008718,2024-01-10 01:55:42,MCH-026,Plant-A,LINE-2,Login,Operational,ERROR,W-0198,Afternoon,Temperature,663.74,589.13,147.4,216.8,E002,N/A,Drive,SES-00351,Calibration required
LOG-0008719,2024-01-10 01:57:24,MCH-017,Plant-A,LINE-10,Job End,Alert,ERROR,W-0170,Morning,Torque,688.22,367.66,469.0,662.7,E001,N/A,Network,SES-00090,Sync successful
LOG-0008720,2024-01-10 01:58:34,MCH-002,Plant-C,LINE-9,Alarm Triggered,Process,INFO,W-0071,Afternoon,Voltage,146.66,14.25,5.0,220.5,A003,N/A,Network,SES-00478,Manual override
LOG-0008721,2024-01-10 02:00:14,MCH-001,Plant-C,LINE-3,Error,User,ERROR,W-0064,Morning,Voltage,279.7,553.0,85.7,447.3,W001,N/A,Database,SES-00122,Setpoint changed
LOG-0008722,2024-01-10 02:01:37,MCH-012,Plant-C,LINE-3,Job Start,Operational,INFO,W-0198,Afternoon,Temperature,540.93,258.26,239.6,1.0,A004,Yes,Database,SES-00258,Auto mode activated
LOG-0008723,2024-01-10 02:03:03,MCH-046,Plant-C,LINE-9,Login,Operational,INFO,W-0029,Morning,Voltage,946.76,596.1,73.2,526.2,A005,Yes,SCADA,SES-00434,Backup completed
LOG-0008724,2024-01-10 02:04:55,MCH-004,Plant-A,LINE-3,Alarm Triggered,Process,ERROR,W-0104,Night,Speed,623.24,611.69,397.4,427.2,A005,N/A,Actuator,SES-00219,Manual override
LOG-0008725,2024-01-10 02:06:13,MCH-012,Plant-C,LINE-10,Parameter Change,Alert,ERROR,W-0167,Morning,Pressure,285.85,118.75,612.6,240.2,NONE,N/A,Actuator,SES-00184,Backup completed
LOG-0008726,2024-01-10 02:07:45,MCH-016,Plant-A,LINE-6,Alarm Cleared,Alert,WARNING,W-0058,Morning,Flow,15.05,331.02,349.3,111.4,A002,No,Drive,SES-00273,Connection timeout
LOG-0008727,2024-01-10 02:09:06,MCH-024,Plant-B,LINE-10,Maintenance Start,Operational,DEBUG,W-0042,Morning,Pressure,571.57,417.81,621.0,30.5,NONE,N/A,HMI,SES-00068,Setpoint changed
LOG-0008728,2024-01-10 02:10:56,MCH-049,Plant-B,LINE-6,Alarm Cleared,Operational,INFO,W-0113,Morning,Torque,978.56,966.33,311.3,137.5,NONE,N/A,Actuator,SES-00208,Connection timeout
LOG-0008729,2024-01-10 02:12:08,MCH-015,Plant-B,LINE-7,Warning,Operational,CRITICAL,W-0068,Morning,Flow,518.65,477.08,12.0,307.0,NONE,Yes,Sensor,SES-00120,Firmware update
LOG-0008730,2024-01-10 02:14:00,MCH-045,Plant-A,LINE-10,Error,System,INFO,W-0158,Night,Speed,122.43,118.48,616.1,153.8,A005,N/A,Database,SES-00485,Sync successful
LOG-0008731,2024-01-10 02:15:18,MCH-013,Plant-B,LINE-9,Alarm Triggered,Process,INFO,W-0072,Night,Speed,977.44,929.68,38.6,465.8,NONE,No,Network,SES-00014,Setpoint changed
LOG-0008732,2024-01-10 02:16:49,MCH-021,Plant-A,LINE-2,Alarm Cleared,Operational,INFO,W-0092,Afternoon,Pressure,224.98,81.02,152.6,684.6,NONE,N/A,Sensor,SES-00404,Connection timeout
LOG-0008733,2024-01-10 02:18:04,MCH-011,Plant-B,LINE-6,Shift Change,User,INFO,W-0118,Afternoon,Flow,347.61,560.13,186.6,690.1,A003,Yes,PLC,SES-00050,Calibration required
LOG-0008734,2024-01-10 02:19:47,MCH-001,Plant-A,LINE-7,Machine Stop,Process,INFO,W-0120,Night,Pressure,506.9,10.87,199.5,129.5,NONE,Yes,Sensor,SES-00363,Backup completed
LOG-0008735,2024-01-10 02:21:26,MCH-016,Plant-B,LINE-3,Alarm Cleared,Alert,INFO,W-0074,Afternoon,Voltage,57.3,199.08,19.9,114.1,NONE,Yes,Network,SES-00193,Auto mode activated
LOG-0008736,2024-01-10 02:22:38,MCH-024,Plant-B,LINE-10,Shift Change,System,INFO,W-0075,Afternoon,Temperature,385.36,60.09,191.2,494.6,NONE,Yes,SCADA,SES-00442,Backup completed
LOG-0008737,2024-01-10 02:24:04,MCH-014,Plant-C,LINE-10,Job End,System,INFO,W-0118,Morning,Torque,954.94,522.03,281.8,7.9,NONE,Yes,PLC,SES-00040,Connection timeout
LOG-0008738,2024-01-10 02:25:43,MCH-019,Plant-A,LINE-9,Maintenance End,System,WARNING,W-0143,Night,Torque,651.42,143.97,93.1,1219.5,NONE,N/A,Actuator,SES-00258,Normal operation
LOG-0008739,2024-01-10 02:27:15,MCH-031,Plant-A,LINE-9,Error,System,INFO,W-0100,Night,Temperature,905.42,886.21,490.5,388.3,NONE,No,SCADA,SES-00029,Manual override
LOG-0008740,2024-01-10 02:28:46,MCH-043,Plant-C,LINE-2,Alarm Triggered,System,INFO,W-0073,Morning,N/A,547.77,515.07,541.6,376.1,NONE,N/A,Actuator,SES-00097,Sync successful
LOG-0008741,2024-01-10 02:30:13,MCH-015,Plant-C,LINE-9,Parameter Change,Process,WARNING,W-0003,Afternoon,Speed,408.35,203.14,45.6,571.4,NONE,N/A,HMI,SES-00018,Firmware update
LOG-0008742,2024-01-10 02:31:53,MCH-006,Plant-A,LINE-1,Logout,Operational,WARNING,W-0130,Night,Flow,33.43,391.73,229.3,274.2,NONE,N/A,Network,SES-00405,Calibration required
LOG-0008743,2024-01-10 02:33:02,MCH-027,Plant-C,LINE-8,Alarm Triggered,User,DEBUG,W-0148,Morning,Flow,536.36,710.52,296.6,214.8,NONE,Yes,SCADA,SES-00344,Auto mode activated
LOG-0008744,2024-01-10 02:34:56,MCH-028,Plant-A,LINE-8,Shift Change,System,INFO,W-0034,Night,Current,974.9,401.85,5.5,310.9,NONE,N/A,Network,SES-00111,Calibration required
LOG-0008745,2024-01-10 02:36:14,MCH-045,Plant-C,LINE-7,Maintenance End,System,INFO,W-0122,Morning,Temperature,13.72,619.09,60.2,533.9,NONE,Yes,HMI,SES-00269,Backup completed
LOG-0008746,2024-01-10 02:37:46,MCH-025,Plant-B,LINE-3,Job End,Alert,INFO,W-0004,Night,Pressure,195.5,148.62,243.2,270.2,A003,Yes,Sensor,SES-00225,Threshold exceeded
LOG-0008747,2024-01-10 02:39:27,MCH-049,Plant-C,LINE-3,Login,Operational,WARNING,W-0153,Morning,N/A,51.54,335.92,134.0,283.1,NONE,N/A,Drive,SES-00416,Threshold exceeded
LOG-0008748,2024-01-10 02:40:38,MCH-025,Plant-B,LINE-4,Login,System,ERROR,W-0130,Morning,Voltage,677.72,480.26,21.4,84.0,NONE,N/A,Drive,SES-00298,Normal operation
LOG-0008749,2024-01-10 02:42:00,MCH-019,Plant-B,LINE-8,Parameter Change,Process,INFO,W-0082,Afternoon,Pressure,852.38,406.86,71.7,344.7,NONE,Yes,PLC,SES-00390,Calibration required
LOG-0008750,2024-01-10 02:43:40,MCH-013,Plant-B,LINE-6,Maintenance End,System,INFO,W-0031,Morning,Speed,109.11,976.1,46.9,50.8,NONE,N/A,Drive,SES-00390,Firmware update
LOG-0008751,2024-01-10 02:45:09,MCH-028,Plant-C,LINE-10,Job Start,System,INFO,W-0166,Afternoon,Voltage,434.77,515.02,25.4,186.1,E002,Yes,SCADA,SES-00141,Setpoint changed
LOG-0008752,2024-01-10 02:46:47,MCH-028,Plant-A,LINE-9,Alarm Triggered,Process,WARNING,W-0064,Morning,Temperature,143.74,595.7,114.0,43.7,NONE,Yes,Network,SES-00081,Auto mode activated
LOG-0008753,2024-01-10 02:48:11,MCH-041,Plant-C,LINE-6,Maintenance Start,Process,INFO,W-0026,Morning,Current,855.83,653.23,237.9,554.0,A003,Yes,Drive,SES-00204,Manual override
LOG-0008754,2024-01-10 02:49:59,MCH-013,Plant-C,LINE-2,Login,System,INFO,W-0017,Afternoon,Voltage,674.28,752.32,200.2,320.6,A005,No,Database,SES-00109,Manual override
LOG-0008755,2024-01-10 02:51:20,MCH-025,Plant-B,LINE-9,Alarm Cleared,Alert,WARNING,W-0078,Morning,Flow,51.35,560.08,278.0,202.4,E001,N/A,Sensor,SES-00346,Manual override
LOG-0008756,2024-01-10 02:52:33,MCH-016,Plant-B,LINE-1,Shift Change,System,INFO,W-0080,Afternoon,Current,632.05,347.29,539.3,64.5,NONE,N/A,Drive,SES-00474,Auto mode activated
LOG-0008757,2024-01-10 02:54:04,MCH-007,Plant-B,LINE-3,Alarm Cleared,Alert,DEBUG,W-0103,Morning,Torque,178.96,80.22,97.1,94.9,E001,N/A,Network,SES-00145,Normal operation
LOG-0008758,2024-01-10 02:55:30,MCH-006,Plant-B,LINE-5,Logout,Operational,INFO,W-0147,Morning,Speed,582.24,726.99,230.1,383.9,NONE,N/A,Network,SES-00004,Setpoint changed
LOG-0008759,2024-01-10 02:57:13,MCH-026,Plant-C,LINE-1,Machine Start,Alert,CRITICAL,W-0128,Night,Temperature,537.85,911.14,18.0,375.0,NONE,Yes,SCADA,SES-00375,Normal operation
LOG-0008760,2024-01-10 02:58:33,MCH-045,Plant-A,LINE-6,Maintenance End,Alert,WARNING,W-0175,Morning,Temperature,170.63,735.85,18.9,78.5,NONE,Yes,SCADA,SES-00182,Setpoint changed
