production_id,date,shift,plant,production_line,machine_id,product_id,planned_units,actual_units,defective_units,scrap_units,cycle_time_sec,oee_pct,availability_pct,performance_pct,quality_pct,raw_material_used_kg,batch_id,operator_id,stoppage_minutes
PRD-007411,2024-09-01,Night,Plant-C,LINE-6,MCH-021,PROD-010,1321,1407,11,31,38.47,82.92,89.42,87.55,96.42,203.53,BATCH-0007411,W-0161,1.0
PRD-007412,2024-05-26,Night,Plant-C,LINE-3,MCH-045,PROD-007,913,1147,86,44,54.64,58.7,92.47,87.57,98.06,606.41,BATCH-0007412,W-0150,6.1
PRD-007413,2024-01-24,Morning,Plant-C,LINE-3,MCH-027,PROD-004,1682,920,83,32,47.75,87.95,83.74,81.36,98.51,500.64,BATCH-0007413,W-0049,6.2
PRD-007414,2024-03-25,Afternoon,Plant-A,LINE-9,MCH-036,PROD-024,1121,516,9,22,49.6,85.86,94.84,90.02,94.1,496.19,BATCH-0007414,W-0058,13.3
PRD-007415,2024-03-12,Afternoon,Plant-A,LINE-2,MCH-047,PROD-017,940,1345,20,43,50.79,84.3,90.62,90.09,97.05,452.42,BATCH-0007415,W-0022,27.2
PRD-007416,2024-04-21,Morning,Plant-C,LINE-1,MCH-032,PROD-009,1760,1868,60,11,55.26,79.02,84.94,95.13,98.23,413.74,BATCH-0007416,W-0122,10.2
PRD-007417,2024-12-17,Afternoon,Plant-C,LINE-3,MCH-001,PROD-002,1763,691,52,27,53.31,64.71,91.27,79.87,94.34,544.51,BATCH-0007417,W-0138,52.3
PRD-007418,2024-12-01,Morning,Plant-B,LINE-9,MCH-036,PROD-014,1084,590,36,25,61.54,74.3,89.62,95.71,97.33,577.64,BATCH-0007418,W-0041,18.8
PRD-007419,2024-05-27,Afternoon,Plant-A,LINE-10,MCH-033,PROD-019,779,1633,1,16,55.66,88.98,88.07,81.52,94.71,522.61,BATCH-0007419,W-0053,3.6
PRD-007420,2024-12-07,Morning,Plant-B,LINE-4,MCH-014,PROD-024,918,985,52,2,66.16,86.44,91.97,92.46,94.64,602.89,BATCH-0007420,W-0040,27.0
PRD-007421,2024-07-13,Afternoon,Plant-B,LINE-7,MCH-046,PROD-019,1480,1283,82,6,52.91,81.45,88.78,86.23,95.88,480.59,BATCH-0007421,W-0188,8.6
PRD-007422,2024-02-05,Morning,Plant-A,LINE-3,MCH-049,PROD-009,598,1425,57,26,59.87,71.63,94.13,91.49,96.07,556.39,BATCH-0007422,W-0148,19.4
PRD-007423,2024-06-03,Night,Plant-A,LINE-3,MCH-043,PROD-022,655,636,5,38,40.19,92.75,79.79,91.39,100.0,553.77,BATCH-0007423,W-0189,14.3
PRD-007424,2024-06-01,Morning,Plant-B,LINE-7,MCH-012,PROD-023,1757,539,93,38,53.66,90.19,86.89,89.5,96.56,536.33,BATCH-0007424,W-0151,10.9
PRD-007425,2024-07-19,Night,Plant-A,LINE-3,MCH-045,PROD-003,1353,1278,44,21,45.71,73.51,87.0,93.03,94.02,467.0,BATCH-0007425,W-0083,34.1
PRD-007426,2024-07-14,Afternoon,Plant-C,LINE-8,MCH-022,PROD-008,709,1271,88,22,43.68,77.34,85.69,74.04,99.19,499.48,BATCH-0007426,W-0124,3.3
PRD-007427,2024-03-31,Morning,Plant-A,LINE-9,MCH-035,PROD-001,1809,1758,3,42,46.83,95.48,93.79,87.55,99.83,468.53,BATCH-0007427,W-0104,3.1
PRD-007428,2024-09-10,Morning,Plant-B,LINE-1,MCH-019,PROD-024,1988,1127,94,0,38.01,75.32,87.19,90.75,96.46,619.87,BATCH-0007428,W-0004,10.7
PRD-007429,2024-08-05,Afternoon,Plant-B,LINE-1,MCH-039,PROD-014,1784,2088,41,27,54.59,80.06,94.01,95.82,99.68,391.63,BATCH-0007429,W-0153,10.5
PRD-007430,2024-04-14,Night,Plant-A,LINE-6,MCH-027,PROD-021,1925,1188,46,39,47.19,71.52,92.84,79.3,96.91,495.74,BATCH-0007430,W-0004,15.9
PRD-007431,2024-04-21,Morning,Plant-C,LINE-1,MCH-031,PROD-012,1755,773,72,37,42.15,80.91,90.07,87.38,98.31,697.19,BATCH-0007431,W-0054,27.0
PRD-007432,2024-01-01,Night,Plant-B,LINE-5,MCH-049,PROD-021,1329,474,72,45,40.54,90.06,87.38,77.8,98.46,424.5,BATCH-0007432,W-0032,1.0
PRD-007433,2024-05-31,Night,Plant-A,LINE-9,MCH-001,PROD-011,1016,608,19,42,28.78,80.58,91.31,79.99,95.89,578.69,BATCH-0007433,W-0049,28.9
PRD-007434,2024-12-14,Morning,Plant-A,LINE-8,MCH-016,PROD-009,1509,1960,52,22,44.01,52.24,91.37,75.21,100.0,393.27,BATCH-0007434,W-0042,17.6
PRD-007435,2024-02-26,Night,Plant-B,LINE-4,MCH-008,PROD-017,805,2009,82,21,55.34,75.43,96.22,80.56,96.82,423.87,BATCH-0007435,W-0158,20.7
PRD-007436,2024-02-06,Night,Plant-C,LINE-5,MCH-045,PROD-003,1304,782,5,36,34.55,69.82,88.95,83.67,97.36,486.84,BATCH-0007436,W-0055,1.7
PRD-007437,2024-08-22,Afternoon,Plant-C,LINE-4,MCH-046,PROD-003,1878,2016,50,40,48.17,84.3,93.35,77.83,95.74,355.76,BATCH-0007437,W-0155,16.1
PRD-007438,2024-08-01,Afternoon,Plant-A,LINE-7,MCH-032,PROD-017,545,423,4,13,48.85,79.45,90.26,84.99,97.66,342.15,BATCH-0007438,W-0075,7.9
PRD-007439,2024-02-19,Night,Plant-A,LINE-3,MCH-002,PROD-014,914,753,70,21,69.46,68.55,88.31,96.13,96.95,492.6,BATCH-0007439,W-0105,33.7
PRD-007440,2024-12-16,Night,Plant-B,LINE-10,MCH-030,PROD-011,1027,892,13,32,42.11,90.1,97.09,87.41,96.94,333.6,BATCH-0007440,W-0171,36.8
PRD-007441,2024-06-01,Night,Plant-A,LINE-2,MCH-043,PROD-005,1077,448,86,24,57.96,94.8,92.4,83.05,97.51,439.37,BATCH-0007441,W-0131,0.5
PRD-007442,2024-03-30,Afternoon,Plant-B,LINE-4,MCH-010,PROD-012,689,1654,17,39,35.49,59.8,87.48,83.51,97.5,511.97,BATCH-0007442,W-0085,5.3
PRD-007443,2024-11-16,Afternoon,Plant-C,LINE-7,MCH-001,PROD-002,1359,1778,77,16,39.24,80.6,89.9,89.17,99.38,337.07,BATCH-0007443,W-0042,11.7
PRD-007444,2024-12-09,Night,Plant-A,LINE-9,MCH-025,PROD-001,1936,1458,58,46,44.51,69.62,93.65,89.92,97.37,494.75,BATCH-0007444,W-0030,37.3
PRD-007445,2024-02-22,Morning,Plant-B,LINE-6,MCH-012,PROD-025,949,2057,38,25,47.45,89.96,91.12,87.51,100.0,605.44,BATCH-0007445,W-0039,7.5
PRD-007446,2024-07-10,Afternoon,Plant-B,LINE-9,MCH-031,PROD-011,1461,1425,48,46,49.76,78.98,86.74,84.47,96.41,334.67,BATCH-0007446,W-0154,0.1
PRD-007447,2024-04-05,Afternoon,Plant-B,LINE-7,MCH-025,PROD-017,1493,1620,94,31,38.28,67.91,88.3,79.49,95.46,504.48,BATCH-0007447,W-0176,14.4
PRD-007448,2024-05-31,Night,Plant-B,LINE-6,MCH-015,PROD-011,610,817,93,49,35.76,71.58,94.6,93.27,100.0,426.72,BATCH-0007448,W-0085,34.3
PRD-007449,2024-09-18,Afternoon,Plant-A,LINE-3,MCH-008,PROD-022,1524,1796,84,43,41.49,93.42,87.0,65.4,100.0,364.57,BATCH-0007449,W-0022,8.5
PRD-007450,2024-04-26,Morning,Plant-B,LINE-3,MCH-003,PROD-005,815,1714,89,22,33.0,69.01,93.61,91.79,95.95,697.23,BATCH-0007450,W-0152,1.2
PRD-007451,2024-02-27,Morning,Plant-A,LINE-1,MCH-030,PROD-013,670,1636,62,23,27.22,82.86,85.62,97.15,96.45,407.89,BATCH-0007451,W-0195,22.5
PRD-007452,2024-11-03,Afternoon,Plant-A,LINE-1,MCH-007,PROD-024,1109,1842,22,27,51.71,72.19,87.14,78.51,94.89,469.43,BATCH-0007452,W-0006,18.9
PRD-007453,2024-07-22,Night,Plant-B,LINE-6,MCH-025,PROD-023,1953,1009,8,13,50.77,79.01,99.28,78.11,96.36,411.76,BATCH-0007453,W-0163,22.7
PRD-007454,2024-09-29,Night,Plant-C,LINE-6,MCH-032,PROD-025,648,2036,95,38,49.83,71.93,89.3,85.95,98.64,647.47,BATCH-0007454,W-0114,34.5
PRD-007455,2024-08-03,Afternoon,Plant-C,LINE-6,MCH-035,PROD-022,1466,646,10,40,40.04,94.28,91.66,86.36,98.52,652.68,BATCH-0007455,W-0084,37.6
PRD-007456,2024-04-16,Night,Plant-C,LINE-5,MCH-042,PROD-007,527,866,43,27,50.89,76.5,78.62,93.96,95.53,628.52,BATCH-0007456,W-0088,29.7
PRD-007457,2024-07-31,Night,Plant-A,LINE-3,MCH-015,PROD-011,839,1347,76,45,35.58,76.25,88.0,89.43,95.61,737.32,BATCH-0007457,W-0033,19.5
PRD-007458,2024-05-14,Morning,Plant-C,LINE-9,MCH-018,PROD-018,1359,753,83,43,44.9,83.64,92.16,90.22,96.45,540.39,BATCH-0007458,W-0057,5.0
PRD-007459,2024-09-02,Night,Plant-B,LINE-1,MCH-018,PROD-017,720,713,67,2,24.39,71.59,87.76,86.22,97.33,362.44,BATCH-0007459,W-0140,4.3
PRD-007460,2024-01-14,Afternoon,Plant-C,LINE-7,MCH-001,PROD-009,706,1152,66,37,49.78,85.58,89.5,79.31,99.65,396.15,BATCH-0007460,W-0146,4.4
PRD-007461,2024-05-08,Morning,Plant-C,LINE-3,MCH-034,PROD-022,1526,1186,1,0,38.31,87.96,92.66,81.03,94.87,493.07,BATCH-0007461,W-0113,7.1
PRD-007462,2024-07-17,Morning,Plant-B,LINE-5,MCH-042,PROD-009,920,1907,29,0,35.28,71.23,88.94,84.84,97.81,450.7,BATCH-0007462,W-0173,18.7
PRD-007463,2024-06-09,Afternoon,Plant-C,LINE-9,MCH-035,PROD-008,1281,725,17,47,42.64,85.98,86.49,80.87,97.28,463.69,BATCH-0007463,W-0008,3.0
PRD-007464,2024-07-12,Night,Plant-A,LINE-1,MCH-014,PROD-006,1458,836,56,33,64.52,71.31,89.86,83.5,95.81,404.27,BATCH-0007464,W-0080,11.8
PRD-007465,2024-10-02,Afternoon,Plant-A,LINE-2,MCH-034,PROD-021,1172,474,28,37,48.82,52.35,87.19,84.34,100.0,617.03,BATCH-0007465,W-0148,7.2
PRD-007466,2024-10-16,Afternoon,Plant-A,LINE-10,MCH-013,PROD-017,1569,1145,21,14,51.02,71.97,78.97,81.14,98.11,527.74,BATCH-0007466,W-0022,13.7
PRD-007467,2024-07-17,Night,Plant-A,LINE-9,MCH-024,PROD-018,1019,2008,99,5,40.1,66.24,88.78,90.22,98.58,482.35,BATCH-0007467,W-0076,20.4
PRD-007468,2024-10-30,Night,Plant-C,LINE-2,MCH-013,PROD-025,1323,1534,56,20,31.23,72.08,80.5,72.35,98.68,412.57,BATCH-0007468,W-0068,23.7
PRD-007469,2024-09-18,Night,Plant-C,LINE-7,MCH-044,PROD-005,1849,462,99,31,47.6,89.42,99.99,95.0,98.67,516.36,BATCH-0007469,W-0031,32.0
PRD-007470,2024-09-04,Afternoon,Plant-A,LINE-10,MCH-032,PROD-002,1464,1325,0,46,65.2,84.5,86.0,91.87,96.31,441.34,BATCH-0007470,W-0140,33.2
PRD-007471,2024-01-12,Morning,Plant-B,LINE-1,MCH-029,PROD-013,670,995,52,47,44.44,68.23,93.53,83.05,94.67,551.62,BATCH-0007471,W-0034,19.0
PRD-007472,2024-04-20,Night,Plant-B,LINE-4,MCH-041,PROD-002,1881,1154,11,25,48.73,72.45,98.42,75.14,97.26,349.41,BATCH-0007472,W-0061,24.6
PRD-007473,2024-07-12,Night,Plant-C,LINE-6,MCH-004,PROD-002,1325,901,39,38,69.04,77.76,91.63,98.1,97.59,479.55,BATCH-0007473,W-0159,4.7
PRD-007474,2024-10-09,Morning,Plant-C,LINE-1,MCH-018,PROD-011,747,1803,61,24,40.47,76.19,81.57,88.63,98.62,472.82,BATCH-0007474,W-0088,25.4
PRD-007475,2024-10-13,Night,Plant-C,LINE-5,MCH-011,PROD-011,707,2050,71,42,30.39,68.77,82.28,93.24,98.07,489.4,BATCH-0007475,W-0015,26.5
PRD-007476,2024-04-28,Night,Plant-C,LINE-2,MCH-006,PROD-015,1370,1430,45,47,47.89,75.87,89.95,85.03,99.86,521.74,BATCH-0007476,W-0095,32.3
PRD-007477,2024-01-02,Night,Plant-C,LINE-5,MCH-045,PROD-022,783,1855,45,40,44.43,76.48,98.17,97.35,95.74,578.78,BATCH-0007477,W-0091,16.3
PRD-007478,2024-01-15,Afternoon,Plant-C,LINE-5,MCH-020,PROD-008,962,527,28,1,37.79,78.79,88.61,85.2,97.58,616.88,BATCH-0007478,W-0159,19.0
PRD-007479,2024-05-22,Afternoon,Plant-A,LINE-5,MCH-003,PROD-006,1309,1208,27,23,42.03,86.9,92.45,91.62,97.73,527.28,BATCH-0007479,W-0003,9.4
PRD-007480,2024-10-04,Morning,Plant-C,LINE-3,MCH-030,PROD-012,1667,1220,41,5,44.09,76.19,95.04,79.11,99.35,490.3,BATCH-0007480,W-0032,0.8
PRD-007481,2024-04-22,Afternoon,Plant-C,LINE-6,MCH-046,PROD-015,516,1699,98,45,56.1,63.2,93.76,89.17,98.11,549.37,BATCH-0007481,W-0007,30.1
PRD-007482,2024-09-06,Night,Plant-B,LINE-7,MCH-018,PROD-015,720,1851,22,17,37.21,85.08,88.28,94.09,99.91,588.36,BATCH-0007482,W-0193,0.3
PRD-007483,2024-12-15,Morning,Plant-B,LINE-8,MCH-027,PROD-023,908,752,74,10,36.59,69.33,86.47,89.92,100.0,606.7,BATCH-0007483,W-0138,17.7
PRD-007484,2024-11-04,Night,Plant-C,LINE-2,MCH-004,PROD-001,749,708,67,24,57.03,68.66,93.27,96.99,95.46,566.81,BATCH-0007484,W-0043,12.3
PRD-007485,2024-11-24,Afternoon,Plant-B,LINE-5,MCH-048,PROD-012,1174,1787,90,22,44.65,96.05,95.87,90.39,98.36,483.45,BATCH-0007485,W-0177,59.0
PRD-007486,2024-04-26,Morning,Plant-B,LINE-6,MCH-030,PROD-011,1306,740,43,26,40.39,81.7,92.36,87.39,97.02,538.93,BATCH-0007486,W-0019,15.0
PRD-007487,2024-07-24,Afternoon,Plant-A,LINE-7,MCH-009,PROD-012,869,1941,89,40,58.59,83.51,88.92,91.75,96.98,554.36,BATCH-0007487,W-0023,19.9
PRD-007488,2024-04-26,Night,Plant-C,LINE-4,MCH-030,PROD-020,1123,818,47,32,50.73,75.93,86.91,85.32,99.96,424.92,BATCH-0007488,W-0122,17.3
PRD-007489,2024-12-19,Morning,Plant-C,LINE-2,MCH-049,PROD-001,928,1516,55,44,67.29,53.8,84.22,88.22,97.85,479.99,BATCH-0007489,W-0101,39.8
PRD-007490,2024-02-10,Morning,Plant-C,LINE-2,MCH-026,PROD-003,851,773,85,32,64.7,83.91,83.05,88.89,100.0,447.73,BATCH-0007490,W-0182,13.7
PRD-007491,2024-06-25,Afternoon,Plant-C,LINE-9,MCH-002,PROD-011,1439,1225,95,42,58.33,78.06,84.98,78.86,98.31,451.57,BATCH-0007491,W-0200,11.1
PRD-007492,2024-10-22,Morning,Plant-A,LINE-3,MCH-045,PROD-012,785,1649,15,25,38.36,85.58,89.67,95.85,97.43,539.12,BATCH-0007492,W-0185,1.9
PRD-007493,2024-04-02,Morning,Plant-A,LINE-10,MCH-035,PROD-019,1253,521,72,41,48.55,76.79,86.32,88.93,95.48,464.34,BATCH-0007493,W-0145,16.4
PRD-007494,2024-03-15,Afternoon,Plant-C,LINE-2,MCH-033,PROD-015,715,1535,43,40,51.1,83.16,87.24,91.6,92.21,453.78,BATCH-0007494,W-0114,4.1
PRD-007495,2024-12-27,Morning,Plant-A,LINE-4,MCH-002,PROD-020,505,430,53,35,50.63,83.96,94.02,88.87,96.84,448.03,BATCH-0007495,W-0117,4.1
PRD-007496,2024-10-31,Night,Plant-B,LINE-1,MCH-015,PROD-008,901,534,79,41,49.11,82.61,85.04,78.56,96.45,579.24,BATCH-0007496,W-0051,16.1
PRD-007497,2024-02-28,Morning,Plant-B,LINE-4,MCH-017,PROD-014,1630,1453,33,37,45.87,78.06,86.88,79.2,95.63,508.81,BATCH-0007497,W-0093,6.9
PRD-007498,2024-12-04,Morning,Plant-B,LINE-5,MCH-033,PROD-019,788,1586,1,25,52.97,65.03,92.83,90.38,97.58,522.73,BATCH-0007498,W-0198,0.5
PRD-007499,2024-11-25,Night,Plant-A,LINE-2,MCH-039,PROD-004,1239,586,54,6,34.47,71.35,86.57,83.07,96.13,667.09,BATCH-0007499,W-0092,31.4
PRD-007500,2024-03-26,Afternoon,Plant-B,LINE-1,MCH-011,PROD-009,1385,760,48,14,26.04,76.58,95.1,86.2,95.64,509.76,BATCH-0007500,W-0121,7.2
PRD-007501,2024-09-04,Night,Plant-C,LINE-7,MCH-042,PROD-023,1908,1870,88,14,34.26,77.64,93.67,88.03,97.36,598.11,BATCH-0007501,W-0198,22.3
PRD-007502,2024-01-30,Morning,Plant-A,LINE-10,MCH-001,PROD-007,1273,1079,11,26,67.83,74.54,84.72,95.99,97.32,506.17,BATCH-0007502,W-0173,0.9
PRD-007503,2024-07-15,Afternoon,Plant-C,LINE-8,MCH-042,PROD-020,1128,913,35,17,52.54,75.7,90.11,84.72,99.02,469.01,BATCH-0007503,W-0091,0.4
PRD-007504,2024-06-17,Morning,Plant-A,LINE-1,MCH-047,PROD-006,1679,631,50,27,56.16,78.99,89.4,94.93,98.77,667.15,BATCH-0007504,W-0174,6.2
PRD-007505,2024-11-02,Morning,Plant-B,LINE-5,MCH-021,PROD-015,1956,434,7,34,54.8,91.46,92.66,100.0,96.85,599.78,BATCH-0007505,W-0097,13.4
PRD-007506,2024-04-24,Morning,Plant-B,LINE-7,MCH-017,PROD-011,1420,1365,3,1,31.13,94.56,87.55,91.02,95.89,615.78,BATCH-0007506,W-0029,8.2
PRD-007507,2024-05-23,Morning,Plant-C,LINE-9,MCH-012,PROD-023,504,705,80,13,47.51,79.43,89.25,87.64,96.32,414.12,BATCH-0007507,W-0077,1.6
PRD-007508,2024-02-02,Morning,Plant-A,LINE-10,MCH-022,PROD-023,1089,1666,52,8,56.67,72.23,88.41,82.54,95.8,623.19,BATCH-0007508,W-0182,12.6
PRD-007509,2024-01-23,Morning,Plant-A,LINE-9,MCH-025,PROD-009,1568,1836,85,30,54.14,90.59,97.96,94.36,96.29,493.84,BATCH-0007509,W-0051,3.4
PRD-007510,2024-05-15,Morning,Plant-A,LINE-8,MCH-026,PROD-018,715,1117,81,8,44.24,81.99,88.5,92.31,94.71,486.59,BATCH-0007510,W-0092,23.2
PRD-007511,2024-01-26,Morning,Plant-C,LINE-5,MCH-027,PROD-001,1404,1428,66,18,56.7,99.71,97.64,87.16,98.2,544.1,BATCH-0007511,W-0095,36.9
PRD-007512,2024-07-12,Morning,Plant-A,LINE-9,MCH-028,PROD-025,1219,926,3,4,53.28,93.39,88.11,78.31,94.44,379.67,BATCH-0007512,W-0150,21.6
PRD-007513,2024-12-17,Night,Plant-B,LINE-9,MCH-029,PROD-022,1122,945,32,0,46.78,91.89,86.09,79.51,100.0,266.18,BATCH-0007513,W-0113,1.6
PRD-007514,2024-03-15,Night,Plant-A,LINE-7,MCH-007,PROD-010,1211,705,52,4,49.24,79.05,100.0,83.06,97.59,516.26,BATCH-0007514,W-0160,4.2
PRD-007515,2024-10-23,Afternoon,Plant-A,LINE-7,MCH-047,PROD-012,1313,1115,91,32,31.39,65.35,92.89,94.67,100.0,514.5,BATCH-0007515,W-0043,3.1
PRD-007516,2024-02-18,Night,Plant-C,LINE-8,MCH-039,PROD-002,958,1483,13,9,49.52,70.21,93.22,78.63,96.96,550.04,BATCH-0007516,W-0086,28.3
PRD-007517,2024-02-11,Night,Plant-C,LINE-4,MCH-045,PROD-022,845,762,1,33,43.89,72.05,85.5,82.12,94.13,630.8,BATCH-0007517,W-0088,9.7
PRD-007518,2024-10-05,Afternoon,Plant-A,LINE-8,MCH-038,PROD-021,510,1590,33,12,59.21,85.06,91.77,86.65,97.86,580.77,BATCH-0007518,W-0051,3.8
PRD-007519,2024-08-19,Afternoon,Plant-B,LINE-10,MCH-049,PROD-018,780,550,60,5,45.55,81.37,91.24,90.7,99.75,579.6,BATCH-0007519,W-0100,1.6
PRD-007520,2024-03-28,Morning,Plant-B,LINE-10,MCH-014,PROD-006,1600,722,59,46,31.38,86.12,94.81,94.84,97.72,453.86,BATCH-0007520,W-0042,4.7
PRD-007521,2024-03-06,Night,Plant-C,LINE-8,MCH-023,PROD-020,794,1119,32,27,36.86,65.79,88.58,84.55,99.11,670.44,BATCH-0007521,W-0004,35.4
PRD-007522,2024-09-19,Night,Plant-A,LINE-2,MCH-047,PROD-020,1734,1550,98,15,51.48,88.17,91.28,76.72,97.04,508.28,BATCH-0007522,W-0088,5.9
PRD-007523,2024-03-21,Night,Plant-A,LINE-6,MCH-024,PROD-012,1758,519,67,20,51.04,90.23,92.2,96.64,100.0,524.47,BATCH-0007523,W-0041,6.8
PRD-007524,2024-05-23,Afternoon,Plant-C,LINE-4,MCH-013,PROD-005,1460,425,66,7,31.05,78.71,84.63,90.42,99.99,511.41,BATCH-0007524,W-0026,38.0
PRD-007525,2024-09-02,Afternoon,Plant-B,LINE-7,MCH-033,PROD-024,600,1404,79,34,44.6,64.32,80.24,76.61,94.12,530.79,BATCH-0007525,W-0159,4.4
PRD-007526,2024-03-04,Night,Plant-A,LINE-5,MCH-007,PROD-002,577,962,53,12,31.81,76.49,88.76,80.61,95.56,519.33,BATCH-0007526,W-0060,2.9
PRD-007527,2024-09-22,Afternoon,Plant-A,LINE-6,MCH-043,PROD-012,1802,1743,3,21,44.1,83.49,91.2,87.71,97.17,360.3,BATCH-0007527,W-0063,0.3
PRD-007528,2024-04-08,Morning,Plant-C,LINE-5,MCH-035,PROD-012,1827,994,0,49,58.96,72.33,92.81,91.19,95.57,529.08,BATCH-0007528,W-0111,17.4
PRD-007529,2024-01-11,Afternoon,Plant-C,LINE-2,MCH-050,PROD-010,853,1921,92,4,19.17,90.09,91.89,84.23,98.72,645.87,BATCH-0007529,W-0095,1.5
PRD-007530,2024-02-14,Afternoon,Plant-B,LINE-9,MCH-023,PROD-013,1897,1482,33,21,57.02,80.42,90.41,84.89,91.91,482.79,BATCH-0007530,W-0001,8.4
PRD-007531,2024-10-01,Morning,Plant-C,LINE-7,MCH-049,PROD-021,1400,711,78,13,63.64,63.93,90.29,91.12,97.52,478.3,BATCH-0007531,W-0036,8.3
PRD-007532,2024-02-28,Morning,Plant-B,LINE-1,MCH-036,PROD-018,538,451,2,34,32.91,74.72,85.59,83.17,98.05,446.72,BATCH-0007532,W-0140,6.9
PRD-007533,2024-08-16,Night,Plant-A,LINE-8,MCH-047,PROD-013,556,1724,31,30,54.04,81.11,94.34,95.5,95.55,484.28,BATCH-0007533,W-0061,30.1
PRD-007534,2024-12-22,Night,Plant-A,LINE-9,MCH-025,PROD-003,624,1863,50,2,36.47,73.08,91.69,93.7,94.82,418.44,BATCH-0007534,W-0191,2.6
PRD-007535,2024-10-25,Morning,Plant-C,LINE-9,MCH-049,PROD-024,1610,1293,85,20,49.11,79.06,86.65,88.49,95.44,587.85,BATCH-0007535,W-0150,10.8
PRD-007536,2024-07-24,Morning,Plant-A,LINE-8,MCH-024,PROD-017,1447,717,8,28,56.32,68.83,77.86,83.56,97.77,498.08,BATCH-0007536,W-0079,0.1
PRD-007537,2024-11-29,Morning,Plant-A,LINE-2,MCH-030,PROD-025,567,1397,62,21,49.49,71.89,91.55,90.21,98.86,500.17,BATCH-0007537,W-0147,33.5
PRD-007538,2024-01-28,Morning,Plant-B,LINE-1,MCH-048,PROD-007,787,521,29,19,61.56,87.13,88.94,92.96,92.03,587.39,BATCH-0007538,W-0081,13.0
PRD-007539,2024-09-02,Morning,Plant-A,LINE-1,MCH-037,PROD-021,1237,801,29,38,43.57,74.86,93.76,92.94,91.48,496.57,BATCH-0007539,W-0155,41.5
PRD-007540,2024-06-20,Night,Plant-B,LINE-6,MCH-043,PROD-002,1357,1648,23,24,53.52,87.25,86.23,81.55,95.33,441.42,BATCH-0007540,W-0086,4.7
PRD-007541,2024-12-12,Night,Plant-A,LINE-8,MCH-026,PROD-012,598,887,31,20,40.92,84.16,87.7,89.89,99.4,400.33,BATCH-0007541,W-0161,24.8
PRD-007542,2024-08-17,Afternoon,Plant-B,LINE-8,MCH-024,PROD-006,836,685,82,32,39.24,67.94,94.07,83.23,96.42,567.24,BATCH-0007542,W-0136,0.4
PRD-007543,2024-09-26,Morning,Plant-B,LINE-3,MCH-014,PROD-023,1105,1224,93,37,45.45,72.64,95.47,80.65,96.61,553.13,BATCH-0007543,W-0061,10.7
PRD-007544,2024-11-09,Morning,Plant-B,LINE-3,MCH-023,PROD-009,1491,1065,33,11,46.02,92.05,85.02,85.78,97.27,297.27,BATCH-0007544,W-0067,0.4
PRD-007545,2024-09-23,Night,Plant-A,LINE-10,MCH-040,PROD-013,642,591,20,45,42.42,70.63,97.23,84.36,97.13,626.33,BATCH-0007545,W-0182,36.3
PRD-007546,2024-12-01,Morning,Plant-C,LINE-1,MCH-019,PROD-010,1389,963,53,26,43.67,80.86,99.85,92.84,96.76,367.14,BATCH-0007546,W-0144,32.0
PRD-007547,2024-05-09,Morning,Plant-C,LINE-3,MCH-013,PROD-005,1183,1731,50,29,58.52,68.82,94.4,77.55,97.02,380.43,BATCH-0007547,W-0178,4.7
PRD-007548,2024-10-22,Afternoon,Plant-C,LINE-3,MCH-021,PROD-022,896,2053,0,11,51.79,57.49,94.48,88.33,98.36,492.73,BATCH-0007548,W-0178,14.6
PRD-007549,2024-09-01,Morning,Plant-A,LINE-7,MCH-012,PROD-012,644,1444,12,14,37.11,90.91,88.59,89.78,94.55,499.5,BATCH-0007549,W-0052,16.7
PRD-007550,2024-05-25,Night,Plant-B,LINE-3,MCH-032,PROD-007,674,1395,89,35,38.62,77.5,88.84,96.06,100.0,500.24,BATCH-0007550,W-0122,0.4
PRD-007551,2024-10-24,Night,Plant-A,LINE-1,MCH-047,PROD-008,534,673,74,32,44.91,65.67,84.68,91.19,97.34,438.89,BATCH-0007551,W-0067,46.0
PRD-007552,2024-11-10,Afternoon,Plant-C,LINE-7,MCH-028,PROD-020,1628,1618,42,27,51.55,81.94,92.35,79.91,96.9,410.21,BATCH-0007552,W-0170,9.6
PRD-007553,2024-08-17,Night,Plant-B,LINE-4,MCH-041,PROD-009,1921,640,0,1,29.45,85.69,91.78,76.29,99.76,499.57,BATCH-0007553,W-0036,9.9
PRD-007554,2024-11-15,Afternoon,Plant-A,LINE-4,MCH-015,PROD-001,1290,1216,40,21,20.21,79.42,90.54,83.24,93.83,433.22,BATCH-0007554,W-0120,21.6
PRD-007555,2024-11-03,Night,Plant-A,LINE-7,MCH-011,PROD-022,1134,1044,11,24,48.93,67.46,91.2,85.01,98.29,608.56,BATCH-0007555,W-0133,1.6
PRD-007556,2024-01-30,Night,Plant-C,LINE-1,MCH-017,PROD-003,1720,1960,42,19,28.63,94.86,87.04,82.95,95.12,393.72,BATCH-0007556,W-0119,5.6
PRD-007557,2024-06-10,Afternoon,Plant-C,LINE-1,MCH-038,PROD-004,619,1954,54,10,46.05,95.53,90.15,90.03,94.56,407.08,BATCH-0007557,W-0033,18.2
PRD-007558,2024-03-23,Morning,Plant-B,LINE-8,MCH-014,PROD-013,1903,978,62,37,61.51,64.9,86.93,92.82,100.0,510.79,BATCH-0007558,W-0004,18.2
