maintenance_id,machine_id,plant,maintenance_type,component_replaced,scheduled_date,actual_date,downtime_hours,labor_hours,parts_cost_USD,labor_cost_USD,technician_id,priority,status,failure_cause,work_order_id,notes
MNT-007900,MCH-013,Plant-B,Corrective,Pump,2024-04-01,2024-09-11,6.25,1.27,1169.72,120.23,TECH-029,Medium,Completed,Misalignment,WO-0007900,Upgrade
MNT-007901,MCH-031,Plant-C,Preventive,Coupling,2024-03-17,2024-02-19,0.5,2.17,112.11,2064.91,TECH-002,High,Completed,Unknown,WO-0007901,Unexpected failure
MNT-007902,MCH-009,Plant-A,Preventive,Valve,2024-08-28,2024-03-10,3.44,6.43,148.6,60.77,TECH-024,Medium,Scheduled,Misalignment,WO-0007902,Unexpected failure
MNT-007903,MCH-029,Plant-C,Preventive,Valve,2024-02-04,2024-12-04,2.1,1.73,14.22,41.35,TECH-022,Low,In Progress,Overload,WO-0007903,Unexpected failure
MNT-007904,MCH-035,Plant-A,Preventive,Belt,2024-01-03,2024-02-15,5.32,3.62,953.86,312.34,TECH-001,Medium,In Progress,Misalignment,WO-0007904,Scheduled replacement
MNT-007905,MCH-049,Plant-B,Preventive,Bearing,2024-06-08,2024-03-17,0.69,2.89,297.22,103.27,TECH-025,Medium,Completed,Unknown,WO-0007905,Scheduled replacement
MNT-007906,MCH-016,Plant-B,Corrective,Filter,2024-12-25,2024-06-06,1.91,0.5,308.35,1090.39,TECH-026,Medium,Scheduled,Wear,WO-0007906,Unexpected failure
MNT-007907,MCH-011,Plant-A,Corrective,Pump,2024-04-06,2024-02-07,7.74,3.13,346.06,42.86,TECH-026,High,Completed,Overload,WO-0007907,Post-incident repair
MNT-007908,MCH-046,Plant-A,Predictive,Filter,2024-04-12,2024-04-13,1.4,2.58,2158.91,772.29,TECH-024,High,Completed,Misalignment,WO-0007908,Post-incident repair
MNT-007909,MCH-006,Plant-A,Preventive,Pump,2024-12-21,2024-10-19,1.73,1.16,68.68,652.39,TECH-025,High,Completed,Overload,WO-0007909,Unexpected failure
MNT-007910,MCH-044,Plant-A,Predictive,Belt,2024-02-18,2024-05-04,7.68,2.27,872.52,366.63,TECH-003,Medium,Completed,Unknown,WO-0007910,Upgrade
MNT-007911,MCH-049,Plant-A,Preventive,Motor,2024-10-02,2024-08-08,4.07,0.5,47.02,47.26,TECH-028,Medium,Completed,Corrosion,WO-0007911,Post-incident repair
MNT-007912,MCH-003,Plant-B,Preventive,Motor,2024-08-22,2024-11-13,3.36,0.5,2404.24,139.15,TECH-007,High,Scheduled,Unknown,WO-0007912,Post-incident repair
MNT-007913,MCH-045,Plant-B,Preventive,Shaft,2024-06-18,2024-07-25,0.5,4.07,374.54,1141.4,TECH-003,Critical,Completed,Overload,WO-0007913,Scheduled replacement
MNT-007914,MCH-035,Plant-A,Preventive,Motor,2024-02-18,2024-08-24,0.66,5.66,149.48,161.6,TECH-021,Low,In Progress,Corrosion,WO-0007914,Post-incident repair
MNT-007915,MCH-041,Plant-B,Corrective,Gearbox,2024-02-01,2024-09-29,0.93,2.2,133.69,365.19,TECH-024,High,Completed,Lubrication,WO-0007915,Upgrade
MNT-007916,MCH-033,Plant-B,Corrective,Valve,2024-11-15,2024-10-17,3.4,2.55,864.45,864.07,TECH-023,Low,Completed,Lubrication,WO-0007916,Post-incident repair
MNT-007917,MCH-024,Plant-C,Preventive,Filter,2024-08-27,2024-11-27,6.35,0.5,324.35,415.19,TECH-018,Critical,Scheduled,Corrosion,WO-0007917,Scheduled replacement
MNT-007918,MCH-040,Plant-A,Preventive,Shaft,2024-10-31,2024-08-20,0.92,1.21,59.82,641.05,TECH-023,Medium,Scheduled,Lubrication,WO-0007918,Routine check
MNT-007919,MCH-024,Plant-C,Emergency,Valve,2024-03-21,2024-07-26,0.59,14.25,281.01,653.65,TECH-007,Medium,Scheduled,Corrosion,WO-0007919,Post-incident repair
MNT-007920,MCH-043,Plant-B,Emergency,Belt,2024-02-04,2024-01-19,0.67,3.78,450.92,89.48,TECH-016,Low,Completed,Unknown,WO-0007920,Post-incident repair
MNT-007921,MCH-041,Plant-B,Corrective,Gearbox,2024-06-28,2024-10-16,1.29,0.62,366.22,118.14,TECH-009,Critical,Completed,Corrosion,WO-0007921,Scheduled replacement
MNT-007922,MCH-021,Plant-A,Preventive,Belt,2024-11-21,2024-09-24,1.07,8.02,1515.59,993.77,TECH-011,Medium,Completed,Overload,WO-0007922,Routine check
MNT-007923,MCH-015,Plant-C,Corrective,Coupling,2024-10-13,2024-08-30,2.92,3.71,403.68,240.4,TECH-009,High,Completed,Overload,WO-0007923,Scheduled replacement
MNT-007924,MCH-036,Plant-A,Preventive,Valve,2024-04-25,2024-04-20,1.7,3.92,260.5,61.38,TECH-013,High,Completed,Lubrication,WO-0007924,Routine check
MNT-007925,MCH-022,Plant-C,Preventive,Valve,2024-06-25,2024-02-07,1.1,4.07,875.08,112.89,TECH-010,Medium,Completed,Wear,WO-0007925,Unexpected failure
MNT-007926,MCH-037,Plant-C,Preventive,Motor,2024-11-17,2024-03-25,0.52,0.5,810.82,71.84,TECH-003,Critical,Completed,Overload,WO-0007926,Scheduled replacement
MNT-007927,MCH-038,Plant-A,Emergency,Shaft,2024-01-08,2024-08-06,3.96,3.38,316.69,495.56,TECH-009,Medium,Completed,Overload,WO-0007927,Routine check
MNT-007928,MCH-035,Plant-B,Corrective,Filter,2024-04-08,2024-09-08,1.93,0.97,124.0,3963.06,TECH-029,High,In Progress,Corrosion,WO-0007928,Post-incident repair
MNT-007929,MCH-020,Plant-B,Corrective,Shaft,2024-05-20,2024-09-04,5.59,5.16,75.46,573.75,TECH-013,High,Completed,Wear,WO-0007929,Scheduled replacement
MNT-007930,MCH-050,Plant-A,Preventive,Motor,2024-05-25,2024-04-28,9.91,2.22,20.03,937.9,TECH-006,Critical,Completed,Corrosion,WO-0007930,Post-incident repair
MNT-007931,MCH-009,Plant-A,Overhaul,Shaft,2024-08-06,2024-02-10,1.82,0.79,111.79,1602.48,TECH-019,Critical,Scheduled,Unknown,WO-0007931,Scheduled replacement
MNT-007932,MCH-044,Plant-A,Preventive,Sensor,2024-10-26,2024-11-04,5.88,4.04,190.31,694.13,TECH-012,Low,Completed,Lubrication,WO-0007932,Unexpected failure
MNT-007933,MCH-002,Plant-C,Corrective,Pump,2024-06-05,2024-04-04,1.86,1.04,208.06,1602.44,TECH-026,Medium,Completed,Wear,WO-0007933,Scheduled replacement
MNT-007934,MCH-041,Plant-A,Corrective,Motor,2024-07-07,2024-03-08,11.06,3.24,656.66,1136.54,TECH-003,Low,Scheduled,Overload,WO-0007934,Post-incident repair
MNT-007935,MCH-049,Plant-C,Predictive,Motor,2024-11-15,2024-08-12,1.36,2.22,566.11,604.83,TECH-014,High,Completed,Corrosion,WO-0007935,Scheduled replacement
MNT-007936,MCH-003,Plant-C,Preventive,Filter,2024-07-25,2024-11-29,2.75,2.09,250.59,112.02,TECH-020,Critical,Completed,Misalignment,WO-0007936,Unexpected failure
MNT-007937,MCH-033,Plant-C,Preventive,Shaft,2024-05-10,2024-07-18,0.5,4.05,59.58,934.85,TECH-020,Medium,Completed,Corrosion,WO-0007937,Scheduled replacement
MNT-007938,MCH-039,Plant-C,Preventive,Belt,2024-10-14,2024-12-11,1.11,4.06,137.26,117.63,TECH-013,Low,Cancelled,Corrosion,WO-0007938,Scheduled replacement
MNT-007939,MCH-031,Plant-A,Predictive,Belt,2024-10-04,2024-01-15,0.66,2.55,576.21,62.25,TECH-025,High,Completed,Misalignment,WO-0007939,Unexpected failure
MNT-007940,MCH-034,Plant-C,Preventive,Belt,2024-11-24,2024-08-23,5.02,0.5,440.63,73.94,TECH-018,Medium,Completed,Unknown,WO-0007940,Upgrade
MNT-007941,MCH-032,Plant-C,Predictive,Sensor,2024-12-03,2024-06-22,0.5,1.58,555.94,563.73,TECH-015,Medium,Completed,Overload,WO-0007941,Unexpected failure
MNT-007942,MCH-034,Plant-A,Corrective,Motor,2024-04-13,2024-12-22,3.67,11.02,226.27,554.88,TECH-026,Medium,In Progress,Misalignment,WO-0007942,Routine check
MNT-007943,MCH-003,Plant-C,Preventive,Pump,2024-02-09,2024-10-22,0.84,0.76,47.58,199.48,TECH-010,Critical,Completed,Misalignment,WO-0007943,Upgrade
MNT-007944,MCH-024,Plant-A,Preventive,Sensor,2024-10-30,2024-09-28,6.07,0.83,191.82,50.8,TECH-027,Low,Scheduled,Lubrication,WO-0007944,Routine check
MNT-007945,MCH-019,Plant-B,Corrective,Coupling,2024-03-19,2024-09-30,4.32,0.84,45.99,2175.03,TECH-010,High,Completed,Misalignment,WO-0007945,Scheduled replacement
MNT-007946,MCH-024,Plant-B,Overhaul,Coupling,2024-02-22,2024-11-14,6.29,0.88,113.36,483.46,TECH-030,Low,Scheduled,Wear,WO-0007946,Scheduled replacement
MNT-007947,MCH-016,Plant-B,Predictive,Bearing,2024-04-20,2024-08-31,0.5,1.51,117.84,1159.14,TECH-029,Medium,Completed,Misalignment,WO-0007947,Scheduled replacement
MNT-007948,MCH-043,Plant-C,Preventive,Valve,2024-05-23,2024-11-28,5.42,7.65,958.95,70.42,TECH-005,Medium,Scheduled,Misalignment,WO-0007948,Upgrade
MNT-007949,MCH-029,Plant-A,Preventive,Motor,2024-04-01,2024-10-05,1.99,0.5,370.68,255.12,TECH-006,Critical,Completed,Corrosion,WO-0007949,Unexpected failure
MNT-007950,MCH-050,Plant-C,Predictive,Pump,2024-05-14,2024-08-03,3.48,7.8,653.18,72.42,TECH-010,Medium,In Progress,Misalignment,WO-0007950,Routine check
MNT-007951,MCH-031,Plant-B,Emergency,Shaft,2024-10-15,2024-06-29,0.5,0.76,85.34,185.89,TECH-029,High,Scheduled,Overload,WO-0007951,Upgrade
MNT-007952,MCH-040,Plant-C,Preventive,Gearbox,2024-02-22,2024-05-01,3.41,2.02,251.65,201.47,TECH-020,High,Completed,Misalignment,WO-0007952,Post-incident repair
MNT-007953,MCH-018,Plant-A,Preventive,Shaft,2024-03-05,2024-11-22,4.46,5.49,767.21,633.91,TECH-022,Low,Completed,Wear,WO-0007953,Post-incident repair
MNT-007954,MCH-002,Plant-A,Corrective,Bearing,2024-09-24,2024-04-16,21.96,4.11,251.23,54.56,TECH-029,Low,Completed,Misalignment,WO-0007954,Routine check
MNT-007955,MCH-036,Plant-B,Preventive,Valve,2024-10-27,2024-11-19,9.11,12.59,456.84,132.46,TECH-008,Medium,Completed,Overload,WO-0007955,Routine check
MNT-007956,MCH-009,Plant-A,Preventive,Shaft,2024-11-26,2024-12-16,2.63,0.88,48.34,742.97,TECH-004,Medium,Completed,Misalignment,WO-0007956,Upgrade
MNT-007957,MCH-029,Plant-C,Emergency,Coupling,2024-07-15,2024-10-19,1.27,0.88,874.1,109.64,TECH-004,Medium,Completed,Wear,WO-0007957,Upgrade
MNT-007958,MCH-024,Plant-C,Overhaul,Coupling,2024-06-18,2024-12-23,0.63,3.87,712.19,261.91,TECH-006,Medium,Completed,Corrosion,WO-0007958,Unexpected failure
MNT-007959,MCH-027,Plant-B,Predictive,Belt,2024-10-21,2024-12-20,3.37,11.62,245.85,372.44,TECH-019,Medium,Scheduled,Overload,WO-0007959,Upgrade
MNT-007960,MCH-013,Plant-A,Preventive,Pump,2024-10-30,2024-06-07,2.47,13.8,1949.51,370.58,TECH-007,Medium,Completed,Misalignment,WO-0007960,Scheduled replacement
MNT-007961,MCH-022,Plant-A,Emergency,Valve,2024-11-05,2024-04-13,3.18,0.5,288.51,376.08,TECH-011,Low,Completed,Corrosion,WO-0007961,Unexpected failure
MNT-007962,MCH-012,Plant-B,Preventive,Bearing,2024-05-21,2024-02-29,2.61,11.43,470.12,430.89,TECH-017,High,Completed,Wear,WO-0007962,Unexpected failure
MNT-007963,MCH-037,Plant-C,Predictive,Motor,2024-11-11,2024-11-04,9.32,0.5,358.9,1157.41,TECH-015,Critical,In Progress,Unknown,WO-0007963,Post-incident repair
MNT-007964,MCH-045,Plant-B,Predictive,Sensor,2024-12-08,2024-02-16,5.41,0.6,164.21,531.55,TECH-007,Medium,Completed,Wear,WO-0007964,Routine check
MNT-007965,MCH-002,Plant-C,Corrective,Gearbox,2024-08-30,2024-11-18,0.94,3.07,296.83,1297.95,TECH-003,High,Scheduled,Overload,WO-0007965,Scheduled replacement
MNT-007966,MCH-014,Plant-A,Preventive,Sensor,2024-04-17,2024-07-14,3.97,1.88,348.55,166.38,TECH-010,Medium,Completed,Wear,WO-0007966,Routine check
MNT-007967,MCH-049,Plant-B,Corrective,Coupling,2024-03-27,2024-06-17,2.58,3.03,237.16,550.31,TECH-005,Low,Completed,Lubrication,WO-0007967,Unexpected failure
MNT-007968,MCH-004,Plant-C,Predictive,Filter,2024-01-02,2024-06-07,6.61,0.84,175.28,1323.75,TECH-018,Medium,Completed,Misalignment,WO-0007968,Post-incident repair
MNT-007969,MCH-038,Plant-A,Preventive,Motor,2024-04-28,2024-04-06,6.68,2.12,671.91,213.34,TECH-010,High,Completed,Unknown,WO-0007969,Scheduled replacement
MNT-007970,MCH-046,Plant-C,Predictive,Pump,2024-04-20,2024-01-16,0.98,3.91,85.72,47.56,TECH-021,Critical,Completed,Lubrication,WO-0007970,Upgrade
MNT-007971,MCH-025,Plant-C,Preventive,Filter,2024-02-16,2024-09-19,2.76,0.61,629.5,1527.56,TECH-026,Low,Scheduled,Wear,WO-0007971,Upgrade
MNT-007972,MCH-011,Plant-C,Corrective,Sensor,2024-11-10,2024-12-10,3.11,8.3,1143.18,688.22,TECH-009,High,In Progress,Unknown,WO-0007972,Post-incident repair
MNT-007973,MCH-049,Plant-C,Preventive,Valve,2024-03-16,2024-10-23,1.69,5.02,1050.95,160.01,TECH-024,Medium,Completed,Overload,WO-0007973,Post-incident repair
MNT-007974,MCH-044,Plant-C,Preventive,Coupling,2024-03-14,2024-11-22,0.5,4.15,251.49,2411.06,TECH-014,Medium,Scheduled,Corrosion,WO-0007974,Upgrade
MNT-007975,MCH-025,Plant-C,Emergency,Bearing,2024-03-25,2024-06-20,20.84,3.47,123.98,328.09,TECH-013,Critical,Completed,Lubrication,WO-0007975,Post-incident repair
MNT-007976,MCH-027,Plant-A,Preventive,Bearing,2024-08-31,2024-04-03,1.25,0.55,983.18,405.03,TECH-015,Critical,Completed,Corrosion,WO-0007976,Upgrade
MNT-007977,MCH-041,Plant-B,Preventive,Valve,2024-01-01,2024-04-29,4.96,7.16,297.76,303.91,TECH-027,Medium,Completed,Wear,WO-0007977,Upgrade
MNT-007978,MCH-002,Plant-B,Corrective,Valve,2024-06-14,2024-03-04,8.73,2.36,204.69,580.13,TECH-023,High,Completed,Overload,WO-0007978,Scheduled replacement
MNT-007979,MCH-036,Plant-B,Preventive,Bearing,2024-02-09,2024-03-15,1.19,0.5,1151.43,350.87,TECH-024,Medium,Completed,Wear,WO-0007979,Post-incident repair
MNT-007980,MCH-042,Plant-A,Preventive,Belt,2024-01-27,2024-01-24,7.21,7.93,60.96,288.39,TECH-022,High,Scheduled,Corrosion,WO-0007980,Post-incident repair
MNT-007981,MCH-008,Plant-B,Preventive,Filter,2024-03-11,2024-03-22,0.5,3.12,101.69,47.94,TECH-023,Medium,Completed,Overload,WO-0007981,Unexpected failure
MNT-007982,MCH-004,Plant-A,Corrective,Shaft,2024-09-18,2024-03-02,4.23,5.08,299.07,96.85,TECH-005,High,Completed,Wear,WO-0007982,Routine check
MNT-007983,MCH-020,Plant-B,Predictive,Coupling,2024-08-13,2024-10-27,1.53,2.37,291.74,215.84,TECH-002,Medium,Completed,Lubrication,WO-0007983,Scheduled replacement
MNT-007984,MCH-021,Plant-A,Overhaul,Shaft,2024-08-05,2024-02-05,2.77,5.39,73.67,53.1,TECH-022,Medium,Scheduled,Lubrication,WO-0007984,Scheduled replacement
MNT-007985,MCH-018,Plant-C,Emergency,Gearbox,2024-12-06,2024-06-29,14.51,5.86,170.6,981.7,TECH-009,Medium,Scheduled,Corrosion,WO-0007985,Post-incident repair
MNT-007986,MCH-034,Plant-A,Corrective,Sensor,2024-08-29,2024-01-13,3.11,2.47,229.09,191.35,TECH-005,Medium,Completed,Overload,WO-0007986,Routine check
MNT-007987,MCH-017,Plant-A,Predictive,Pump,2024-06-16,2024-06-27,4.74,1.97,649.73,249.5,TECH-011,High,Completed,Corrosion,WO-0007987,Unexpected failure
MNT-007988,MCH-013,Plant-A,Preventive,Shaft,2024-06-03,2024-09-05,7.92,2.52,2293.05,635.43,TECH-009,Medium,Completed,Overload,WO-0007988,Routine check
MNT-007989,MCH-010,Plant-A,Predictive,Sensor,2024-09-13,2024-07-12,0.5,0.5,1554.81,558.85,TECH-012,Medium,Completed,Lubrication,WO-0007989,Upgrade
MNT-007990,MCH-047,Plant-B,Preventive,Pump,2024-03-01,2024-05-19,0.86,7.41,552.43,390.89,TECH-024,High,Completed,Wear,WO-0007990,Scheduled replacement
MNT-007991,MCH-024,Plant-C,Corrective,Coupling,2024-05-03,2024-05-24,7.09,5.57,179.52,168.34,TECH-016,Low,Completed,Wear,WO-0007991,Upgrade
MNT-007992,MCH-006,Plant-C,Preventive,Sensor,2024-10-13,2024-10-15,0.52,3.43,404.26,701.09,TECH-021,Medium,Scheduled,Lubrication,WO-0007992,Unexpected failure
MNT-007993,MCH-030,Plant-A,Corrective,Filter,2024-07-20,2024-11-23,1.32,2.94,268.75,99.08,TECH-007,Medium,In Progress,Wear,WO-0007993,Unexpected failure
MNT-007994,MCH-028,Plant-C,Predictive,Sensor,2024-07-12,2024-08-21,5.45,0.5,10.0,62.1,TECH-004,Critical,Completed,Overload,WO-0007994,Upgrade
MNT-007995,MCH-040,Plant-B,Predictive,Shaft,2024-07-16,2024-05-25,1.41,0.5,201.02,125.5,TECH-021,Low,In Progress,Corrosion,WO-0007995,Upgrade
MNT-007996,MCH-044,Plant-B,Preventive,Sensor,2024-12-27,2024-09-02,3.72,1.07,233.39,553.14,TECH-026,Critical,Cancelled,Unknown,WO-0007996,Post-incident repair
MNT-007997,MCH-011,Plant-C,Predictive,Gearbox,2024-08-30,2024-01-04,0.58,8.7,97.0,64.98,TECH-008,Medium,Completed,Overload,WO-0007997,Unexpected failure
MNT-007998,MCH-042,Plant-B,Predictive,Bearing,2024-06-30,2024-12-30,3.47,4.79,15.79,1188.97,TECH-013,Medium,Cancelled,Corrosion,WO-0007998,Upgrade
MNT-007999,MCH-033,Plant-A,Preventive,Motor,2024-06-08,2024-01-26,0.5,2.03,299.12,1363.18,TECH-010,Low,Completed,Unknown,WO-0007999,Scheduled replacement
MNT-008000,MCH-033,Plant-C,Emergency,Belt,2024-09-24,2024-01-01,0.5,2.54,10.0,75.14,TECH-017,High,Completed,Corrosion,WO-0008000,Unexpected failure
MNT-008001,MCH-039,Plant-B,Predictive,Belt,2024-06-11,2024-03-12,2.97,4.57,1097.89,599.83,TECH-020,Low,In Progress,Unknown,WO-0008001,Post-incident repair
MNT-008002,MCH-007,Plant-C,Corrective,Valve,2024-09-28,2024-08-03,0.7,0.61,59.31,119.3,TECH-007,Critical,Completed,Corrosion,WO-0008002,Post-incident repair
MNT-008003,MCH-040,Plant-A,Preventive,Motor,2024-02-10,2024-10-14,4.55,2.67,636.7,1816.85,TECH-016,Medium,Scheduled,Misalignment,WO-0008003,Upgrade
MNT-008004,MCH-006,Plant-B,Predictive,Sensor,2024-11-05,2024-08-25,6.77,1.82,374.68,530.32,TECH-025,Medium,Completed,Unknown,WO-0008004,Upgrade
MNT-008005,MCH-023,Plant-A,Overhaul,Valve,2024-04-19,2024-07-21,0.5,6.82,1032.15,46.74,TECH-017,Medium,Completed,Wear,WO-0008005,Upgrade
MNT-008006,MCH-002,Plant-C,Preventive,Pump,2024-03-26,2024-06-05,1.06,1.7,161.98,73.63,TECH-013,Critical,Completed,Corrosion,WO-0008006,Upgrade
MNT-008007,MCH-008,Plant-B,Predictive,Valve,2024-11-20,2024-06-07,17.24,1.96,873.77,360.54,TECH-022,Critical,Cancelled,Misalignment,WO-0008007,Upgrade
MNT-008008,MCH-021,Plant-A,Corrective,Gearbox,2024-05-22,2024-10-05,1.89,4.45,1410.85,651.68,TECH-026,Low,Completed,Misalignment,WO-0008008,Unexpected failure
MNT-008009,MCH-018,Plant-B,Preventive,Gearbox,2024-12-30,2024-12-06,2.8,0.5,203.72,829.91,TECH-006,High,Completed,Wear,WO-0008009,Upgrade
MNT-008010,MCH-030,Plant-C,Preventive,Valve,2024-03-14,2024-08-10,6.01,1.73,16.37,118.16,TECH-023,Medium,Completed,Corrosion,WO-0008010,Upgrade
MNT-008011,MCH-008,Plant-B,Preventive,Motor,2024-08-11,2024-09-11,6.2,13.24,938.71,146.04,TECH-017,Medium,Scheduled,Wear,WO-0008011,Post-incident repair
MNT-008012,MCH-033,Plant-C,Corrective,Filter,2024-10-13,2024-07-24,1.1,0.5,128.3,64.0,TECH-029,Medium,Completed,Wear,WO-0008012,Unexpected failure
MNT-008013,MCH-023,Plant-A,Preventive,Bearing,2024-08-14,2024-06-01,11.76,10.59,339.38,79.32,TECH-002,Medium,Completed,Corrosion,WO-0008013,Post-incident repair
MNT-008014,MCH-049,Plant-A,Preventive,Belt,2024-09-07,2024-10-20,3.58,1.31,418.13,171.71,TECH-008,Medium,Completed,Misalignment,WO-0008014,Scheduled replacement
MNT-008015,MCH-018,Plant-B,Predictive,Belt,2024-12-21,2024-08-17,5.1,0.5,679.68,640.91,TECH-018,High,Completed,Wear,WO-0008015,Post-incident repair
MNT-008016,MCH-006,Plant-C,Overhaul,Belt,2024-05-08,2024-10-30,1.85,6.95,278.77,1091.28,TECH-015,Low,Completed,Wear,WO-0008016,Scheduled replacement
MNT-008017,MCH-027,Plant-C,Predictive,Valve,2024-12-16,2024-08-18,1.89,2.86,605.39,80.84,TECH-016,High,Completed,Overload,WO-0008017,Scheduled replacement
MNT-008018,MCH-027,Plant-B,Emergency,Sensor,2024-03-02,2024-06-07,0.5,2.01,455.18,263.88,TECH-028,High,Completed,Lubrication,WO-0008018,Scheduled replacement
MNT-008019,MCH-008,Plant-C,Corrective,Pump,2024-10-12,2024-02-15,12.02,6.53,181.12,608.36,TECH-011,Medium,Completed,Lubrication,WO-0008019,Scheduled replacement
MNT-008020,MCH-038,Plant-C,Predictive,Belt,2024-08-10,2024-08-02,4.51,3.01,271.18,218.5,TECH-016,Critical,Completed,Corrosion,WO-0008020,Scheduled replacement
MNT-008021,MCH-002,Plant-A,Preventive,Motor,2024-11-29,2024-04-13,3.76,8.13,500.64,100.52,TECH-016,High,Completed,Corrosion,WO-0008021,Scheduled replacement
MNT-008022,MCH-036,Plant-B,Corrective,Bearing,2024-06-27,2024-07-16,2.57,0.77,733.1,253.66,TECH-009,Medium,Completed,Unknown,WO-0008022,Unexpected failure
MNT-008023,MCH-050,Plant-C,Predictive,Shaft,2024-04-01,2024-06-26,1.49,1.41,127.48,162.74,TECH-013,Medium,Completed,Lubrication,WO-0008023,Routine check
MNT-008024,MCH-024,Plant-C,Overhaul,Pump,2024-01-13,2024-08-06,0.5,0.8,33.09,544.89,TECH-027,Medium,Completed,Wear,WO-0008024,Upgrade
MNT-008025,MCH-040,Plant-B,Preventive,Coupling,2024-07-06,2024-12-19,3.01,7.86,649.38,2122.31,TECH-008,High,Completed,Unknown,WO-0008025,Post-incident repair
MNT-008026,MCH-005,Plant-C,Preventive,Gearbox,2024-08-26,2024-01-18,11.13,2.67,110.51,178.27,TECH-013,Medium,Completed,Unknown,WO-0008026,Unexpected failure
MNT-008027,MCH-047,Plant-C,Predictive,Pump,2024-12-09,2024-05-11,3.3,4.92,1080.55,851.36,TECH-013,Critical,Scheduled,Wear,WO-0008027,Upgrade
MNT-008028,MCH-026,Plant-C,Corrective,Belt,2024-06-26,2024-06-18,3.21,3.34,235.85,237.73,TECH-012,Medium,In Progress,Wear,WO-0008028,Upgrade
MNT-008029,MCH-025,Plant-B,Corrective,Sensor,2024-08-05,2024-01-17,4.55,1.38,731.41,796.78,TECH-005,High,Completed,Lubrication,WO-0008029,Post-incident repair
MNT-008030,MCH-003,Plant-A,Preventive,Belt,2024-04-19,2024-01-12,9.82,2.46,157.0,252.92,TECH-011,Medium,Completed,Overload,WO-0008030,Unexpected failure
MNT-008031,MCH-003,Plant-B,Overhaul,Shaft,2024-11-11,2024-07-27,0.5,2.17,473.84,416.57,TECH-017,High,Completed,Misalignment,WO-0008031,Post-incident repair
MNT-008032,MCH-018,Plant-A,Predictive,Bearing,2024-10-13,2024-05-05,7.5,2.08,119.94,94.84,TECH-007,Critical,In Progress,Overload,WO-0008032,Scheduled replacement
MNT-008033,MCH-040,Plant-B,Corrective,Coupling,2024-04-07,2024-06-29,0.71,5.78,282.88,102.97,TECH-004,Low,Completed,Lubrication,WO-0008033,Post-incident repair
MNT-008034,MCH-013,Plant-C,Preventive,Motor,2024-07-14,2024-06-10,2.63,7.09,638.9,116.76,TECH-013,High,Scheduled,Corrosion,WO-0008034,Routine check
MNT-008035,MCH-021,Plant-B,Predictive,Coupling,2024-07-10,2024-12-23,0.59,0.55,820.3,85.42,TECH-021,Low,Completed,Unknown,WO-0008035,Routine check
MNT-008036,MCH-026,Plant-C,Corrective,Motor,2024-04-01,2024-04-22,0.75,0.91,484.43,2773.38,TECH-016,High,Completed,Unknown,WO-0008036,Scheduled replacement
MNT-008037,MCH-017,Plant-B,Predictive,Coupling,2024-01-06,2024-08-28,7.72,1.17,443.27,89.87,TECH-021,Critical,Completed,Unknown,WO-0008037,Scheduled replacement
MNT-008038,MCH-007,Plant-A,Predictive,Sensor,2024-04-10,2024-04-11,17.26,0.5,113.78,64.78,TECH-009,Medium,In Progress,Misalignment,WO-0008038,Unexpected failure
MNT-008039,MCH-028,Plant-C,Predictive,Valve,2024-08-14,2024-01-20,0.54,0.69,10.0,379.1,TECH-006,Critical,Completed,Unknown,WO-0008039,Unexpected failure
MNT-008040,MCH-045,Plant-C,Corrective,Shaft,2024-07-03,2024-10-28,1.9,18.08,117.93,96.91,TECH-017,Low,Completed,Wear,WO-0008040,Unexpected failure
MNT-008041,MCH-009,Plant-A,Corrective,Sensor,2024-09-26,2024-07-16,0.71,0.5,104.58,250.86,TECH-016,Medium,Completed,Corrosion,WO-0008041,Unexpected failure
MNT-008042,MCH-031,Plant-C,Preventive,Bearing,2024-04-09,2024-05-19,0.63,6.49,750.55,182.77,TECH-005,Critical,Completed,Wear,WO-0008042,Scheduled replacement
MNT-008043,MCH-027,Plant-B,Corrective,Motor,2024-01-03,2024-10-16,1.74,9.29,14.3,57.98,TECH-002,Medium,Completed,Wear,WO-0008043,Unexpected failure
MNT-008044,MCH-039,Plant-A,Overhaul,Coupling,2024-10-27,2024-08-06,1.7,4.88,345.22,115.71,TECH-030,Low,Scheduled,Unknown,WO-0008044,Routine check
MNT-008045,MCH-018,Plant-A,Predictive,Bearing,2024-06-07,2024-11-11,1.68,5.19,205.77,220.97,TECH-008,Low,Completed,Overload,WO-0008045,Upgrade
MNT-008046,MCH-007,Plant-A,Corrective,Gearbox,2024-06-17,2024-04-05,4.83,0.95,135.05,910.2,TECH-015,Medium,In Progress,Misalignment,WO-0008046,Post-incident repair
MNT-008047,MCH-023,Plant-A,Predictive,Pump,2024-02-18,2024-08-25,0.5,0.5,683.03,144.8,TECH-023,Medium,Completed,Wear,WO-0008047,Routine check
MNT-008048,MCH-037,Plant-C,Preventive,Filter,2024-07-07,2024-08-13,0.88,5.8,148.6,336.06,TECH-012,Medium,Completed,Wear,WO-0008048,Unexpected failure
MNT-008049,MCH-005,Plant-C,Preventive,Shaft,2024-05-09,2024-02-10,5.5,0.5,150.61,122.26,TECH-014,Low,Cancelled,Misalignment,WO-0008049,Scheduled replacement
